date	tau	Tb	pwv	lwp	iwp	o3
2021-04-04_00.00.00	1.0352e-01	3.0214e+01	2.4560e+00		1.5682e-02	2.5531e+02
2021-04-04_01.00.00	1.0529e-01	3.0568e+01	2.5256e+00		5.3020e-03	2.5332e+02
2021-04-04_02.00.00	1.2299e-01	3.4438e+01	3.0127e+00		5.0862e-03	2.5413e+02
2021-04-04_03.00.00	1.2671e-01	3.5279e+01	3.0979e+00		1.1256e-02	2.5365e+02
2021-04-04_04.00.00	1.3089e-01	3.6252e+01	3.1651e+00		5.6682e-02	2.5528e+02
2021-04-04_05.00.00	1.4028e-01	3.8438e+01	3.4044e+00		1.3288e-02	2.5508e+02
2021-04-04_06.00.00	1.5518e-01	4.1755e+01	3.7216e+00		4.0198e-02	2.5496e+02
2021-04-04_07.00.00	1.7044e-01	4.4991e+01	4.1046e+00		1.2646e-02	2.5481e+02
2021-04-04_08.00.00	1.7144e-01	4.5164e+01	4.0814e+00		1.0018e-01	2.5476e+02
2021-04-04_09.00.00	1.5040e-01	4.0652e+01	3.6154e+00		1.0678e-02	2.5455e+02
2021-04-04_10.00.00	1.4117e-01	3.8589e+01	3.3832e+00		2.3506e-02	2.5454e+02
2021-04-04_11.00.00	1.3858e-01	3.8022e+01	3.3054e+00		4.1242e-03	2.5523e+02
2021-04-04_12.00.00	1.3534e-01	3.7319e+01	3.2024e+00		3.2448e-02	2.5668e+02
2021-04-04_13.00.00	1.3155e-01	3.6469e+01	3.1022e+00		5.6757e-02	2.5735e+02
2021-04-04_14.00.00	1.2582e-01	3.5252e+01	2.9693e+00		1.7670e-02	2.5658e+02
2021-04-04_15.00.00	1.3570e-01	3.7449e+01	3.2132e+00		2.0382e-02	2.5641e+02
2021-04-04_16.00.00	1.5046e-01	4.0576e+01	3.5560e+00		1.4006e-01	2.5654e+02
2021-04-04_17.00.00	1.3136e-01	3.6591e+01	3.0773e+00		1.3862e-04	2.5708e+02
2021-04-04_18.00.00	1.3596e-01	3.7551e+01	3.1862e+00		4.4494e-02	2.5954e+02
2021-04-04_19.00.00	1.4159e-01	3.8743e+01	3.3184e+00		7.6967e-02	2.5793e+02
2021-04-04_20.00.00	1.4163e-01	3.8793e+01	3.3362e+00		1.4539e-02	2.5660e+02
2021-04-04_21.00.00	1.4327e-01	3.9104e+01	3.3619e+00		3.6880e-02	2.5660e+02
2021-04-04_22.00.00	1.3921e-01	3.8221e+01	3.2679e+00		7.5623e-03	2.5510e+02
2021-04-04_23.00.00	1.3612e-01	3.7568e+01	3.1551e+00		4.3912e-04	2.5546e+02
2021-04-05_00.00.00	1.1793e-01	3.3457e+01	2.7184e+00		1.4714e-04	2.5381e+02
2021-04-05_01.00.00	1.2859e-01	3.5732e+01	3.0348e+00		4.6774e-03	2.5421e+02
2021-04-05_02.00.00	1.2674e-01	3.5363e+01	2.9886e+00		2.5749e-03	2.5516e+02
2021-04-05_03.00.00	1.1846e-01	3.3414e+01	2.7690e+00		8.2951e-02	2.5662e+02
2021-04-05_04.00.00	1.0928e-01	3.1300e+01	2.5910e+00		8.2266e-03	2.5777e+02
2021-04-05_05.00.00	1.0134e-01	2.9506e+01	2.3751e+00		2.9594e-03	2.5806e+02
2021-04-05_06.00.00	1.0531e-01	3.0359e+01	2.4798e+00		6.1941e-03	2.5926e+02
2021-04-05_07.00.00	9.7692e-02	2.8619e+01	2.2823e+00		5.1570e-04	2.5865e+02
2021-04-05_08.00.00	8.0603e-02	2.4672e+01	1.8168e+00		2.0342e-03	2.5831e+02
2021-04-05_09.00.00	7.2557e-02	2.2759e+01	1.6070e+00		3.9871e-03	2.5827e+02
2021-04-05_10.00.00	7.3012e-02	2.2872e+01	1.6119e+00		2.7683e-04	2.5662e+02
2021-04-05_11.00.00	7.0339e-02	2.2238e+01	1.5427e+00			2.5549e+02
2021-04-05_12.00.00	7.0130e-02	2.2211e+01	1.5268e+00		9.6296e-06	2.5567e+02
2021-04-05_13.00.00	7.0515e-02	2.2264e+01	1.5587e+00			2.5609e+02
2021-04-05_14.00.00	7.3338e-02	2.2909e+01	1.6403e+00		7.9962e-04	2.5522e+02
2021-04-05_15.00.00	7.5248e-02	2.3384e+01	1.6833e+00		4.1615e-03	2.5583e+02
2021-04-05_16.00.00	8.3092e-02	2.5232e+01	1.8931e+00		3.9343e-05	2.5854e+02
2021-04-05_17.00.00	7.9523e-02	2.4470e+01	1.7783e+00			2.5866e+02
2021-04-05_18.00.00	8.5320e-02	2.5820e+01	1.9324e+00		1.2872e-03	2.5720e+02
2021-04-05_19.00.00	8.1846e-02	2.5105e+01	1.8103e+00			2.5585e+02
2021-04-05_20.00.00	8.0489e-02	2.4862e+01	1.7451e+00			2.5707e+02
2021-04-05_21.00.00	8.4578e-02	2.5842e+01	1.8336e+00			2.5748e+02
2021-04-05_22.00.00	8.9177e-02	2.6889e+01	1.9483e+00			2.5698e+02
2021-04-05_23.00.00	9.0701e-02	2.7197e+01	1.9959e+00			2.5600e+02
2021-04-06_00.00.00	1.0359e-01	3.0166e+01	2.3122e+00			2.5797e+02
2021-04-06_01.00.00	1.0107e-01	2.9591e+01	2.2605e+00		7.7860e-06	2.5847e+02
2021-04-06_02.00.00	9.7842e-02	2.8730e+01	2.2005e+00	5.4360e-05	2.2755e-04	2.5956e+02
2021-04-06_03.00.00	8.8174e-02	2.6444e+01	1.9718e+00		2.7879e-04	2.5861e+02
2021-04-06_04.00.00	9.0129e-02	2.6837e+01	2.0340e+00		1.0195e-03	2.5745e+02
2021-04-06_05.00.00	9.3139e-02	2.7544e+01	2.1038e+00		8.2773e-03	2.5841e+02
2021-04-06_06.00.00	8.8271e-02	2.6440e+01	1.9813e+00		1.5540e-05	2.5778e+02
2021-04-06_07.00.00	8.1274e-02	2.4892e+01	1.7958e+00			2.5771e+02
2021-04-06_08.00.00	8.8146e-02	2.6568e+01	1.9628e+00			2.5730e+02
2021-04-06_09.00.00	9.5060e-02	2.8273e+01	2.1154e+00			2.5805e+02
2021-04-06_10.00.00	9.5177e-02	2.8360e+01	2.1059e+00			2.5915e+02
2021-04-06_11.00.00	9.1868e-02	2.7607e+01	2.0216e+00			2.5941e+02
2021-04-06_12.00.00	8.5869e-02	2.6227e+01	1.8709e+00			2.5817e+02
2021-04-06_13.00.00	8.6369e-02	2.6382e+01	1.8799e+00			2.5704e+02
2021-04-06_14.00.00	8.9841e-02	2.7283e+01	1.9507e+00			2.5571e+02
2021-04-06_15.00.00	1.0298e-01	3.0413e+01	2.2967e+00			2.5484e+02
2021-04-06_16.00.00	1.2481e-01	3.5454e+01	2.8420e+00			2.5422e+02
2021-04-06_17.00.00	1.2596e-01	3.5775e+01	2.8838e+00			2.5237e+02
2021-04-06_18.00.00	1.3807e-01	3.8473e+01	3.2016e+00			2.5241e+02
2021-04-06_19.00.00	1.3956e-01	3.8828e+01	3.2375e+00		1.4332e-06	2.5087e+02
2021-04-06_20.00.00	1.4208e-01	3.9374e+01	3.2986e+00			2.4874e+02
2021-04-06_21.00.00	1.3589e-01	3.8006e+01	3.1404e+00			2.4875e+02
2021-04-06_22.00.00	1.3184e-01	3.7089e+01	3.0344e+00			2.4976e+02
2021-04-06_23.00.00	1.2584e-01	3.5698e+01	2.8887e+00		4.4060e-05	2.5163e+02
2021-04-07_00.00.00	1.1723e-01	3.3733e+01	2.6760e+00		3.2900e-05	2.5011e+02
2021-04-07_01.00.00	1.0303e-01	3.0428e+01	2.3435e+00		4.0200e-03	2.4968e+02
2021-04-07_02.00.00	8.7421e-02	2.6761e+01	1.9711e+00		1.9930e-06	2.4935e+02
2021-04-07_03.00.00	7.9248e-02	2.4790e+01	1.7775e+00			2.4943e+02
2021-04-07_04.00.00	8.1118e-02	2.5260e+01	1.8221e+00			2.4969e+02
2021-04-07_05.00.00	8.2626e-02	2.5632e+01	1.8658e+00			2.4944e+02
2021-04-07_06.00.00	8.0700e-02	2.5163e+01	1.8180e+00			2.4860e+02
2021-04-07_07.00.00	7.8807e-02	2.4686e+01	1.7753e+00			2.4819e+02
2021-04-07_08.00.00	7.8381e-02	2.4543e+01	1.7782e+00			2.4623e+02
2021-04-07_09.00.00	7.1734e-02	2.2906e+01	1.6111e+00		1.0641e-06	2.4500e+02
2021-04-07_10.00.00	7.1499e-02	2.2818e+01	1.6111e+00		4.3932e-04	2.4569e+02
2021-04-07_11.00.00	7.2174e-02	2.2953e+01	1.6380e+00		6.2874e-04	2.4632e+02
2021-04-07_12.00.00	7.1940e-02	2.2892e+01	1.6345e+00		2.3640e-05	2.4676e+02
2021-04-07_13.00.00	6.9973e-02	2.2450e+01	1.5700e+00		6.9680e-04	2.4739e+02
2021-04-07_14.00.00	7.0814e-02	2.2681e+01	1.5921e+00		2.9429e-03	2.4729e+02
2021-04-07_15.00.00	7.9146e-02	2.4784e+01	1.7894e+00		3.8021e-03	2.4705e+02
2021-04-07_16.00.00	8.1023e-02	2.5254e+01	1.8396e+00		3.4454e-03	2.4832e+02
2021-04-07_17.00.00	7.9574e-02	2.4854e+01	1.8209e+00		3.0543e-03	2.4765e+02
2021-04-07_18.00.00	7.2065e-02	2.2974e+01	1.6422e+00		2.6192e-03	2.4579e+02
2021-04-07_19.00.00	6.5319e-02	2.1286e+01	1.4704e+00		7.8360e-05	2.4514e+02
2021-04-07_20.00.00	5.9866e-02	1.9920e+01	1.3267e+00		4.2643e-04	2.4523e+02
2021-04-07_21.00.00	6.1164e-02	2.0230e+01	1.3616e+00		4.5465e-04	2.4560e+02
2021-04-07_22.00.00	6.8287e-02	2.1972e+01	1.5559e+00		4.2308e-05	2.4567e+02
2021-04-07_23.00.00	8.0102e-02	2.4877e+01	1.8689e+00		3.5820e-07	2.4526e+02
2021-04-08_00.00.00	8.7407e-02	2.6661e+01	2.0700e+00		1.6997e-04	2.4506e+02
