date	tau	Tb	pwv	lwp	iwp	o3
2021-04-08_18.00.00	0.05105772	17.48137	1.13895742962276		0.014368049780117869	244.8591260979604
2021-04-08_19.00.00	0.05124249	17.53255	1.1190124749454033		0.04697699464504741	243.54079202024712
2021-04-08_20.00.00	0.05111897	17.53097	1.1158566428336374		0.027595004038651387	242.61508113741255
2021-04-08_21.00.00	0.05343998	18.13282	1.18465611631316		0.008010000897478086	243.0909260086348
2021-04-08_22.00.00	0.05637484	18.86921	1.256603045442307		0.016623956681724353	244.14325591782045
2021-04-08_23.00.00	0.05491762	18.53006	1.2271711490711101		0.0010729999700840637	245.1074140241179
2021-04-09_00.00.00	0.05563696	18.67262	1.2634753343105871		0.0013642839620665928	245.71255768944468
2021-04-09_01.00.00	0.05685036	18.89502	1.3196849851916115		0.0042758009991922695	247.45016376358492
2021-04-09_02.00.00	0.05838564	19.21608	1.3726367906183623		0.011493358662159331	247.5263510495757
2021-04-09_03.00.00	0.06212043	20.03733	1.451283991982529		0.09156101355191909	248.099598034837
2021-04-09_04.00.00	0.07396669	22.8609	1.810323989589254		0.05133930654859844	251.65713860354325
2021-04-09_05.00.00	0.07026749	22.07798	1.7206814850270737		0.0003954390163640171	253.61720262021737
2021-04-09_06.00.00	0.07521422	23.23419	1.8621790767942084		0.0037776827115804587	252.99497543546227
2021-04-09_07.00.00	0.07707958	23.63308	1.9180811918508989		0.008801878720794567	252.02300133988388
2021-04-09_08.00.00	0.07736562	23.68607	1.9332288269961406		0.006538971490112783	252.92675301473872
2021-04-09_09.00.00	0.08284999	24.98314	2.086827115804589		0.005060430191162832	251.77058210510646
2021-04-09_10.00.00	0.08518883	25.51009	2.1555428246626978		0.003664989379842642	251.76116569897275
2021-04-09_11.00.00	0.08757909	26.06897	2.2165913782271818		0.014556020582164118	252.7782119994045
2021-04-09_12.00.00	0.08553793	25.61928	2.1635160199838452		0.0031496604541239115	253.1504391841596
2021-04-09_13.00.00	0.0820096	24.81074	2.063475035151225		0.0045166960840039485	252.85786065207682
2021-04-09_14.00.00	0.08302715	25.09369	2.0860346426541416		0.0038451102402249676	251.6299315170463
2021-04-09_15.00.00	0.08348782	25.24505	2.091978041702815		0.0037335178149400182	251.23500074437993
2021-04-09_16.00.00	0.08702405	26.10215	2.1862608071319594		0.00535743859754091	250.5904793806759
2021-04-09_17.00.00	0.09172394	27.24039	2.307741945134173		0.005801020133425075	250.0877251749293
2021-04-09_18.00.00	0.09654292	28.38254	2.432378316929428		0.004708119185089898	248.5819934494566
2021-04-09_19.00.00	0.09599757	28.2469	2.4141385706165672		0.0004907730277919047	247.78506029477444
2021-04-09_20.00.00	0.09692676	28.37009	2.4515029766356538		0.008329610793669787	247.27419234777432
