date	tau	Tb	pwv	lwp	iwp	o3
2021-04-01_18.00.00	5.5109e-02	1.8756e+01	1.1177e+00			2.5679e+02
2021-04-01_19.00.00	6.3656e-02	2.0974e+01	1.3019e+00	1.5410e-06		2.5558e+02
2021-04-01_20.00.00	7.0663e-02	2.2766e+01	1.4444e+00	1.5600e-04		2.5459e+02
2021-04-01_21.00.00	7.4581e-02	2.3747e+01	1.5077e+00	5.0280e-04		2.5389e+02
2021-04-01_22.00.00	6.9917e-02	2.2576e+01	1.4310e+00	1.0640e-04		2.5604e+02
2021-04-01_23.00.00	7.4923e-02	2.3851e+01	1.4584e+00	1.6670e-03	2.1740e-05	2.5678e+02
2021-04-02_00.00.00	7.1705e-02	2.3067e+01	1.4695e+00	5.6260e-05		2.5724e+02
2021-04-02_01.00.00	6.9238e-02	2.2464e+01	1.4135e+00			2.5720e+02
2021-04-02_02.00.00	6.8369e-02	2.2254e+01	1.3891e+00	1.9270e-05		2.5688e+02
2021-04-02_03.00.00	6.7100e-02	2.1933e+01	1.3595e+00			2.5678e+02
2021-04-02_04.00.00	6.3167e-02	2.0916e+01	1.2690e+00			2.5639e+02
2021-04-02_05.00.00	6.5584e-02	2.1512e+01	1.3216e+00			2.5597e+02
2021-04-02_06.00.00	6.7133e-02	2.1892e+01	1.3526e+00			2.5594e+02
2021-04-02_07.00.00	6.9188e-02	2.2421e+01	1.3915e+00			2.5478e+02
2021-04-02_08.00.00	7.3431e-02	2.3493e+01	1.4826e+00			2.5626e+02
2021-04-02_09.00.00	8.3198e-02	2.5919e+01	1.6969e+00			2.5633e+02
2021-04-02_10.00.00	9.7216e-02	2.9334e+01	1.9905e+00	9.9610e-05		2.5716e+02
2021-04-02_11.00.00	1.0368e-01	3.0895e+01	2.1274e+00	8.6270e-05		2.5920e+02
2021-04-02_12.00.00	1.0451e-01	3.1106e+01	2.1461e+00	3.9570e-05		2.6112e+02
2021-04-02_13.00.00	1.0850e-01	3.2062e+01	2.2278e+00			2.6198e+02
2021-04-02_14.00.00	1.0371e-01	3.0929e+01	2.1290e+00			2.6255e+02
2021-04-02_15.00.00	1.1688e-01	3.4078e+01	2.2200e+00	3.6770e-03	1.2260e-05	2.6394e+02
2021-04-02_16.00.00	1.6143e-01	4.4516e+01	2.1300e+00	2.3870e-02	2.2370e-05	2.6442e+02
2021-04-02_17.00.00	1.7688e-01	4.8000e+01	2.1114e+00	3.0590e-02	1.4240e-05	2.6462e+02
2021-04-02_18.00.00	1.3046e-01	3.7355e+01	1.9399e+00	1.4870e-02	1.8751e-06	2.6326e+02
2021-04-02_19.00.00	9.6995e-02	2.9330e+01	1.8157e+00	3.5060e-03	2.0670e-06	2.6156e+02
2021-04-02_20.00.00	9.1182e-02	2.7884e+01	1.8223e+00	1.0370e-03	2.0040e-06	2.5980e+02
2021-04-02_21.00.00	9.6660e-02	2.9234e+01	1.7476e+00	4.7700e-03	1.1800e-06	2.5756e+02
2021-04-02_22.00.00	1.1465e-01	3.3599e+01	1.6983e+00	1.3180e-02	3.8840e-07	2.5645e+02
2021-04-02_23.00.00	8.2669e-02	2.5795e+01	1.5566e+00	2.6100e-03		2.5653e+02
2021-04-03_00.00.00	6.8166e-02	2.2154e+01	1.3823e+00			2.5716e+02
2021-04-03_01.00.00	6.8473e-02	2.2219e+01	1.3915e+00			2.5788e+02
2021-04-03_02.00.00	6.9961e-02	2.2597e+01	1.4189e+00			2.5828e+02
2021-04-03_03.00.00	6.9527e-02	2.2487e+01	1.4029e+00			2.5961e+02
2021-04-03_04.00.00	6.6038e-02	2.1609e+01	1.3232e+00	1.5130e-06		2.6119e+02
2021-04-03_05.00.00	6.3012e-02	2.0841e+01	1.2562e+00	7.5170e-06		2.6068e+02
2021-04-03_06.00.00	6.0596e-02	2.0218e+01	1.2038e+00			2.6090e+02
2021-04-03_07.00.00	5.9280e-02	1.9863e+01	1.1763e+00			2.6260e+02
2021-04-03_08.00.00	5.8166e-02	1.9561e+01	1.1526e+00			2.6396e+02
2021-04-03_09.00.00	5.8899e-02	1.9732e+01	1.1707e+00			2.6501e+02
2021-04-03_10.00.00	5.8224e-02	1.9553e+01	1.1580e+00			2.6566e+02
