date	tau	Tb	pwv	lwp	iwp	o3
2021-04-01_12.00.00	4.3702e-02	1.5684e+01	8.7980e-01			2.5754e+02
2021-04-01_13.00.00	4.2094e-02	1.5261e+01	8.3897e-01		2.6520e-06	2.5693e+02
2021-04-01_14.00.00	4.2663e-02	1.5415e+01	8.5096e-01			2.5688e+02
2021-04-01_15.00.00	4.6587e-02	1.6484e+01	9.3716e-01			2.5712e+02
2021-04-01_16.00.00	4.8275e-02	1.6944e+01	9.7131e-01			2.5603e+02
2021-04-01_17.00.00	5.2826e-02	1.8147e+01	1.0756e+00			2.5699e+02
2021-04-01_18.00.00	6.0792e-02	2.0212e+01	1.2533e+00	3.1840e-06		2.5780e+02
2021-04-01_19.00.00	7.0106e-02	2.2601e+01	1.4547e+00	3.0750e-06		2.5655e+02
2021-04-01_20.00.00	7.7204e-02	2.4400e+01	1.5952e+00	2.3530e-04		2.5578e+02
2021-04-01_21.00.00	8.0896e-02	2.5316e+01	1.6845e+00	9.6600e-05		2.5537e+02
2021-04-01_22.00.00	7.8874e-02	2.4819e+01	1.6057e+00	8.1650e-04		2.5765e+02
2021-04-01_23.00.00	7.2534e-02	2.3228e+01	1.5131e+00	1.3920e-05	2.4920e-06	2.5758e+02
2021-04-02_00.00.00	1.1011e-01	3.2528e+01	1.6970e+00	1.1920e-02	1.5040e-05	2.5762e+02
2021-04-02_01.00.00	7.8967e-02	2.4874e+01	1.6289e+00	2.5740e-04		2.5769e+02
2021-04-02_02.00.00	7.8267e-02	2.4724e+01	1.6019e+00	4.2060e-04		2.5761e+02
2021-04-02_03.00.00	8.2540e-02	2.5809e+01	1.6924e+00	4.1390e-04		2.5717e+02
2021-04-02_04.00.00	7.1312e-02	2.2977e+01	1.4623e+00			2.5635e+02
2021-04-02_05.00.00	7.0085e-02	2.2652e+01	1.4297e+00			2.5467e+02
2021-04-02_06.00.00	7.1217e-02	2.2930e+01	1.4492e+00			2.5476e+02
2021-04-02_07.00.00	6.9354e-02	2.2468e+01	1.4023e+00			2.5405e+02
2021-04-02_08.00.00	6.9318e-02	2.2459e+01	1.3993e+00			2.5502e+02
2021-04-02_09.00.00	7.1899e-02	2.3110e+01	1.4527e+00			2.5614e+02
2021-04-02_10.00.00	7.8718e-02	2.4811e+01	1.5988e+00			2.5814e+02
2021-04-02_11.00.00	8.5706e-02	2.6541e+01	1.7493e+00			2.6025e+02
2021-04-02_12.00.00	9.2548e-02	2.8212e+01	1.8963e+00			2.6207e+02
2021-04-02_13.00.00	9.9860e-02	2.9984e+01	2.0521e+00			2.6304e+02
2021-04-02_14.00.00	1.0664e-01	3.1607e+01	2.1938e+00			2.6314e+02
2021-04-02_15.00.00	1.0702e-01	3.1698e+01	2.2042e+00	9.1910e-06		2.6323e+02
2021-04-02_16.00.00	1.0800e-01	3.1950e+01	2.1170e+00	2.1010e-03	1.2450e-06	2.6413e+02
2021-04-02_17.00.00	1.3061e-01	3.7332e+01	2.0648e+00	1.2430e-02	2.7404e-05	2.6575e+02
2021-04-02_18.00.00	1.1983e-01	3.4788e+01	1.9958e+00	9.4090e-03	2.2129e-05	2.6579e+02
2021-04-02_19.00.00	1.1038e-01	3.2539e+01	1.9910e+00	5.7215e-03	1.2894e-05	2.6264e+02
2021-04-02_20.00.00	1.0501e-01	3.1216e+01	2.1442e+00	5.8040e-04		2.5942e+02
2021-04-02_21.00.00	1.0240e-01	3.0593e+01	2.0898e+00	5.7530e-04	1.1830e-06	2.5628e+02
2021-04-02_22.00.00	1.0012e-01	3.0055e+01	1.9690e+00	2.0480e-03	3.8920e-06	2.5471e+02
2021-04-02_23.00.00	1.1081e-01	3.2666e+01	1.8636e+00	8.5390e-03	7.8030e-07	2.5494e+02
2021-04-03_00.00.00	8.1636e-02	2.5528e+01	1.6648e+00	2.7590e-04		2.5650e+02
2021-04-03_01.00.00	7.7036e-02	2.4370e+01	1.5829e+00			2.5742e+02
2021-04-03_02.00.00	7.4344e-02	2.3697e+01	1.5214e+00			2.5801e+02
2021-04-03_03.00.00	7.4528e-02	2.3734e+01	1.5228e+00			2.5918e+02
2021-04-03_04.00.00	7.3162e-02	2.3394e+01	1.4888e+00			2.6077e+02
2021-04-03_05.00.00	6.8739e-02	2.2281e+01	1.3889e+00			2.6208e+02
2021-04-03_06.00.00	6.6618e-02	2.1728e+01	1.3431e+00			2.6311e+02
2021-04-03_07.00.00	6.4666e-02	2.1224e+01	1.3010e+00			2.6469e+02
