date	tau	Tb	pwv	lwp	iwp	o3
2021-04-07_06.00.00	1.7441e-01	4.6058e+01	3.9733e+00		2.0637e-02	2.7215e+02
2021-04-07_07.00.00	1.9514e-01	5.0373e+01	4.4787e+00		2.2885e-02	2.7172e+02
2021-04-07_08.00.00	2.1669e-01	5.4870e+01	4.9759e+00		3.6348e-02	2.7055e+02
2021-04-07_09.00.00	2.1592e-01	5.4722e+01	4.9799e+00		1.3128e-02	2.7114e+02
2021-04-07_10.00.00	1.9276e-01	4.9985e+01	4.4549e+00		1.2050e-03	2.7324e+02
2021-04-07_11.00.00	1.7946e-01	4.7253e+01	4.1446e+00		2.4749e-04	2.7363e+02
2021-04-07_12.00.00	1.9340e-01	5.0334e+01	4.4219e+00			2.7454e+02
2021-04-07_13.00.00	1.9567e-01	5.0952e+01	4.4365e+00		2.1260e-04	2.7597e+02
2021-04-07_14.00.00	2.0428e-01	5.2787e+01	4.6233e+00		9.8340e-05	2.7589e+02
2021-04-07_15.00.00	2.0410e-01	5.2763e+01	4.6001e+00		5.1440e-06	2.7713e+02
2021-04-07_16.00.00	2.0977e-01	5.3964e+01	4.6983e+00		4.9840e-06	2.7751e+02
2021-04-07_17.00.00	2.2829e-01	5.7988e+01	4.9983e+00	3.4290e-04	2.3920e-04	2.8046e+02
2021-04-07_18.00.00	3.7970e-01	8.7389e+01	5.5608e+00	5.3801e-02	8.9510e-03	2.8119e+02
2021-04-07_19.00.00	8.4940e-01	1.5491e+02	6.7806e+00	2.3063e-01	2.4597e-01	2.7921e+02
2021-04-07_20.00.00	8.9026e-01	1.5848e+02	7.7103e+00	2.3556e-01	6.7897e-01	2.7554e+02
2021-04-07_21.00.00	4.2942e-01	9.5120e+01	6.7403e+00	5.2717e-02	7.2694e-01	2.7216e+02
2021-04-07_22.00.00	3.0479e-01	7.3208e+01	6.3600e+00	4.4457e-03	2.6911e-01	2.7095e+02
2021-04-07_23.00.00	3.8048e-01	8.7168e+01	6.5575e+00	3.5828e-02	2.6659e-01	2.7197e+02
2021-04-08_00.00.00	6.4935e-01	1.2986e+02	6.8565e+00	1.4349e-01	4.5028e-01	2.7322e+02
2021-04-08_01.00.00	2.9035e-01	7.0705e+01	6.3538e+00	1.7728e-05	5.2416e-02	2.7431e+02
2021-04-08_02.00.00	2.4341e-01	6.1554e+01	5.2247e+00	9.1000e-05	1.4102e-02	2.7357e+02
2021-04-08_03.00.00	2.1046e-01	5.4670e+01	4.4938e+00		3.5861e-03	2.7316e+02
2021-04-08_04.00.00	1.7366e-01	4.6757e+01	3.6984e+00		9.0560e-07	2.7135e+02
2021-04-08_05.00.00	1.3549e-01	3.8248e+01	2.8581e+00			2.6914e+02
2021-04-08_06.00.00	1.0757e-01	3.1696e+01	2.2576e+00			2.6967e+02
2021-04-08_07.00.00	9.5050e-02	2.8657e+01	1.9910e+00			2.7023e+02
2021-04-08_08.00.00	9.4230e-02	2.8457e+01	1.9694e+00			2.7040e+02
2021-04-08_09.00.00	9.6587e-02	2.9030e+01	2.0201e+00			2.6774e+02
2021-04-08_10.00.00	8.4940e-02	2.6171e+01	1.7740e+00			2.6697e+02
2021-04-08_11.00.00	7.1074e-02	2.2707e+01	1.4710e+00			2.6743e+02
2021-04-08_12.00.00	6.4079e-02	2.0921e+01	1.3208e+00			2.6643e+02
2021-04-08_13.00.00	6.5046e-02	2.1129e+01	1.3599e+00			2.6695e+02
2021-04-08_14.00.00	7.7050e-02	2.4141e+01	1.6400e+00			2.6670e+02
2021-04-08_15.00.00	9.9406e-02	2.9616e+01	2.1397e+00			2.6728e+02
2021-04-08_16.00.00	1.1153e-01	3.2474e+01	2.4181e+00			2.6965e+02
2021-04-08_17.00.00	1.2197e-01	3.4925e+01	2.6462e+00			2.7093e+02
2021-04-08_18.00.00	1.5984e-01	4.3600e+01	3.4532e+00			2.7207e+02
2021-04-08_19.00.00	2.0425e-01	5.3326e+01	4.3050e+00	2.0360e-03	1.2461e-03	2.7253e+02
2021-04-08_20.00.00	2.9832e-01	7.2380e+01	5.4940e+00	1.8859e-02	5.3275e-02	2.7169e+02
2021-04-08_21.00.00	3.7316e-01	8.6530e+01	6.4347e+00	2.9630e-02	1.5407e-01	2.7373e+02
2021-04-08_22.00.00	2.7185e-01	6.7331e+01	5.8098e+00	2.9270e-05	2.8750e-02	2.7579e+02
2021-04-08_23.00.00	2.3476e-01	5.9910e+01	5.0561e+00	8.9080e-06	1.9742e-03	2.7602e+02
2021-04-09_00.00.00	2.3983e-01	6.0891e+01	5.1991e+00		4.8477e-03	2.7546e+02
2021-04-09_01.00.00	2.8347e-01	6.9848e+01	5.3138e+00	1.6146e-02	8.6212e-04	2.7756e+02
2021-04-09_02.00.00	2.9698e-01	7.2373e+01	5.6701e+00	1.5073e-02	7.0779e-03	2.7841e+02
2021-04-09_03.00.00	3.4897e-01	8.1809e+01	6.6398e+00	1.8854e-02	8.8987e-02	2.7872e+02
2021-04-09_04.00.00	3.7789e-01	8.6993e+01	7.1029e+00	2.3095e-02	8.2824e-02	2.7646e+02
2021-04-09_05.00.00	4.2220e-01	9.4890e+01	7.3541e+00	3.7755e-02	4.4614e-02	2.7333e+02
2021-04-09_06.00.00	5.4556e-01	1.1480e+02	7.9418e+00	7.9289e-02	5.2027e-02	2.7372e+02
2021-04-09_07.00.00	3.3683e-01	7.9259e+01	7.4034e+00	2.0659e-03	3.0134e-02	2.7529e+02
2021-04-09_08.00.00	3.1492e-01	7.5095e+01	7.0478e+00	9.0213e-04	1.5132e-02	2.7508e+02
2021-04-09_09.00.00	3.1885e-01	7.5817e+01	7.1730e+00		1.9021e-03	2.7488e+02
2021-04-09_10.00.00	3.2144e-01	7.6401e+01	7.1733e+00		5.0907e-04	2.7276e+02
2021-04-09_11.00.00	3.2339e-01	7.6837e+01	7.1767e+00		5.6296e-04	2.7242e+02
2021-04-09_12.00.00	3.0174e-01	7.2844e+01	6.6608e+00		3.7767e-04	2.7308e+02
2021-04-09_13.00.00	2.6929e-01	6.6639e+01	5.9195e+00		5.6740e-06	2.7332e+02
2021-04-09_14.00.00	2.5259e-01	6.3210e+01	5.5843e+00			2.7521e+02
2021-04-09_15.00.00	2.4308e-01	6.1239e+01	5.3885e+00			2.7742e+02
2021-04-09_16.00.00	2.4691e-01	6.1986e+01	5.4755e+00	6.5940e-05	2.5198e-04	2.7793e+02
2021-04-09_17.00.00	2.7355e-01	6.7380e+01	5.8735e+00	2.7098e-03	1.7759e-03	2.7976e+02
2021-04-09_18.00.00	3.7341e-01	8.6465e+01	6.4839e+00	3.1699e-02	4.5167e-02	2.8158e+02
2021-04-09_19.00.00	1.2889e+00	1.9504e+02	7.4074e+00	4.1580e-01	3.2712e-01	2.8130e+02
2021-04-09_20.00.00	3.9861e-01	9.0593e+01	6.5147e+00	4.5294e-02	1.5843e-01	2.7963e+02
2021-04-09_21.00.00	1.2087e+00	1.8794e+02	7.6608e+00	3.8601e-01	3.6650e-01	2.8104e+02
2021-04-09_22.00.00	5.7135e-01	1.1904e+02	7.7996e+00	9.0430e-02	2.6919e-01	2.8003e+02
2021-04-09_23.00.00	1.0821e+00	1.7807e+02	7.6945e+00	3.2276e-01	3.3866e-01	2.7866e+02
2021-04-10_00.00.00	7.9010e-01	1.4761e+02	7.8220e+00	1.8859e-01	3.1057e-01	2.7880e+02
2021-04-10_01.00.00	3.8557e-01	8.8059e+01	7.7037e+00	1.3677e-02	3.0964e-01	2.7921e+02
2021-04-10_02.00.00	7.0558e-01	1.3747e+02	7.1183e+00	1.6452e-01	8.0242e-02	2.7910e+02
2021-04-10_03.00.00	6.9001e-01	1.3509e+02	8.1831e+00	1.3384e-01	5.2695e-01	2.8107e+02
2021-04-10_04.00.00	3.2811e-01	7.7176e+01	7.2736e+00		3.8916e-01	2.8003e+02
2021-04-10_05.00.00	3.0377e-01	7.2708e+01	6.8466e+00		2.1333e-01	2.7954e+02
2021-04-10_06.00.00	2.4098e-01	6.0617e+01	5.5221e+00		8.7318e-03	2.7929e+02
2021-04-10_07.00.00	1.8382e-01	4.8860e+01	4.1041e+00		3.3239e-03	2.7985e+02
2021-04-10_08.00.00	1.7123e-01	4.6208e+01	3.7378e+00		6.4600e-05	2.7915e+02
2021-04-10_09.00.00	1.4236e-01	3.9769e+01	3.0710e+00			2.8023e+02
2021-04-10_10.00.00	1.2110e-01	3.4931e+01	2.5620e+00			2.8166e+02
2021-04-10_11.00.00	9.9286e-02	2.9795e+01	2.0572e+00			2.8076e+02
2021-04-10_12.00.00	8.5055e-02	2.6342e+01	1.7389e+00			2.8065e+02
2021-04-10_13.00.00	7.5577e-02	2.4018e+01	1.5269e+00			2.8147e+02
2021-04-10_14.00.00	7.8441e-02	2.4718e+01	1.5967e+00			2.8153e+02
2021-04-10_15.00.00	8.0108e-02	2.5134e+01	1.6348e+00			2.8130e+02
2021-04-10_16.00.00	9.5499e-02	2.8905e+01	1.9716e+00			2.8053e+02
2021-04-10_17.00.00	1.2126e-01	3.5059e+01	2.5264e+00			2.7992e+02
2021-04-10_18.00.00	1.6686e-01	4.5494e+01	3.5244e+00		4.5400e-05	2.7890e+02
2021-04-10_19.00.00	2.1591e-01	5.6137e+01	4.4056e+00	3.4120e-03	3.1059e-03	2.7819e+02
2021-04-10_20.00.00	3.9807e-01	9.1077e+01	5.6471e+00	5.7859e-02	1.1478e-01	2.7741e+02
2021-04-10_21.00.00	4.3669e-01	9.7603e+01	6.9785e+00	4.6548e-02	2.9001e-01	2.7712e+02
2021-04-10_22.00.00	3.6804e-01	8.5388e+01	7.6398e+00	4.2596e-03	3.0016e-01	2.7584e+02
2021-04-10_23.00.00	3.5341e-01	8.2752e+01	7.4937e+00	2.4165e-03	1.9313e-01	2.7572e+02
2021-04-11_00.00.00	3.1707e-01	7.6119e+01	6.8123e+00	3.1168e-05	1.0115e-01	2.7675e+02
2021-04-11_01.00.00	2.7904e-01	6.8829e+01	6.0571e+00		4.6863e-02	2.7799e+02
2021-04-11_02.00.00	2.5913e-01	6.4959e+01	5.5105e+00	1.9468e-05	2.8805e-02	2.7853e+02
2021-04-11_03.00.00	2.3775e-01	6.0715e+01	5.0170e+00		1.6246e-03	2.7917e+02
2021-04-11_04.00.00	2.0876e-01	5.4665e+01	4.4482e+00		3.1384e-04	2.7935e+02
2021-04-11_05.00.00	2.1400e-01	5.5726e+01	4.5497e+00		2.5089e-05	2.7971e+02
2021-04-11_06.00.00	2.2414e-01	5.7830e+01	4.7345e+00		1.9206e-03	2.7943e+02
2021-04-11_07.00.00	2.2412e-01	5.7819e+01	4.7221e+00		2.2140e-04	2.7890e+02
2021-04-11_08.00.00	2.1008e-01	5.4842e+01	4.4404e+00		3.5648e-04	2.7865e+02
2021-04-11_09.00.00	1.9025e-01	5.0585e+01	4.0410e+00			2.7904e+02
2021-04-11_10.00.00	1.6979e-01	4.6094e+01	3.6100e+00			2.7974e+02
2021-04-11_11.00.00	1.6381e-01	4.4762e+01	3.4906e+00			2.7890e+02
2021-04-11_12.00.00	1.7377e-01	4.6931e+01	3.7007e+00			2.7833e+02
2021-04-11_13.00.00	1.6399e-01	4.4793e+01	3.4826e+00			2.7845e+02
2021-04-11_14.00.00	1.4888e-01	4.1437e+01	3.1577e+00			2.7981e+02
2021-04-11_15.00.00	1.2660e-01	3.6317e+01	2.7132e+00			2.8055e+02
2021-04-11_16.00.00	1.1799e-01	3.4292e+01	2.5486e+00			2.8112e+02
2021-04-11_17.00.00	1.3390e-01	3.8050e+01	2.8767e+00			2.8038e+02
2021-04-11_18.00.00	1.5828e-01	4.3697e+01	3.3629e+00			2.7995e+02
2021-04-11_19.00.00	1.9748e-01	5.2343e+01	4.2159e+00		5.3435e-04	2.7936e+02
