date	tau	Tb	pwv	lwp	iwp	o3
2021-04-03_06.00.00	5.7362e-02	1.9361e+01	1.1386e+00			2.6681e+02
2021-04-03_07.00.00	5.6882e-02	1.9228e+01	1.1300e+00			2.6645e+02
2021-04-03_08.00.00	5.5485e-02	1.8874e+01	1.0977e+00			2.6593e+02
2021-04-03_09.00.00	5.7958e-02	1.9494e+01	1.1540e+00			2.6669e+02
2021-04-03_10.00.00	5.8272e-02	1.9569e+01	1.1604e+00			2.6878e+02
2021-04-03_11.00.00	5.7083e-02	1.9265e+01	1.1326e+00			2.6943e+02
2021-04-03_12.00.00	5.3588e-02	1.8368e+01	1.0534e+00			2.6865e+02
2021-04-03_13.00.00	5.1128e-02	1.7738e+01	9.9723e-01			2.6921e+02
2021-04-03_14.00.00	4.9750e-02	1.7393e+01	9.6341e-01			2.7103e+02
2021-04-03_15.00.00	4.9570e-02	1.7348e+01	9.5972e-01			2.7357e+02
2021-04-03_16.00.00	5.0465e-02	1.7570e+01	9.8227e-01			2.7500e+02
2021-04-03_17.00.00	5.2748e-02	1.8158e+01	1.0365e+00			2.7616e+02
2021-04-03_18.00.00	6.1775e-02	2.0494e+01	1.2388e+00			2.7539e+02
2021-04-03_19.00.00	7.6750e-02	2.4285e+01	1.5694e+00			2.7384e+02
2021-04-03_20.00.00	9.8539e-02	2.9651e+01	2.0406e+00			2.7108e+02
2021-04-03_21.00.00	1.1393e-01	3.3359e+01	2.3693e+00			2.7075e+02
2021-04-03_22.00.00	1.2666e-01	3.6368e+01	2.6396e+00			2.7118e+02
2021-04-03_23.00.00	1.1831e-01	3.4407e+01	2.4743e+00			2.7147e+02
2021-04-04_00.00.00	1.1647e-01	3.3984e+01	2.4394e+00			2.7028e+02
2021-04-04_01.00.00	1.1885e-01	3.4518e+01	2.4912e+00			2.7003e+02
2021-04-04_02.00.00	1.1104e-01	3.2653e+01	2.3181e+00			2.7082e+02
2021-04-04_03.00.00	1.1112e-01	3.2651e+01	2.3249e+00			2.7258e+02
2021-04-04_04.00.00	1.1705e-01	3.4011e+01	2.4622e+00			2.7533e+02
2021-04-04_05.00.00	1.1453e-01	3.3394e+01	2.4149e+00			2.7628e+02
2021-04-04_06.00.00	1.1190e-01	3.2772e+01	2.3562e+00			2.7735e+02
2021-04-04_07.00.00	1.1544e-01	3.3624e+01	2.4274e+00			2.7649e+02
2021-04-04_08.00.00	1.2550e-01	3.5982e+01	2.6332e+00			2.7536e+02
2021-04-04_09.00.00	1.4378e-01	4.0177e+01	3.0154e+00			2.7339e+02
2021-04-04_10.00.00	1.4663e-01	4.0791e+01	3.0829e+00			2.7176e+02
2021-04-04_11.00.00	1.3448e-01	3.7954e+01	2.8551e+00			2.7005e+02
2021-04-04_12.00.00	1.1721e-01	3.3885e+01	2.5010e+00			2.6857e+02
2021-04-04_13.00.00	1.0424e-01	3.0820e+01	2.2165e+00			2.6963e+02
2021-04-04_14.00.00	9.8214e-02	2.9402e+01	2.0779e+00			2.7061e+02
2021-04-04_15.00.00	9.2469e-02	2.8025e+01	1.9494e+00			2.7020e+02
2021-04-04_16.00.00	9.5558e-02	2.8778e+01	2.0142e+00			2.7457e+02
2021-04-04_17.00.00	1.0454e-01	3.0945e+01	2.2060e+00			2.7759e+02
2021-04-04_18.00.00	1.2828e-01	3.6561e+01	2.6918e+00		6.2090e-05	2.7714e+02
2021-04-04_19.00.00	1.5257e-01	4.2127e+01	3.1969e+00	1.1903e-05	7.6180e-05	2.7571e+02
2021-04-04_20.00.00	1.6767e-01	4.5509e+01	3.5505e+00		1.8937e-05	2.7792e+02
2021-04-04_21.00.00	1.7416e-01	4.6955e+01	3.7183e+00		1.2434e-04	2.7873e+02
2021-04-04_22.00.00	1.7658e-01	4.7510e+01	3.7332e+00	8.0810e-04	6.7393e-04	2.7741e+02
2021-04-04_23.00.00	2.6759e-01	6.6795e+01	4.1416e+00	3.1450e-02	1.3982e-03	2.7706e+02
2021-04-05_00.00.00	1.9302e-01	5.1043e+01	4.1504e+00	5.5240e-04	2.7602e-04	2.7820e+02
2021-04-05_01.00.00	1.8497e-01	4.9266e+01	4.0375e+00			2.7914e+02
2021-04-05_02.00.00	2.1689e-01	5.6019e+01	4.6844e+00	6.8200e-04	3.3930e-04	2.7739e+02
2021-04-05_03.00.00	2.0600e-01	5.3788e+01	4.4226e+00	1.8408e-04	1.4980e-04	2.7832e+02
2021-04-05_04.00.00	1.9590e-01	5.1654e+01	4.1672e+00		7.7445e-05	2.7686e+02
2021-04-05_05.00.00	1.7990e-01	4.8201e+01	3.8138e+00		8.1063e-04	2.7516e+02
2021-04-05_06.00.00	1.7563e-01	4.7222e+01	3.7300e+00		1.7082e-03	2.7413e+02
2021-04-05_07.00.00	1.7032e-01	4.5993e+01	3.6196e+00		3.0080e-03	2.7413e+02
2021-04-05_08.00.00	1.5675e-01	4.2950e+01	3.3568e+00		3.3540e-03	2.7348e+02
2021-04-05_09.00.00	1.6370e-01	4.4452e+01	3.5289e+00		2.4820e-03	2.7507e+02
2021-04-05_10.00.00	1.7592e-01	4.7108e+01	3.8107e+00		3.0219e-04	2.7741e+02
2021-04-05_11.00.00	1.8380e-01	4.8840e+01	3.9768e+00		1.1094e-05	2.7536e+02
2021-04-05_12.00.00	1.9564e-01	5.1400e+01	4.2029e+00		9.0560e-07	2.7240e+02
2021-04-05_13.00.00	1.8055e-01	4.8147e+01	3.8985e+00		5.5140e-05	2.7267e+02
2021-04-05_14.00.00	1.7504e-01	4.6881e+01	3.8199e+00		1.2748e-03	2.7216e+02
2021-04-05_15.00.00	1.6874e-01	4.5389e+01	3.7440e+00		1.3104e-03	2.7330e+02
2021-04-05_16.00.00	1.6867e-01	4.5298e+01	3.7729e+00		6.7660e-04	2.7453e+02
2021-04-05_17.00.00	1.7666e-01	4.7087e+01	3.9270e+00	7.9600e-06	5.3401e-05	2.7359e+02
2021-04-05_18.00.00	2.3885e-01	6.0405e+01	4.5067e+00	1.4851e-02	1.6296e-03	2.7360e+02
2021-04-05_19.00.00	2.4012e-01	6.0620e+01	5.0483e+00	3.9570e-03	3.8603e-03	2.7447e+02
2021-04-05_20.00.00	2.6248e-01	6.5091e+01	5.5018e+00	4.6142e-03	5.1669e-03	2.7507e+02
2021-04-05_21.00.00	2.6321e-01	6.5251e+01	5.5609e+00	4.6828e-03	9.8090e-03	2.7482e+02
2021-04-05_22.00.00	2.6331e-01	6.5332e+01	5.7610e+00	7.7049e-04	9.5740e-03	2.7453e+02
2021-04-05_23.00.00	4.6436e-01	1.0190e+02	6.4115e+00	7.4727e-02	5.0909e-02	2.7384e+02
2021-04-06_00.00.00	3.5654e-01	8.2978e+01	6.8333e+00	2.0011e-02	6.2030e-02	2.7338e+02
2021-04-06_01.00.00	3.0625e-01	7.3256e+01	6.7835e+00	2.9158e-04	1.8211e-02	2.7296e+02
2021-04-06_02.00.00	2.8484e-01	6.9226e+01	6.3589e+00		1.9800e-04	2.7318e+02
2021-04-06_03.00.00	2.7307e-01	6.7090e+01	6.0244e+00		9.6873e-05	2.7338e+02
2021-04-06_04.00.00	2.8512e-01	6.9402e+01	6.2547e+00	5.9560e-06	3.5228e-03	2.7188e+02
2021-04-06_05.00.00	3.0897e-01	7.3956e+01	6.4108e+00	6.6960e-03	3.0350e-02	2.7263e+02
2021-04-06_06.00.00	3.4273e-01	8.0284e+01	6.4121e+00	2.1415e-02	1.0410e-01	2.7408e+02
2021-04-06_07.00.00	2.7443e-01	6.6948e+01	6.1009e+00	2.1911e-05	1.5279e-01	2.7491e+02
2021-04-06_08.00.00	2.6867e-01	6.5695e+01	6.0213e+00		1.8700e-01	2.7433e+02
2021-04-06_09.00.00	2.5386e-01	6.2647e+01	5.7609e+00		1.9501e-01	2.7287e+02
2021-04-06_10.00.00	2.5396e-01	6.2744e+01	5.8409e+00		2.2104e-02	2.7366e+02
2021-04-06_11.00.00	2.5000e-01	6.1987e+01	5.7356e+00		2.1541e-02	2.7306e+02
2021-04-06_12.00.00	2.4634e-01	6.1255e+01	5.6346e+00		2.3618e-02	2.7133e+02
2021-04-06_13.00.00	2.3307e-01	5.8667e+01	5.3199e+00		6.4419e-03	2.7154e+02
2021-04-06_14.00.00	2.2330e-01	5.6754e+01	5.0463e+00		1.4194e-03	2.7379e+02
2021-04-06_15.00.00	2.0939e-01	5.3879e+01	4.7298e+00		2.2758e-04	2.7520e+02
2021-04-06_16.00.00	1.9849e-01	5.1593e+01	4.4758e+00		1.5998e-04	2.7704e+02
2021-04-06_17.00.00	1.9953e-01	5.1807e+01	4.4956e+00	1.3360e-06	2.8368e-03	2.8072e+02
2021-04-06_18.00.00	2.3048e-01	5.8317e+01	5.1583e+00	1.3155e-04	4.7492e-03	2.7932e+02
2021-04-06_19.00.00	2.8541e-01	6.9533e+01	5.7828e+00	1.0037e-02	3.7997e-03	2.7679e+02
2021-04-06_20.00.00	3.5413e-01	8.2889e+01	5.9025e+00	3.5914e-02	3.1865e-03	2.7650e+02
2021-04-06_21.00.00	3.6783e-01	8.5408e+01	6.1114e+00	3.7146e-02	7.0038e-03	2.7562e+02
2021-04-06_22.00.00	2.6809e-01	6.6510e+01	5.1880e+00	1.2203e-02	3.9301e-02	2.7663e+02
2021-04-06_23.00.00	1.9853e-01	5.2171e+01	4.1922e+00	1.9819e-03	3.7929e-02	2.7675e+02
2021-04-07_00.00.00	2.7887e-01	6.8753e+01	4.8742e+00	2.2530e-02	7.9202e-02	2.7747e+02
2021-04-07_01.00.00	6.1935e-01	1.2650e+02	5.6772e+00	1.5155e-01	7.9372e-02	2.7665e+02
2021-04-07_02.00.00	2.0454e+00	2.3329e+02	7.8335e+00	7.5242e-01	3.4176e-01	2.7523e+02
2021-04-07_03.00.00	2.0019e+00	2.3300e+02	8.3777e+00	6.9988e-01	4.5015e-01	2.7535e+02
2021-04-07_04.00.00	7.5235e-01	1.4237e+02	8.2359e+00	1.6179e-01	8.0302e-01	2.7443e+02
2021-04-07_05.00.00	3.3752e-01	7.8691e+01	7.3968e+00		4.2762e-01	2.7476e+02
2021-04-07_06.00.00	3.2153e-01	7.5631e+01	7.0589e+00		4.6817e-01	2.7652e+02
2021-04-07_07.00.00	3.0709e-01	7.3003e+01	6.8910e+00		2.2633e-01	2.7777e+02
2021-04-07_08.00.00	2.9907e-01	7.1480e+01	6.7529e+00		1.4277e-01	2.7774e+02
2021-04-07_09.00.00	2.9568e-01	7.0797e+01	6.6744e+00		1.6885e-01	2.7818e+02
2021-04-07_10.00.00	2.8561e-01	6.8784e+01	6.4762e+00		1.6371e-01	2.7929e+02
2021-04-07_11.00.00	2.7340e-01	6.6357e+01	6.2253e+00		2.0181e-01	2.7900e+02
2021-04-07_12.00.00	2.6906e-01	6.5429e+01	6.1116e+00		2.3317e-01	2.8093e+02
2021-04-07_13.00.00	2.6050e-01	6.3799e+01	5.9182e+00		2.3349e-01	2.8325e+02
2021-04-07_14.00.00	2.4824e-01	6.1487e+01	5.7139e+00		7.2245e-02	2.8439e+02
2021-04-07_15.00.00	2.4796e-01	6.1435e+01	5.7222e+00		3.6980e-02	2.8387e+02
2021-04-07_16.00.00	2.4728e-01	6.1292e+01	5.7081e+00		3.7269e-02	2.8430e+02
2021-04-07_17.00.00	2.4439e-01	6.0792e+01	5.6460e+00		2.4337e-02	2.8491e+02
2021-04-07_18.00.00	2.6919e-01	6.5928e+01	6.0893e+00	6.4500e-04	1.5176e-02	2.8435e+02
2021-04-07_19.00.00	4.5267e-01	9.9577e+01	6.7301e+00	6.5900e-02	4.4447e-02	2.8391e+02
2021-04-07_20.00.00	3.7152e-01	8.5597e+01	6.9779e+00	2.3689e-02	1.2110e-01	2.8262e+02
2021-04-07_21.00.00	3.7363e-01	8.5765e+01	7.2783e+00	1.9945e-02	1.1102e-01	2.8340e+02
2021-04-07_22.00.00	3.2921e-01	7.7648e+01	6.9341e+00	8.5080e-03	9.8894e-02	2.8400e+02
2021-04-07_23.00.00	3.4408e-01	8.0604e+01	7.1633e+00	9.3610e-03	6.3021e-02	2.8554e+02
2021-04-08_00.00.00	3.5739e-01	8.3154e+01	7.0691e+00	1.7083e-02	8.1986e-02	2.8466e+02
2021-04-08_01.00.00	3.4964e-01	8.1658e+01	7.1903e+00	1.1629e-02	1.1682e-01	2.8243e+02
2021-04-08_02.00.00	5.1849e-01	1.1065e+02	7.4694e+00	7.6728e-02	2.0087e-01	2.8183e+02
2021-04-08_03.00.00	6.5993e-01	1.3142e+02	7.9067e+00	1.2802e-01	1.8228e-01	2.8271e+02
2021-04-08_04.00.00	3.5851e-01	8.3369e+01	7.0213e+00	1.8339e-02	2.0196e-02	2.8457e+02
2021-04-08_05.00.00	2.4314e-01	6.0982e+01	5.5104e+00	2.8960e-05	1.1298e-02	2.8660e+02
2021-04-08_06.00.00	1.8358e-01	4.8282e+01	4.2625e+00	1.3680e-05	9.2878e-03	2.8673e+02
2021-04-08_09.00.00	1.1536e-01	3.2518e+01	2.7413e+00		1.9548e-02	2.8733e+02
2021-04-08_12.00.00	1.1064e-01	3.1549e+01	2.6144e+00		4.5038e-04	2.8829e+02
2021-04-08_15.00.00	1.1566e-01	3.2606e+01	2.7367e+00		3.9719e-04	2.9117e+02
2021-04-08_18.00.00	2.4951e-01	6.2139e+01	5.6286e+00		7.8764e-04	2.9055e+02
2021-04-08_21.00.00	4.0844e-01	9.2190e+01	7.6981e+00	2.4306e-02	2.8093e-01	2.8565e+02
2021-04-09_00.00.00	2.9640e-01	7.1519e+01	6.5769e+00	1.6805e-03	1.6057e-01	2.8529e+02
2021-04-09_03.00.00	2.8057e-01	6.8781e+01	6.0441e+00	3.5242e-03	1.0840e-02	2.8521e+02
2021-04-09_06.00.00	1.6156e-01	4.4029e+01	3.5560e+00		3.0096e-04	2.8026e+02
2021-04-09_09.00.00	1.5776e-01	4.3254e+01	3.4039e+00			2.7888e+02
2021-04-09_12.00.00	1.3482e-01	3.7966e+01	2.9218e+00			2.7898e+02
2021-04-09_15.00.00	1.8694e-01	4.9423e+01	4.1590e+00			2.7793e+02
2021-04-09_18.00.00	2.7362e-01	6.7473e+01	5.6789e+00	5.7160e-03	2.9753e-03	2.7904e+02
2021-04-09_21.00.00	4.4412e-01	9.8730e+01	7.9378e+00	3.1451e-02	2.5773e-01	2.7536e+02
2021-04-10_00.00.00	2.8958e-01	7.0643e+01	6.4046e+00	1.6778e-04	4.1136e-02	2.7651e+02
2021-04-10_03.00.00	1.8929e-01	5.0151e+01	4.1744e+00		8.4998e-03	2.8180e+02
2021-04-10_06.00.00	1.1643e-01	3.3796e+01	2.5142e+00			2.8187e+02
2021-04-10_09.00.00	9.5810e-02	2.8754e+01	2.0775e+00			2.7925e+02
2021-04-10_12.00.00	1.2761e-01	3.6394e+01	2.7527e+00		1.8110e-06	2.7964e+02
2021-04-10_15.00.00	1.5245e-01	4.2173e+01	3.2768e+00		9.8160e-04	2.7713e+02
2021-04-10_18.00.00	1.9131e-01	5.0641e+01	4.1610e+00		1.6208e-03	2.7576e+02
2021-04-10_21.00.00	3.6837e-01	8.5719e+01	6.5536e+00	2.7013e-02	1.3785e-01	2.7618e+02
2021-04-11_00.00.00	2.8928e-01	7.1007e+01	6.0870e+00	3.8780e-03	1.8870e-02	2.7048e+02
2021-04-11_03.00.00	3.1058e-01	7.5037e+01	6.5882e+00	3.2282e-03	7.2050e-03	2.7015e+02
2021-04-11_06.00.00	2.5978e-01	6.5245e+01	5.6270e+00		4.8307e-04	2.7041e+02
2021-04-11_09.00.00	2.4594e-01	6.2242e+01	5.3119e+00		1.5357e-03	2.6913e+02
2021-04-11_12.00.00	2.6161e-01	6.5382e+01	5.3576e+00	6.3240e-03	2.8305e-04	2.6889e+02
2021-04-11_15.00.00	2.1229e-01	5.5197e+01	4.7415e+00			2.6692e+02
2021-04-11_18.00.00	3.8591e-01	8.9095e+01	6.3464e+00	4.0722e-02	1.5952e-02	2.6967e+02
2021-04-11_21.00.00	4.1393e-01	9.4219e+01	7.5230e+00	2.8563e-02	6.5400e-02	2.6631e+02
2021-04-12_00.00.00	3.6660e-01	8.5463e+01	7.9672e+00	2.2896e-03	8.8341e-02	2.6432e+02
2021-04-12_03.00.00	3.9803e-01	9.1003e+01	8.1491e+00	1.2591e-02	5.6747e-02	2.6459e+02
2021-04-12_06.00.00	3.4762e-01	8.1834e+01	7.6728e+00	2.4920e-06	5.2558e-02	2.6533e+02
2021-04-12_09.00.00	2.5156e-01	6.3327e+01	5.6584e+00			2.6564e+02
2021-04-12_12.00.00	1.8102e-01	4.8523e+01	4.0604e+00			2.6563e+02
2021-04-12_15.00.00	1.4989e-01	4.1473e+01	3.4186e+00			2.6966e+02
2021-04-12_18.00.00	2.6472e-01	6.6149e+01	5.5758e+00	5.4510e-03	7.4673e-04	2.6911e+02
2021-04-12_21.00.00	3.0211e-01	7.3421e+01	6.5116e+00	4.3408e-03	9.1761e-02	2.6888e+02
2021-04-13_00.00.00	1.7145e-01	4.6273e+01	3.9762e+00		7.0940e-06	2.6357e+02
