date	tau	Tb	pwv	lwp	iwp	o3
2021-04-02_12.00.00	2.4715e-01	6.2707e+01	4.2993e+00	1.2356e-04	8.2380e-06	3.3581e+02
2021-04-02_13.00.00	2.9877e-01	7.3050e+01	5.1791e+00	1.4250e-03	2.9324e-04	3.3357e+02
2021-04-02_14.00.00	3.6450e-01	8.5406e+01	6.0535e+00	9.0084e-03	3.5248e-03	3.3147e+02
2021-04-02_15.00.00	3.8707e-01	8.9452e+01	6.5231e+00	7.3617e-03	1.2299e-02	3.3195e+02
2021-04-02_16.00.00	3.7220e-01	8.6718e+01	6.5482e+00	1.8000e-03	7.9639e-03	3.3463e+02
2021-04-02_17.00.00	3.8625e-01	8.9247e+01	6.1467e+00	1.8841e-02	4.5807e-03	3.3807e+02
2021-04-02_18.00.00	3.2920e-01	7.8718e+01	5.6259e+00	7.2510e-03	6.5024e-04	3.3992e+02
2021-04-02_19.00.00	2.9504e-01	7.2094e+01	5.2716e+00	1.4027e-03	1.4546e-05	3.4185e+02
2021-04-02_20.00.00	2.7549e-01	6.8197e+01	4.9823e+00			3.4371e+02
2021-04-02_21.00.00	2.4882e-01	6.2854e+01	4.4656e+00			3.4786e+02
2021-04-02_22.00.00	2.1616e-01	5.6106e+01	3.8310e+00			3.5473e+02
2021-04-02_23.00.00	1.9518e-01	5.1632e+01	3.4112e+00			3.5875e+02
2021-04-03_00.00.00	1.7516e-01	4.7210e+01	3.0485e+00			3.7035e+02
2021-04-03_01.00.00	1.5886e-01	4.3549e+01	2.7453e+00			3.7031e+02
2021-04-03_02.00.00	1.4221e-01	3.9691e+01	2.4540e+00			3.5769e+02
2021-04-03_03.00.00	1.2812e-01	3.6376e+01	2.2022e+00			3.4587e+02
2021-04-03_04.00.00	1.1512e-01	3.3383e+01	1.9401e+00			3.4662e+02
2021-04-03_05.00.00	9.8745e-02	2.9590e+01	1.5990e+00			3.5045e+02
2021-04-03_06.00.00	8.1208e-02	2.5325e+01	1.2554e+00			3.6002e+02
2021-04-03_07.00.00	7.5833e-02	2.3851e+01	1.1835e+00			3.6442e+02
2021-04-03_08.00.00	7.4128e-02	2.3307e+01	1.1755e+00			3.5832e+02
2021-04-03_09.00.00	7.9085e-02	2.4436e+01	1.2901e+00			3.5945e+02
2021-04-03_10.00.00	8.8446e-02	2.6721e+01	1.4715e+00			3.6309e+02
2021-04-03_11.00.00	9.8003e-02	2.9075e+01	1.6450e+00			3.6547e+02
2021-04-03_12.00.00	1.1552e-01	3.3295e+01	1.9569e+00			3.7262e+02
2021-04-03_13.00.00	1.4457e-01	4.0047e+01	2.4805e+00	2.4670e-05	2.1930e-07	3.8547e+02
2021-04-03_14.00.00	1.6434e-01	4.4491e+01	2.8399e+00	2.5420e-05	5.3692e-05	3.9349e+02
2021-04-03_15.00.00	1.8957e-01	5.0087e+01	3.2844e+00		4.7800e-05	3.9370e+02
2021-04-03_16.00.00	2.0234e-01	5.2870e+01	3.5078e+00		2.2286e-04	3.8863e+02
2021-04-03_17.00.00	2.6328e-01	6.5409e+01	4.3968e+00	4.7500e-03	1.3601e-02	3.8058e+02
2021-04-03_18.00.00	4.2050e-01	9.4950e+01	5.0938e+00	5.3452e-02	9.0251e-03	3.7628e+02
2021-04-03_19.00.00	3.9608e-01	9.0716e+01	4.9989e+00	4.4371e-02	4.8354e-03	3.7731e+02
2021-04-03_20.00.00	3.0918e-01	7.4589e+01	4.7172e+00	1.3682e-02	6.2383e-04	3.7450e+02
2021-04-03_21.00.00	2.4914e-01	6.2606e+01	4.2606e+00	7.6110e-04	2.1056e-05	3.7139e+02
2021-04-03_22.00.00	2.3070e-01	5.8748e+01	4.0033e+00		1.9930e-06	3.6778e+02
2021-04-03_23.00.00	2.2586e-01	5.7720e+01	3.9177e+00		6.8320e-07	3.6558e+02
2021-04-04_00.00.00	2.3015e-01	5.8604e+01	3.9672e+00		6.8320e-07	3.6604e+02
2021-04-04_01.00.00	2.4152e-01	6.0909e+01	4.1504e+00		1.5947e-05	3.6705e+02
2021-04-04_02.00.00	2.5752e-01	6.4127e+01	4.3902e+00	2.9980e-04	2.5118e-04	3.6778e+02
2021-04-04_03.00.00	2.6783e-01	6.6138e+01	4.5162e+00	1.4184e-03	1.3215e-03	3.6762e+02
2021-04-04_04.00.00	2.8648e-01	6.9803e+01	4.5768e+00	7.9740e-03	1.4878e-03	3.6783e+02
2021-04-04_05.00.00	3.1561e-01	7.5415e+01	4.6295e+00	1.9428e-02	4.1059e-03	3.6821e+02
2021-04-04_06.00.00	3.4253e-01	8.0471e+01	4.6282e+00	3.1363e-02	1.2329e-02	3.7040e+02
2021-04-04_07.00.00	3.3682e-01	7.9311e+01	4.6233e+00	2.9390e-02	1.5947e-02	3.7117e+02
2021-04-04_08.00.00	2.8021e-01	6.8421e+01	4.5391e+00	7.1725e-03	9.1600e-03	3.7231e+02
2021-04-04_09.00.00	2.5621e-01	6.3627e+01	4.3789e+00	1.2174e-03	1.7360e-03	3.7336e+02
2021-04-04_10.00.00	2.5182e-01	6.2767e+01	4.2637e+00	2.3046e-03	4.0008e-04	3.7535e+02
2021-04-04_11.00.00	3.4690e-01	8.1332e+01	4.3919e+00	4.0051e-02	1.2201e-03	3.7626e+02
2021-04-04_12.00.00	4.5081e-01	9.9673e+01	4.4489e+00	8.4020e-02	8.3157e-03	3.7610e+02
2021-04-04_13.00.00	4.5088e-01	9.9720e+01	4.5253e+00	8.1970e-02	1.1038e-02	3.7760e+02
2021-04-04_14.00.00	4.3978e-01	9.7946e+01	4.5687e+00	7.5380e-02	1.0777e-02	3.7559e+02
2021-04-04_15.00.00	5.0932e-01	1.0935e+02	4.6086e+00	1.0415e-01	2.3090e-02	3.7286e+02
2021-04-04_16.00.00	4.1512e-01	9.3752e+01	4.5734e+00	6.4089e-02	1.9724e-02	3.7158e+02
2021-04-04_17.00.00	3.4462e-01	8.1065e+01	4.4161e+00	3.7791e-02	8.8400e-03	3.7162e+02
2021-04-04_18.00.00	2.9374e-01	7.1359e+01	4.1023e+00	2.3950e-02	9.5074e-04	3.6966e+02
2021-04-04_19.00.00	2.9212e-01	7.1125e+01	3.9559e+00	2.6520e-02	3.6060e-04	3.6584e+02
2021-04-04_20.00.00	2.5704e-01	6.4102e+01	3.8377e+00	1.4169e-02	3.3920e-04	3.6464e+02
2021-04-04_21.00.00	2.3457e-01	5.9499e+01	3.6486e+00	9.0210e-03	1.8412e-04	3.6481e+02
2021-04-04_22.00.00	2.1970e-01	5.6415e+01	3.4112e+00	8.0040e-03	1.9366e-04	3.6695e+02
2021-04-04_23.00.00	2.1788e-01	5.6048e+01	3.1968e+00	1.2009e-02	2.2220e-04	3.6844e+02
2021-04-05_00.00.00	2.3198e-01	5.9007e+01	3.0998e+00	2.0239e-02	2.3120e-04	3.7049e+02
2021-04-05_01.00.00	2.7170e-01	6.7139e+01	3.0315e+00	3.9130e-02	2.5540e-04	3.7267e+02
2021-04-05_02.00.00	2.6548e-01	6.5872e+01	2.9626e+00	3.8430e-02	2.6660e-04	3.7365e+02
2021-04-05_03.00.00	2.1290e-01	5.4979e+01	2.8163e+00	2.0073e-02	1.4884e-04	3.7524e+02
2021-04-05_04.00.00	1.6273e-01	4.4009e+01	2.6385e+00	3.2690e-03	4.6600e-05	3.7212e+02
2021-04-05_05.00.00	1.3738e-01	3.8266e+01	2.3347e+00		1.3670e-06	3.6302e+02
2021-04-05_06.00.00	1.2559e-01	3.5544e+01	2.1233e+00			3.5553e+02
2021-04-05_07.00.00	1.1184e-01	3.2322e+01	1.8849e+00			3.5679e+02
2021-04-05_08.00.00	1.0760e-01	3.1317e+01	1.8211e+00			3.5593e+02
2021-04-05_09.00.00	1.1199e-01	3.2292e+01	1.9278e+00		4.4923e-04	3.5639e+02
2021-04-05_10.00.00	1.2465e-01	3.5149e+01	2.1989e+00		1.6476e-03	3.5904e+02
2021-04-05_11.00.00	1.3731e-01	3.7973e+01	2.4688e+00		9.9259e-03	3.6121e+02
2021-04-05_12.00.00	1.4928e-01	4.0615e+01	2.7325e+00		4.6046e-03	3.6161e+02
2021-04-05_13.00.00	1.6026e-01	4.3099e+01	2.9382e+00			3.6229e+02
2021-04-05_14.00.00	1.5268e-01	4.1249e+01	2.8295e+00		2.3388e-03	3.5910e+02
2021-04-05_15.00.00	1.3329e-01	3.6638e+01	2.5068e+00		1.2709e-02	3.5214e+02
2021-04-05_16.00.00	1.3178e-01	3.6127e+01	2.5240e+00		5.4250e-03	3.5289e+02
2021-04-05_17.00.00	1.5458e-01	4.1375e+01	2.9464e+00		2.5806e-03	3.5565e+02
