date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-08-11_06.00.00	0.3904157	92.76855	7.43726927334191			304.7067887449754	53.59288898067646	11.308192282755385
2021-08-11_07.00.00	0.3659415	88.24293	6.991103000568402			302.6461589995534	52.90076985167574	11.244766411428486
2021-08-11_08.00.00	0.3499909	85.29769	6.697995632273312			299.7655575405687	53.14354692502124	11.226205021926717
2021-08-11_09.00.00	0.3456412	84.53132	6.6256259909653865			300.2134509453625	54.096816819964864	11.298022883976444
2021-08-11_10.00.00	0.3604453	87.44044	6.9000957309959015			299.22126693464344	52.30148651145236	11.678793711615924
2021-08-11_11.00.00	0.3987627	94.71015	7.573910312023214			299.0711999404496	48.84217669156533	12.271702773152526
2021-08-11_12.00.00	0.4158373	97.86331	7.921692045352559			299.1421021289266	46.432943168934464	12.749176386838144
2021-08-11_13.00.00	0.417033	98.11663	7.987537020971072			300.0248250707161	44.83499758343592	13.144217091464498
2021-08-11_14.00.00	0.3967678	94.58398	7.570054147844556			300.89076224504987	43.59830769692821	13.452034515021069
2021-08-11_15.00.00	0.3638707	88.67317	6.849391210697938			301.8537293434569	43.349145548690984	13.56778504423852
2021-08-11_16.00.00	0.3390359	83.95329	6.388320818500015			300.49545928241776	43.78521228572153	13.495548709972923
2021-08-11_17.00.00	0.3346059	83.00541	6.403712567684805			300.20816584784876	40.45453124421264	13.531358799362806
2021-08-11_18.00.00	0.3450092	85.11685	6.566051395578424			298.93989132053	42.21155691786671	13.684279509213638
2021-08-11_19.00.00	0.3621409	88.46225	6.818823107069135			301.02017269614413	49.566785482986894	13.475831917119251
2021-08-11_20.00.00	0.3475777	85.66491	6.527753014030574			300.55199493821647	53.43655966656133	13.290236438967327
2021-08-11_21.00.00	0.3116499	78.48764	5.8980075986477996			302.3552553223165	54.211791770541474	13.161702044790445
2021-08-11_22.00.00	0.2716023	70.12504	5.21070691357286			303.91082328420424	51.92612241150517	13.091997302491563
2021-08-11_23.00.00	0.2430549	63.96324	4.7071917910671015			304.92853952657435	45.92120262345663	13.163143627283034
2021-08-12_00.00.00	0.2194228	58.79345	4.283321865557782			302.3124534762543	36.09333636160604	13.522868561335827
2021-08-12_01.00.00	0.2483643	65.0768	4.843467855326533		7.040000598318724e-06	302.1302292690189	34.81546583566459	13.591192274541072
2021-08-12_02.00.00	0.2650347	68.69309	5.141119454333324			302.8890501712074	36.90450199203558	13.544455360058237
2021-08-12_03.00.00	0.2830959	72.44285	5.512178777634846			301.78256662200386	37.50890434048381	13.539491593583705
2021-08-12_04.00.00	0.3210627	80.14558	6.267140335656804		1.2984000957309959e-05	297.7049650141432	34.16898505277383	13.667273463873698
2021-08-12_05.00.00	0.3800789	91.65089	7.3152302031292065		2.034000059831872e-06	297.3578606520768	32.4801858009045	13.846859488264897
2021-08-12_06.00.00	0.4416963	103.0361	8.359230562120441			296.8148727110317	34.98834249305043	13.829522626392247
2021-08-12_07.00.00	0.4662891	107.2972	8.865533849881832		1.4232001076973704e-05	297.354771475361	39.15077009906929	13.885574082342202
2021-08-12_08.00.00	0.5192365	116.0861	9.915008825201184		1.2506001136805575e-05	298.6380824772964	41.22736428656505	14.114216750570904
2021-08-12_09.00.00	0.6082811	129.5725	11.547332994286055		0.0008396000239327489	298.67626916778323	41.08743127386132	14.130698264935859
2021-08-12_10.00.00	0.632238	132.781	12.045941903251862		0.004352702904837406	299.2627661158255	43.288809621375606	13.90143085537892
2021-08-12_11.00.00	0.6546051	135.6449	12.67035330720675		0.006588299877344661	296.40404942682744	48.79731079218389	13.748594586343586
2021-08-12_12.00.00	0.688334	140.4007	13.314141263050827		0.00026267998923026295	295.15792020247136	50.39606609999982	14.07172609236676
2021-08-12_13.00.00	0.7175139	144.6575	13.69674813773297		5.8500014957968104e-05	295.59595057317256	50.993644698542724	14.593851922205147
2021-08-12_14.00.00	0.7040687	143.2479	13.29791485924552		0.0011950599814521195	295.2717358940003	51.60089776646182	14.968043401902833
2021-08-12_15.00.00	0.7942961	154.5786	15.111553534567863		0.007478705836599156	292.71010123567066	52.529865923108645	15.269964934530037
2021-08-12_16.00.00	0.9462512	171.562	17.519762467466418	0.008828300475663386	0.10243408023454094	292.8564835492035	55.256930610105584	15.250743176281048
2021-08-12_17.00.00	1.494858	216.0978	18.125314865228706	0.21874080832859663	0.21680898674724022	291.3553669793062	62.42682229884784	14.536289377971286
2021-08-12_18.00.00	1.056395	181.1316	16.00888503305711	0.10266595865617614	0.5038786011308224	291.85198005061784	63.282158181222414	13.577382906630135
2021-08-12_19.00.00	0.7712161	150.3406	15.194393753552516	0.00022584000957309958	0.2719702635593981	293.1854622599375	47.640857309422174	14.682205842725864
2021-08-12_20.00.00	0.6372318	132.641	12.828847937296198		0.08108104227121787	295.1916406133691	42.5324363796989	14.82904018831374
2021-08-12_21.00.00	0.6447532	133.6253	13.071481138002213		0.016408920932180573	297.3254056870627	39.80392472589656	15.145206598703169
2021-08-12_22.00.00	0.7278529	144.8636	14.578155383372723		0.03517761091333353	297.78491141878817	41.20273157608084	15.117283428303494
2021-08-12_23.00.00	0.7216075	144.4583	14.267029646692793		0.011178131450623748	299.0952806312342	45.076722483248346	14.912221546695093
2021-08-13_00.00.00	0.7989918	154.0047	15.498294791635503	0.00031798994824543033	0.10073219253896551	299.18013994342715	48.99477090494131	14.141008030056128
2021-08-13_01.00.00	0.8175842	155.9185	16.007383253058904		0.15931839530918118	299.9154384397797	52.528311786731585	13.395825512948932
