date	tau	Tb	pwv	lwp	iwp	o3
2021-04-07_12.00.00	5.7873e-02	1.8813e+01	7.1443e-01			3.6818e+02
2021-04-07_13.00.00	6.2961e-02	2.0049e+01	8.2102e-01			3.6397e+02
2021-04-07_14.00.00	6.8179e-02	2.1308e+01	9.2957e-01			3.6165e+02
2021-04-07_15.00.00	7.4192e-02	2.2738e+01	1.0554e+00			3.6548e+02
2021-04-07_16.00.00	7.6585e-02	2.3299e+01	1.1213e+00			3.6662e+02
2021-04-07_17.00.00	7.5643e-02	2.3066e+01	1.1275e+00			3.6501e+02
2021-04-07_18.00.00	7.6332e-02	2.3202e+01	1.1646e+00			3.7095e+02
2021-04-07_19.00.00	8.0814e-02	2.4250e+01	1.2660e+00			3.7625e+02
2021-04-07_20.00.00	8.6033e-02	2.5479e+01	1.3745e+00			3.7952e+02
2021-04-07_21.00.00	9.0451e-02	2.6510e+01	1.4665e+00			3.8390e+02
2021-04-07_22.00.00	9.6036e-02	2.7816e+01	1.5805e+00			3.8436e+02
2021-04-07_23.00.00	1.0210e-01	2.9226e+01	1.7032e+00			3.8492e+02
2021-04-08_00.00.00	1.0840e-01	3.0682e+01	1.8259e+00			3.8412e+02
2021-04-08_01.00.00	1.1406e-01	3.2004e+01	1.9332e+00			3.8202e+02
2021-04-08_02.00.00	1.1798e-01	3.2933e+01	2.0043e+00			3.8009e+02
2021-04-08_03.00.00	1.2113e-01	3.3690e+01	2.0575e+00			3.8152e+02
2021-04-08_04.00.00	1.2500e-01	3.4625e+01	2.1217e+00			3.8256e+02
2021-04-08_05.00.00	1.2872e-01	3.5536e+01	2.1797e+00			3.7648e+02
2021-04-08_06.00.00	1.3349e-01	3.6681e+01	2.2578e+00			3.7307e+02
2021-04-08_07.00.00	1.3772e-01	3.7707e+01	2.3266e+00			3.7115e+02
2021-04-08_08.00.00	1.3931e-01	3.8154e+01	2.3451e+00			3.6671e+02
2021-04-08_09.00.00	1.3710e-01	3.7724e+01	2.2992e+00			3.6394e+02
2021-04-08_10.00.00	1.3381e-01	3.7012e+01	2.2342e+00			3.5809e+02
2021-04-08_11.00.00	1.3259e-01	3.6757e+01	2.2104e+00			3.5409e+02
2021-04-08_12.00.00	1.2988e-01	3.6162e+01	2.1578e+00			3.5441e+02
2021-04-08_13.00.00	1.2645e-01	3.5413e+01	2.0931e+00			3.5169e+02
2021-04-08_14.00.00	1.2455e-01	3.5009e+01	2.0592e+00			3.5030e+02
2021-04-08_15.00.00	1.2291e-01	3.4666e+01	2.0322e+00			3.5114e+02
2021-04-08_16.00.00	1.2241e-01	3.4546e+01	2.0374e+00			3.5325e+02
2021-04-08_17.00.00	1.2083e-01	3.4163e+01	2.0280e+00		1.7602e-06	3.5361e+02
2021-04-08_18.00.00	1.2065e-01	3.4096e+01	2.0483e+00		1.2984e-05	3.5548e+02
2021-04-08_19.00.00	1.1682e-01	3.3195e+01	1.9975e+00		3.8540e-05	3.5304e+02
2021-04-08_20.00.00	1.1488e-01	3.2729e+01	1.9826e+00		4.0876e-05	3.5689e+02
2021-04-08_21.00.00	1.1898e-01	3.3637e+01	2.0829e+00		3.7639e-05	3.6836e+02
2021-04-08_22.00.00	1.1951e-01	3.3722e+01	2.1043e+00		4.8189e-05	3.6646e+02
2021-04-08_23.00.00	1.2132e-01	3.4091e+01	2.1520e+00		6.3040e-05	3.6379e+02
2021-04-09_00.00.00	1.4301e-01	3.8943e+01	2.6165e+00		2.2540e-03	3.6037e+02
2021-04-09_01.00.00	1.9720e-01	5.0689e+01	3.7270e+00		3.7572e-03	3.5380e+02
2021-04-09_02.00.00	2.3114e-01	5.7748e+01	4.3837e+00		6.2509e-03	3.5021e+02
2021-04-09_03.00.00	2.3447e-01	5.8378e+01	4.4393e+00		1.0088e-02	3.4930e+02
2021-04-09_04.00.00	2.2188e-01	5.5715e+01	4.1970e+00		9.3837e-03	3.4954e+02
2021-04-09_05.00.00	2.0146e-01	5.1383e+01	3.8036e+00		1.4289e-02	3.5432e+02
2021-04-09_06.00.00	1.7803e-01	4.6315e+01	3.3430e+00		1.5365e-02	3.5896e+02
2021-04-09_07.00.00	1.3755e-01	3.7477e+01	2.5217e+00		5.4906e-04	3.5762e+02
2021-04-09_08.00.00	1.1922e-01	3.3464e+01	2.1153e+00		2.0563e-04	3.5700e+02
2021-04-09_09.00.00	1.3590e-01	3.7245e+01	2.4478e+00		2.9000e-04	3.5643e+02
2021-04-09_10.00.00	1.4155e-01	3.8555e+01	2.5551e+00		2.6197e-05	3.5216e+02
2021-04-09_11.00.00	1.4304e-01	3.8905e+01	2.5852e+00		4.2513e-04	3.4870e+02
2021-04-09_12.00.00	1.4791e-01	3.9966e+01	2.6933e+00		9.1990e-03	3.4913e+02
2021-04-09_13.00.00	1.6855e-01	4.4454e+01	3.1209e+00		3.5918e-03	3.4927e+02
2021-04-09_14.00.00	2.0444e-01	5.2213e+01	3.8010e+00		3.3530e-03	3.4939e+02
2021-04-09_15.00.00	2.5472e-01	6.2598e+01	4.7256e+00		1.5262e-03	3.4883e+02
2021-04-09_16.00.00	2.8885e-01	6.9410e+01	5.3352e+00	7.8180e-06	9.5456e-03	3.5204e+02
2021-04-09_17.00.00	3.4561e-01	8.0206e+01	5.8905e+00	1.0896e-02	4.8226e-02	3.5276e+02
2021-04-09_18.00.00	3.9781e-01	8.9443e+01	6.7951e+00	1.1548e-02	1.9339e-01	3.5239e+02
2021-04-09_19.00.00	4.5328e-01	9.8605e+01	7.8355e+00	7.7540e-03	4.8954e-01	3.5704e+02
2021-04-09_20.00.00	4.4921e-01	9.7863e+01	8.0484e+00		5.0508e-01	3.6282e+02
2021-04-09_21.00.00	4.2961e-01	9.4492e+01	7.6975e+00		4.8992e-01	3.6780e+02
2021-04-09_22.00.00	4.2924e-01	9.4529e+01	7.6812e+00		4.2921e-01	3.7054e+02
2021-04-09_23.00.00	4.3621e-01	9.5808e+01	7.7462e+00		4.2772e-01	3.7179e+02
2021-04-10_00.00.00	4.2249e-01	9.3545e+01	7.5383e+00		2.3505e-01	3.7282e+02
2021-04-10_01.00.00	4.0741e-01	9.0874e+01	7.3438e+00		1.1358e-01	3.7218e+02
2021-04-10_02.00.00	3.9399e-01	8.8757e+01	6.9537e+00	2.3885e-03	2.5376e-02	3.7035e+02
2021-04-10_03.00.00	4.0339e-01	9.0420e+01	6.9107e+00	6.9263e-03	3.9832e-02	3.6809e+02
2021-04-10_04.00.00	4.0738e-01	9.1217e+01	6.8525e+00	1.0448e-02	1.1485e-02	3.6756e+02
2021-04-10_05.00.00	4.1979e-01	9.3647e+01	6.5452e+00	2.2345e-02	1.9459e-03	3.6767e+02
2021-04-10_06.00.00	6.5713e-01	1.3037e+02	6.4658e+00	1.2656e-01	2.5985e-03	3.7079e+02
2021-04-10_07.00.00	1.1328e+00	1.8212e+02	6.7203e+00	3.2671e-01	2.4810e-02	3.7005e+02
2021-04-10_08.00.00	9.6585e-01	1.6690e+02	6.6414e+00	2.5530e-01	1.0834e-02	3.6771e+02
2021-04-10_09.00.00	5.8993e-01	1.2105e+02	6.5662e+00	9.4700e-02	2.9078e-03	3.6839e+02
2021-04-10_10.00.00	4.3591e-01	9.6639e+01	6.4090e+00	3.3197e-02	3.7914e-03	3.6741e+02
