date	tau	Tb	pwv	lwp	iwp	o3
2021-04-01_12.00.00	2.1520e-01	5.5901e+01	3.7474e+00			3.5537e+02
2021-04-01_13.00.00	2.4525e-01	6.2265e+01	4.2568e+00			3.5514e+02
2021-04-01_14.00.00	2.6969e-01	6.7270e+01	4.6815e+00		1.6476e-05	3.5394e+02
2021-04-01_15.00.00	2.8514e-01	7.0387e+01	4.9457e+00	8.2380e-05	1.1074e-04	3.5305e+02
2021-04-01_16.00.00	2.8192e-01	6.9802e+01	4.8489e+00	1.0023e-03	1.2112e-03	3.5233e+02
2021-04-01_17.00.00	2.8005e-01	6.9404e+01	4.7287e+00	3.9124e-03	1.2342e-03	3.5122e+02
2021-04-01_18.00.00	2.9237e-01	7.1665e+01	5.0132e+00	3.9100e-03	1.9355e-03	3.4857e+02
2021-04-01_19.00.00	2.9078e-01	7.1125e+01	5.2563e+00		3.1381e-06	3.4405e+02
2021-04-01_20.00.00	3.1247e-01	7.5240e+01	5.6830e+00		3.1384e-06	3.4055e+02
2021-04-01_21.00.00	3.1045e-01	7.4797e+01	5.6982e+00		1.2388e-04	3.4036e+02
2021-04-01_22.00.00	3.1568e-01	7.5757e+01	5.8226e+00		1.7900e-04	3.4480e+02
2021-04-01_23.00.00	3.2811e-01	7.8138e+01	6.0471e+00		3.4320e-06	3.4763e+02
2021-04-02_00.00.00	3.2596e-01	7.7769e+01	5.9976e+00			3.4837e+02
2021-04-02_01.00.00	3.1845e-01	7.6345e+01	5.8631e+00			3.4816e+02
2021-04-02_02.00.00	3.0872e-01	7.4486e+01	5.6809e+00			3.4636e+02
2021-04-02_03.00.00	2.9539e-01	7.1893e+01	5.4387e+00			3.4127e+02
2021-04-02_04.00.00	2.8566e-01	6.9963e+01	5.2688e+00			3.3726e+02
2021-04-02_05.00.00	2.7857e-01	6.8551e+01	5.1413e+00		1.3960e-05	3.3496e+02
2021-04-02_06.00.00	2.6695e-01	6.6219e+01	4.9332e+00		6.2260e-05	3.3160e+02
2021-04-02_07.00.00	2.4856e-01	6.2535e+01	4.5853e+00		3.5200e-06	3.3142e+02
2021-04-02_08.00.00	2.3102e-01	5.8980e+01	4.2337e+00			3.3300e+02
2021-04-02_09.00.00	2.1605e-01	5.5886e+01	3.9336e+00			3.3514e+02
2021-04-02_10.00.00	2.1199e-01	5.5084e+01	3.8242e+00			3.3605e+02
2021-04-02_11.00.00	2.2178e-01	5.7250e+01	3.9550e+00			3.3492e+02
2021-04-02_12.00.00	2.6239e-01	6.5803e+01	4.5776e+00	3.5877e-04	1.0697e-05	3.3410e+02
2021-04-02_13.00.00	3.2640e-01	7.8409e+01	5.3844e+00	7.9470e-03	4.4067e-04	3.3281e+02
2021-04-02_14.00.00	4.2379e-01	9.5991e+01	5.9325e+00	3.7688e-02	6.5319e-03	3.3131e+02
2021-04-02_15.00.00	3.5719e-01	8.4031e+01	6.2171e+00	2.7817e-03	1.2122e-02	3.3054e+02
2021-04-02_16.00.00	3.4334e-01	8.1500e+01	6.0738e+00	3.9925e-04	3.7135e-03	3.3156e+02
2021-04-02_17.00.00	3.4020e-01	8.0993e+01	5.6775e+00	8.2780e-03	1.0842e-03	3.3135e+02
2021-04-02_18.00.00	3.3099e-01	7.9353e+01	5.2073e+00	1.5797e-02	1.4552e-04	3.3025e+02
2021-04-02_19.00.00	2.7962e-01	6.9250e+01	4.8001e+00	3.7075e-03	7.0997e-05	3.2874e+02
2021-04-02_20.00.00	2.5984e-01	6.5242e+01	4.4851e+00	3.1740e-03	6.8100e-06	3.2716e+02
2021-04-02_21.00.00	2.4394e-01	6.1956e+01	4.2835e+00	1.3912e-03	5.7470e-06	3.2868e+02
2021-04-02_22.00.00	2.1397e-01	5.5648e+01	3.7916e+00			3.3361e+02
2021-04-02_23.00.00	1.8318e-01	4.8924e+01	3.2300e+00			3.3830e+02
2021-04-03_00.00.00	1.5697e-01	4.3033e+01	2.7437e+00			3.5133e+02
2021-04-03_01.00.00	1.2581e-01	3.5880e+01	2.1526e+00			3.6670e+02
2021-04-03_02.00.00	1.0882e-01	3.1933e+01	1.8037e+00			3.7445e+02
2021-04-03_03.00.00	8.8123e-02	2.6952e+01	1.4042e+00			3.7433e+02
2021-04-03_04.00.00	7.2199e-02	2.3030e+01	1.0978e+00			3.6657e+02
2021-04-03_05.00.00	5.7727e-02	1.9403e+01	8.0813e-01			3.6617e+02
2021-04-03_06.00.00	5.6528e-02	1.9028e+01	8.0277e-01			3.5693e+02
2021-04-03_07.00.00	6.0215e-02	1.9891e+01	8.9474e-01			3.4505e+02
2021-04-03_08.00.00	6.6266e-02	2.1367e+01	1.0271e+00			3.4404e+02
2021-04-03_09.00.00	7.5278e-02	2.3539e+01	1.2198e+00			3.4622e+02
2021-04-03_10.00.00	8.6664e-02	2.6258e+01	1.4541e+00			3.5218e+02
