date	tau	Tb	pwv	lwp	iwp	o3
2021-04-02_00.00.00	7.4221e-02	2.3504e+01	1.2726e+00	3.4810e-03		2.8934e+02
2021-04-02_01.00.00	9.2147e-02	2.7936e+01	1.6023e+00	4.8208e-03	2.0380e-05	2.8950e+02
2021-04-02_02.00.00	9.7457e-02	2.9150e+01	1.8900e+00	1.6944e-03		2.9229e+02
2021-04-02_03.00.00	8.0881e-02	2.5028e+01	1.6242e+00	4.3900e-04		2.9355e+02
2021-04-02_04.00.00	8.0838e-02	2.4943e+01	1.6412e+00	4.7840e-04		2.9048e+02
2021-04-02_05.00.00	8.1733e-02	2.5081e+01	1.7124e+00			2.8986e+02
2021-04-02_06.00.00	8.3240e-02	2.5414e+01	1.7576e+00			2.8936e+02
2021-04-02_07.00.00	8.5114e-02	2.5819e+01	1.8169e+00			2.8920e+02
2021-04-02_08.00.00	9.4906e-02	2.8107e+01	2.0704e+00		1.0619e-05	2.9046e+02
2021-04-02_09.00.00	1.0429e-01	3.0300e+01	2.3045e+00		2.7520e-05	2.9186e+02
2021-04-02_10.00.00	1.0375e-01	3.0187e+01	2.2883e+00		2.6540e-06	2.9053e+02
2021-04-02_11.00.00	1.0207e-01	2.9810e+01	2.2399e+00			2.8916e+02
2021-04-02_12.00.00	1.0090e-01	2.9503e+01	2.2202e+00		2.6540e-06	2.8876e+02
2021-04-02_13.00.00	1.0040e-01	2.9382e+01	2.2009e+00			2.8773e+02
2021-04-02_14.00.00	9.8644e-02	2.8919e+01	2.1686e+00		1.4520e-05	2.8500e+02
2021-04-02_15.00.00	1.0044e-01	2.9334e+01	2.2103e+00		1.3606e-04	2.8697e+02
2021-04-02_16.00.00	1.0044e-01	2.9333e+01	2.2051e+00		3.3380e-04	2.8704e+02
2021-04-02_17.00.00	1.0065e-01	2.9363e+01	2.2063e+00		8.2180e-04	2.8829e+02
2021-04-02_18.00.00	1.0326e-01	2.9945e+01	2.2748e+00		1.0206e-03	2.8806e+02
2021-04-02_19.00.00	1.0751e-01	3.0933e+01	2.3772e+00		1.7106e-03	2.9175e+02
2021-04-02_20.00.00	1.0918e-01	3.1320e+01	2.4195e+00		2.9638e-03	2.9212e+02
2021-04-02_21.00.00	1.1036e-01	3.1550e+01	2.4567e+00		7.6319e-03	2.9289e+02
2021-04-02_22.00.00	1.1008e-01	3.1456e+01	2.4570e+00		7.7909e-03	2.9259e+02
