date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-07-29_18.00.00	0.2777063	69.54284	5.879543482813295		0.0035803512130912134	273.06974839958315	70.07250246447738	3.9613341786589444
2021-07-29_19.00.00	0.2893105	71.88039	6.103198013581835		0.005021901456906093	276.33329611433675	71.18800478376492	4.008454492778242
2021-07-29_20.00.00	0.287068	71.4531	6.062664911598408		0.005715601160738325	277.04123864820605	70.4139053232861	4.130829386143546
2021-07-29_21.00.00	0.2830064	70.66002	5.999703832231429		0.007763098692673587	274.88294625576896	68.85223171559656	4.3178135383489575
2021-07-29_22.00.00	0.2946023	72.9873	6.238774044933736		0.015418000418823106	275.6875837427423	68.09948103826322	4.456721140892853
2021-07-29_23.00.00	0.3032904	74.72478	6.4199299967092465	9.16900110688964e-06	0.020339599724773387	277.32577787702843	68.3266751138787	4.518585290934425
2021-07-30_00.00.00	0.3071683	75.50307	6.503398450354504		0.006132449816016992	276.1934271252047	68.73818036828783	4.480124424475775
2021-07-30_01.00.00	0.3201561	78.02165	6.791016244353367		0.00440817004218147	274.41100937918713	68.01357242111278	4.521850852302407
2021-07-30_02.00.00	0.3287718	79.65643	6.985218535914082		0.010947769766954857	274.19614411195477	67.05703468967725	4.5043842134504075
2021-07-30_03.00.00	0.3296785	79.81036	7.014018607712328		0.005309022646363718	274.48310257555454	64.67858650492639	4.60131349433118
2021-07-30_04.00.00	0.3247318	78.86427	6.907805067759595		0.0032203009543183654	275.5976998660116	61.60555037362349	4.7077658099810265
2021-07-30_05.00.00	0.3208403	78.09131	6.832309211116762		0.004747916355042331	274.8031859461069	58.651177637465295	4.82929794610061
2021-07-30_06.00.00	0.3217564	78.25846	6.863984204385676		0.004332527597451162	277.25718326633915	55.22067328242562	5.027940250829431
2021-07-30_07.00.00	0.3150523	76.93185	6.76453465761211		0.0024236000837646213	274.5220336459729	51.20546403483296	5.179235734207566
2021-07-30_08.00.00	0.3101264	75.89462	6.707957639034313		0.0013445998743530677	272.94056126246835	47.24421944385452	5.223553139002092
2021-07-30_09.00.00	0.3083029	75.43513	6.718526939300566		0.003978098543093906	271.44379931517045	43.20203836932909	5.318720001903046
2021-07-30_10.00.00	0.2978113	73.33177	6.544128997516977		0.004182101295360038	273.3413726365937	38.79067990418997	5.465557801618161
2021-07-30_11.00.00	0.2856651	70.84293	6.321838633440033		0.002669600023932749	272.3755768944469	34.41111232976963	5.546978446989385
2021-07-30_12.00.00	0.2710126	67.84082	6.038103927962426		0.003304200197445179	271.41651779068036	31.071905535058125	5.427188267109727
2021-07-30_13.00.00	0.2601637	65.60083	5.820537290214497		0.0038264995363029883	272.65929730534464	29.510540937773186	5.3268943207284
2021-07-30_14.00.00	0.2538749	64.22225	5.69898884135579		0.0011844000358991235	275.44368765818075	28.047649804641868	5.191528279187537
2021-07-30_15.00.00	0.2383025	61.01639	5.371442247285128		0.0001538590061925988	277.1502530891767	26.311772371045826	5.221216101287723
2021-07-30_16.00.00	0.2256544	58.35476	5.104556197086188		3.0301911628324407e-05	271.6587762393926	25.306939633698423	5.255831363085576
2021-07-30_17.00.00	0.2190838	56.96183	4.971181978640022			269.4473723388417	24.71368059107876	5.409204398705015
2021-07-30_18.00.00	0.211997	55.47626	4.811215484488587		4.1e-05	273.05791275867205	24.915403336244356	5.382307844954596
2021-07-30_19.00.00	0.1960217	52.09149	4.454722230532204		6.294399736739761e-05	275.6586645824029	25.191907275810575	5.344156733103773
2021-07-30_20.00.00	0.1811362	48.82476	4.129153079845634		0.00010859999401681276	273.7915736191752	25.346733465824276	5.283525485995995
2021-07-30_21.00.00	0.1749166	47.41825	3.9973913303616833		1.6462000777814342e-05	268.5658031859461	25.705498175662335	5.227847215497263
2021-07-30_22.00.00	0.1749867	47.41856	4.006384060789182			273.34330802441565	28.03238654036682	5.062917481172633
2021-07-30_23.00.00	0.1740981	47.25331	3.968776737367996			274.2044067291946	31.12692401140326	4.877558388607781
2021-07-31_00.00.00	0.1732684	47.0876	3.9521674095790824		6.970000299159362e-06	276.67961887747504	32.49527782373033	5.017187824605685
2021-07-31_01.00.00	0.1758313	47.63215	4.0279863583330835			275.2546151555754	33.32412401593622	5.208016812556934
2021-07-31_02.00.00	0.1793908	48.39149	4.122266431327969			274.5786065207682	35.11161697935862	5.18487172330731
2021-07-31_03.00.00	0.1813258	48.79885	4.1767493343704185		4.077999820504383e-05	276.2267009081435	35.93334086005031	5.225661233079279
2021-07-31_04.00.00	0.1784687	48.15313	4.123023304514315		0.0004097998623866934	277.31718028881943	34.90543060815556	5.509588216070654
