date	tau	Tb	pwv	lwp	iwp	o3
2021-04-05_00.00.00	2.7218e-01	6.6345e+01	5.8502e+00	2.3770e-07	3.2832e-03	3.0271e+02
2021-04-05_01.00.00	3.1993e-01	7.5564e+01	6.7813e+00		3.5190e-02	3.0116e+02
2021-04-05_02.00.00	3.0472e-01	7.2742e+01	6.4495e+00		6.2625e-02	2.9978e+02
2021-04-05_03.00.00	2.3145e-01	5.8240e+01	4.9729e+00		1.3755e-02	2.9960e+02
2021-04-05_04.00.00	2.1712e-01	5.5380e+01	4.6510e+00		1.6384e-04	2.9946e+02
2021-04-05_05.00.00	2.0229e-01	5.2346e+01	4.3019e+00		2.7880e-06	2.9974e+02
2021-04-05_06.00.00	1.8642e-01	4.9142e+01	3.8998e+00			3.0293e+02
2021-04-05_07.00.00	1.7979e-01	4.7833e+01	3.7163e+00			3.0426e+02
2021-04-05_08.00.00	1.7648e-01	4.7142e+01	3.6318e+00			3.0348e+02
2021-04-05_09.00.00	1.8341e-01	4.8649e+01	3.7553e+00			3.0441e+02
2021-04-05_10.00.00	1.8235e-01	4.8441e+01	3.7103e+00			3.0436e+02
2021-04-05_11.00.00	1.8086e-01	4.8120e+01	3.6666e+00			3.0419e+02
2021-04-05_12.00.00	1.7076e-01	4.5952e+01	3.4498e+00			3.0459e+02
2021-04-05_13.00.00	1.6508e-01	4.4683e+01	3.3340e+00			3.0261e+02
2021-04-05_14.00.00	1.4599e-01	4.0439e+01	2.9374e+00			3.0214e+02
2021-04-05_15.00.00	1.3724e-01	3.8458e+01	2.7540e+00			3.0176e+02
2021-04-05_16.00.00	1.2877e-01	3.6515e+01	2.5818e+00			2.9954e+02
2021-04-05_17.00.00	1.1818e-01	3.4083e+01	2.3528e+00			2.9924e+02
2021-04-05_18.00.00	1.0066e-01	2.9951e+01	1.9805e+00			2.9931e+02
2021-04-05_19.00.00	8.6821e-02	2.6600e+01	1.6853e+00			2.9876e+02
2021-04-05_20.00.00	7.1551e-02	2.2796e+01	1.3709e+00			3.0071e+02
2021-04-05_21.00.00	5.7894e-02	1.9310e+01	1.0832e+00			3.0146e+02
2021-04-05_22.00.00	5.0896e-02	1.7489e+01	9.3408e-01			3.0098e+02
2021-04-05_23.00.00	4.8736e-02	1.6895e+01	8.9846e-01			2.9807e+02
2021-04-06_00.00.00	4.8278e-02	1.6718e+01	9.0644e-01			2.9698e+02
2021-04-06_01.00.00	5.0479e-02	1.7235e+01	9.7486e-01			2.9409e+02
2021-04-06_02.00.00	4.9630e-02	1.7005e+01	9.6344e-01	4.6350e-07		2.9371e+02
2021-04-06_03.00.00	4.7013e-02	1.6340e+01	9.0051e-01	2.3820e-07		2.9384e+02
2021-04-06_04.00.00	4.3326e-02	1.5453e+01	7.9676e-01			2.9486e+02
2021-04-06_05.00.00	4.1582e-02	1.4999e+01	7.5578e-01			2.9535e+02
2021-04-06_06.00.00	3.8411e-02	1.4193e+01	6.7371e-01			2.9523e+02
2021-04-06_07.00.00	3.6792e-02	1.3778e+01	6.3212e-01			2.9310e+02
2021-04-06_08.00.00	3.7941e-02	1.4062e+01	6.6587e-01			2.9198e+02
2021-04-06_09.00.00	3.7748e-02	1.4022e+01	6.5940e-01			2.9088e+02
2021-04-06_10.00.00	3.8167e-02	1.4140e+01	6.6919e-01			2.9160e+02
2021-04-06_11.00.00	3.8816e-02	1.4298e+01	6.8896e-01			2.9283e+02
2021-04-06_12.00.00	4.0325e-02	1.4686e+01	7.2993e-01			2.9339e+02
2021-04-06_13.00.00	4.1466e-02	1.4987e+01	7.5973e-01			2.9188e+02
2021-04-06_14.00.00	4.0875e-02	1.4854e+01	7.4094e-01			2.8978e+02
2021-04-06_15.00.00	4.2589e-02	1.5278e+01	7.8780e-01			2.9010e+02
2021-04-06_16.00.00	4.4563e-02	1.5783e+01	8.3828e-01			2.9087e+02
2021-04-06_17.00.00	4.9114e-02	1.6931e+01	9.5953e-01			2.9167e+02
2021-04-06_18.00.00	5.2064e-02	1.7670e+01	1.0405e+00		1.4164e-04	2.9270e+02
2021-04-06_19.00.00	5.2354e-02	1.7752e+01	1.0481e+00			2.9275e+02
2021-04-06_20.00.00	5.4353e-02	1.8224e+01	1.1061e+00		2.9620e-05	2.9327e+02
2021-04-06_21.00.00	5.3319e-02	1.7959e+01	1.0821e+00		6.1320e-05	2.9183e+02
2021-04-06_22.00.00	5.7246e-02	1.8960e+01	1.1811e+00		6.1720e-06	2.9098e+02
2021-04-06_23.00.00	6.0295e-02	1.9680e+01	1.2670e+00			2.8986e+02
2021-04-07_00.00.00	6.3841e-02	2.0586e+01	1.3541e+00			2.9029e+02
2021-04-07_01.00.00	6.9870e-02	2.2058e+01	1.5086e+00			2.9164e+02
2021-04-07_02.00.00	6.9512e-02	2.2003e+01	1.4906e+00			2.9173e+02
2021-04-07_03.00.00	7.4384e-02	2.3203e+01	1.6094e+00			2.9132e+02
2021-04-07_04.00.00	8.0858e-02	2.4769e+01	1.7791e+00			2.9122e+02
2021-04-07_05.00.00	8.8793e-02	2.6652e+01	1.9900e+00			2.9219e+02
2021-04-07_06.00.00	9.0247e-02	2.7006e+01	2.0163e+00		1.3126e-05	2.9425e+02
2021-04-07_07.00.00	9.3701e-02	2.7852e+01	2.0974e+00			2.9549e+02
2021-04-07_08.00.00	9.8180e-02	2.8962e+01	2.2043e+00		5.6380e-07	2.9688e+02
2021-04-07_09.00.00	9.5758e-02	2.8409e+01	2.1413e+00		1.9000e-05	2.9831e+02
2021-04-07_10.00.00	1.0102e-01	2.9640e+01	2.2716e+00		2.6840e-05	2.9992e+02
2021-04-07_11.00.00	1.0186e-01	2.9874e+01	2.2842e+00		3.0260e-04	2.9974e+02
2021-04-07_12.00.00	1.0193e-01	2.9944e+01	2.2712e+00		5.6800e-04	3.0020e+02
2021-04-07_13.00.00	1.1412e-01	3.2794e+01	2.5716e+00		1.4024e-03	2.9844e+02
2021-04-07_14.00.00	1.1812e-01	3.3732e+01	2.6611e+00		6.3340e-04	2.9899e+02
2021-04-07_15.00.00	1.2499e-01	3.5310e+01	2.8245e+00		4.9140e-05	2.9926e+02
2021-04-07_16.00.00	1.2997e-01	3.6472e+01	2.9276e+00			3.0092e+02
2021-04-07_17.00.00	1.3298e-01	3.7164e+01	2.9905e+00			3.0159e+02
2021-04-07_18.00.00	1.3589e-01	3.7866e+01	3.0384e+00			3.0258e+02
2021-04-07_19.00.00	1.3951e-01	3.8722e+01	3.1010e+00			3.0492e+02
2021-04-07_20.00.00	1.3151e-01	3.6938e+01	2.8937e+00			3.0545e+02
2021-04-07_21.00.00	1.3340e-01	3.7364e+01	2.9391e+00			3.0499e+02
2021-04-07_22.00.00	1.3953e-01	3.8725e+01	3.0875e+00			3.0399e+02
2021-04-07_23.00.00	1.6057e-01	4.3415e+01	3.5817e+00		8.8294e-04	3.0338e+02
2021-04-08_00.00.00	1.6226e-01	4.3709e+01	3.6468e+00		1.7846e-03	3.0135e+02
2021-04-08_01.00.00	1.3673e-01	3.7957e+01	3.0756e+00		6.9700e-06	3.0013e+02
2021-04-08_02.00.00	1.0719e-01	3.1007e+01	2.4033e+00			3.0118e+02
2021-04-08_03.00.00	9.1901e-02	2.7284e+01	2.0575e+00		5.1400e-05	3.0232e+02
2021-04-08_04.00.00	9.1583e-02	2.7008e+01	2.0881e+00			3.0647e+02
2021-04-08_05.00.00	8.2032e-02	2.4707e+01	1.8523e+00			3.1301e+02
2021-04-08_06.00.00	6.5012e-02	2.0667e+01	1.4049e+00			3.1931e+02
2021-04-08_07.00.00	5.2815e-02	1.7732e+01	1.0739e+00			3.2085e+02
2021-04-08_08.00.00	4.7417e-02	1.6429e+01	9.2311e-01			3.1656e+02
2021-04-08_09.00.00	4.8034e-02	1.6558e+01	9.4185e-01			3.1330e+02
2021-04-08_10.00.00	4.7310e-02	1.6373e+01	9.2094e-01			3.0950e+02
2021-04-08_11.00.00	4.0217e-02	1.4674e+01	7.1425e-01			3.0839e+02
2021-04-08_12.00.00	3.8446e-02	1.4268e+01	6.5675e-01			3.0560e+02
2021-04-08_13.00.00	3.8781e-02	1.4356e+01	6.6511e-01			3.0285e+02
2021-04-08_14.00.00	3.8634e-02	1.4326e+01	6.5926e-01			3.0161e+02
2021-04-08_15.00.00	3.9531e-02	1.4571e+01	6.7915e-01			3.0010e+02
2021-04-08_16.00.00	4.0148e-02	1.4741e+01	6.9224e-01			3.0005e+02
2021-04-08_17.00.00	4.1006e-02	1.4978e+01	7.1038e-01			2.9974e+02
2021-04-08_18.00.00	4.1850e-02	1.5203e+01	7.3248e-01			2.9943e+02
2021-04-08_19.00.00	4.2679e-02	1.5441e+01	7.4939e-01			2.9858e+02
2021-04-08_20.00.00	4.3558e-02	1.5668e+01	7.7225e-01			2.9828e+02
2021-04-08_21.00.00	4.4315e-02	1.5868e+01	7.9174e-01			2.9630e+02
2021-04-08_22.00.00	4.5202e-02	1.6092e+01	8.1631e-01		1.9830e-05	2.9485e+02
2021-04-08_23.00.00	4.6658e-02	1.6448e+01	8.6031e-01		5.3640e-04	2.9326e+02
2021-04-09_00.00.00	4.7366e-02	1.6614e+01	8.8493e-01		6.1483e-04	2.9426e+02
2021-04-09_01.00.00	4.9292e-02	1.7087e+01	9.4154e-01		9.7297e-04	2.9433e+02
2021-04-09_02.00.00	5.0945e-02	1.7462e+01	9.9414e-01		9.8141e-03	2.9244e+02
2021-04-09_03.00.00	5.3627e-02	1.8084e+01	1.0764e+00		1.6347e-02	2.9015e+02
2021-04-09_04.00.00	6.5260e-02	2.0834e+01	1.4156e+00		1.8778e-02	2.9144e+02
2021-04-09_05.00.00	6.8366e-02	2.1625e+01	1.5030e+00		7.7200e-04	2.9139e+02
2021-04-09_06.00.00	6.4090e-02	2.0691e+01	1.3681e+00		2.7380e-03	2.9093e+02
2021-04-09_07.00.00	6.9110e-02	2.1906e+01	1.5061e+00		2.1644e-03	2.9153e+02
2021-04-09_08.00.00	6.9625e-02	2.2040e+01	1.5186e+00		3.8518e-04	2.9043e+02
2021-04-09_09.00.00	6.7439e-02	2.1589e+01	1.4445e+00		6.9700e-07	2.8906e+02
2021-04-09_10.00.00	6.6269e-02	2.1328e+01	1.4069e+00			2.8770e+02
2021-04-09_11.00.00	6.7581e-02	2.1609e+01	1.4523e+00			2.8719e+02
2021-04-09_12.00.00	6.8660e-02	2.1889e+01	1.4784e+00			2.8769e+02
2021-04-09_13.00.00	6.8109e-02	2.1760e+01	1.4612e+00			2.8795e+02
2021-04-09_14.00.00	6.6540e-02	2.1381e+01	1.4175e+00			2.8692e+02
2021-04-09_15.00.00	7.1081e-02	2.2485e+01	1.5373e+00			2.8623e+02
2021-04-09_16.00.00	7.3105e-02	2.2994e+01	1.5862e+00			2.8630e+02
2021-04-09_17.00.00	7.5020e-02	2.3454e+01	1.6360e+00			2.8694e+02
2021-04-09_18.00.00	7.9639e-02	2.4575e+01	1.7520e+00			2.8735e+02
2021-04-09_19.00.00	8.4721e-02	2.5829e+01	1.8756e+00			2.8859e+02
2021-04-09_20.00.00	8.5692e-02	2.6095e+01	1.8903e+00			2.8933e+02
2021-04-09_21.00.00	9.0390e-02	2.7251e+01	2.0028e+00			2.8661e+02
2021-04-09_22.00.00	9.6952e-02	2.8854e+01	2.1580e+00			2.8618e+02
2021-04-09_23.00.00	1.0146e-01	2.9965e+01	2.2626e+00			2.8537e+02
2021-04-10_00.00.00	1.0757e-01	3.1421e+01	2.4090e+00			2.8411e+02
2021-04-10_03.00.00	1.1669e-01	3.3619e+01	2.6135e+00		8.4100e-05	2.8303e+02
2021-04-10_06.00.00	1.3762e-01	3.8552e+01	3.0750e+00		3.6720e-04	2.7995e+02
2021-04-10_09.00.00	1.6403e-01	4.4591e+01	3.6386e+00		1.7498e-03	2.8021e+02
2021-04-10_12.00.00	1.8400e-01	4.9044e+01	4.0344e+00		8.0641e-04	2.8236e+02
2021-04-10_15.00.00	2.0585e-01	5.3832e+01	4.4479e+00		5.2001e-05	2.7868e+02
2021-04-10_18.00.00	2.1588e-01	5.5954e+01	4.6348e+00		1.7621e-05	2.8087e+02
2021-04-10_21.00.00	2.1625e-01	5.6021e+01	4.6403e+00		6.8058e-04	2.8141e+02
2021-04-11_00.00.00	2.1951e-01	5.6674e+01	4.7076e+00		1.6274e-03	2.8036e+02
2021-04-11_03.00.00	2.2760e-01	5.8310e+01	4.8749e+00		1.0532e-02	2.8028e+02
2021-04-11_06.00.00	2.4666e-01	6.2098e+01	5.2486e+00		2.6434e-02	2.8054e+02
2021-04-11_09.00.00	2.2455e-01	5.7548e+01	4.8009e+00		9.1321e-03	2.8252e+02
2021-04-11_12.00.00	2.6214e-01	6.5081e+01	5.5663e+00		6.8185e-04	2.8576e+02
2021-04-11_15.00.00	2.4855e-01	6.2406e+01	5.2473e+00		6.0380e-04	2.8460e+02
2021-04-11_18.00.00	1.7327e-01	4.6276e+01	3.7877e+00		7.9490e-03	2.8442e+02
2021-04-11_21.00.00	1.5474e-01	4.2323e+01	3.3056e+00		2.6421e-02	2.8336e+02
2021-04-12_00.00.00	1.2704e-01	3.6087e+01	2.6647e+00		1.3988e-02	2.8759e+02
2021-04-12_03.00.00	1.1090e-01	3.2360e+01	2.2932e+00		2.5256e-03	2.8509e+02
2021-04-12_06.00.00	7.7060e-02	2.4146e+01	1.5742e+00		3.0000e-03	2.8577e+02
2021-04-12_09.00.00	7.2037e-02	2.2826e+01	1.4557e+00		4.2018e-02	2.8575e+02
2021-04-12_12.00.00	4.6870e-02	1.6449e+01	8.6354e-01		3.8977e-02	2.8753e+02
2021-04-12_15.00.00	3.8166e-02	1.4196e+01	6.6407e-01		2.5215e-02	2.8309e+02
2021-04-12_18.00.00	3.6092e-02	1.3699e+01	6.1220e-01		2.8365e-03	2.8264e+02
2021-04-12_21.00.00	3.8735e-02	1.4398e+01	6.7535e-01		2.3696e-03	2.8009e+02
2021-04-13_00.00.00	4.5057e-02	1.6075e+01	7.6836e-01	1.0330e-03	3.1480e-04	2.8034e+02
2021-04-13_03.00.00	3.6212e-02	1.3702e+01	6.3272e-01		2.4559e-03	2.7968e+02
2021-04-13_06.00.00	3.5645e-02	1.3582e+01	6.1292e-01		2.0958e-04	2.8355e+02
2021-04-13_09.00.00	3.6209e-02	1.3705e+01	6.2845e-01		4.9759e-03	2.8612e+02
2021-04-13_12.00.00	3.6300e-02	1.3777e+01	6.1886e-01		4.5880e-05	2.8467e+02
2021-04-13_15.00.00	3.5530e-02	1.3561e+01	6.0367e-01		2.2682e-04	2.8373e+02
2021-04-13_18.00.00	3.7818e-02	1.4207e+01	6.5212e-01		1.9238e-04	2.8219e+02
2021-04-13_21.00.00	3.6277e-02	1.3841e+01	6.0678e-01			2.8429e+02
2021-04-14_00.00.00	4.1476e-02	1.5243e+01	7.3363e-01	7.5210e-07		2.8524e+02
2021-04-14_03.00.00	3.9677e-02	1.4784e+01	6.8999e-01			2.8355e+02
2021-04-14_06.00.00	4.0072e-02	1.4841e+01	7.0819e-01		2.8340e-04	2.8013e+02
2021-04-14_09.00.00	4.3480e-02	1.5709e+01	7.9674e-01		6.2380e-05	2.8398e+02
2021-04-14_12.00.00	4.4842e-02	1.6045e+01	8.2974e-01		2.0900e-06	2.8526e+02
2021-04-14_15.00.00	4.6898e-02	1.6587e+01	8.8353e-01		9.7580e-06	2.8171e+02
2021-04-14_18.00.00	4.8228e-02	1.6938e+01	9.2035e-01		1.3126e-05	2.8308e+02
2021-04-14_21.00.00	5.2067e-02	1.7874e+01	1.0335e+00		1.0496e-03	2.8228e+02
2021-04-15_00.00.00	5.5610e-02	1.8727e+01	1.1363e+00		3.3840e-06	2.8243e+02
2021-04-15_03.00.00	5.8592e-02	1.9486e+01	1.2135e+00			2.8007e+02
2021-04-15_06.00.00	5.8992e-02	1.9558e+01	1.2288e+00		1.0560e-03	2.8284e+02
2021-04-15_09.00.00	6.1542e-02	2.0083e+01	1.3130e+00		1.1650e-02	2.8244e+02
2021-04-15_12.00.00	6.2534e-02	2.0284e+01	1.3549e+00		4.5347e-03	2.8279e+02
2021-04-15_15.00.00	6.9002e-02	2.1788e+01	1.5342e+00		1.9628e-02	2.8207e+02
2021-04-15_18.00.00	8.1165e-02	2.4560e+01	1.8681e+00		4.8665e-02	2.8390e+02
2021-04-15_21.00.00	1.1026e-01	3.1240e+01	2.6245e+00		9.8177e-02	2.8532e+02
2021-04-16_00.00.00	1.4001e-01	3.8017e+01	3.4264e+00		1.7430e-02	2.8562e+02
2021-04-16_03.00.00	1.7154e-01	4.5134e+01	4.0803e+00	1.2180e-03	5.5847e-02	2.8394e+02
2021-04-16_06.00.00	1.8235e-01	4.7574e+01	4.3979e+00	6.4340e-06	2.9247e-02	2.8302e+02
2021-04-16_09.00.00	1.6777e-01	4.4862e+01	3.9232e+00	6.7450e-05	2.6387e-02	2.8228e+02
2021-04-16_12.00.00	1.6730e-01	4.4879e+01	3.8805e+00		1.8008e-02	2.8154e+02
2021-04-16_15.00.00	1.9664e-01	5.1355e+01	4.5698e+00		5.2450e-03	2.7629e+02
2021-04-16_18.00.00	2.2694e-01	5.7728e+01	5.3030e+00		1.7244e-02	2.7704e+02
