date	tau	Tb	pwv	lwp	iwp	o3
2021-04-01_00.00.00	9.7320e-02	2.8937e+01	2.0679e+00		2.4248e-03	2.7734e+02
2021-04-01_01.00.00	8.7742e-02	2.6636e+01	1.8414e+00		1.3029e-03	2.7804e+02
2021-04-01_02.00.00	7.6891e-02	2.3985e+01	1.5849e+00		5.5055e-03	2.7782e+02
2021-04-01_03.00.00	6.8197e-02	2.1849e+01	1.3644e+00		1.7246e-02	2.7694e+02
2021-04-01_04.00.00	5.8036e-02	1.9312e+01	1.1179e+00		1.4708e-02	2.7859e+02
2021-04-01_05.00.00	5.6935e-02	1.8993e+01	1.1011e+00		1.5026e-02	2.7665e+02
2021-04-01_06.00.00	5.6407e-02	1.8848e+01	1.0854e+00		2.4353e-02	2.7744e+02
2021-04-01_07.00.00	5.5993e-02	1.8790e+01	1.0594e+00		3.1423e-02	2.7700e+02
2021-04-01_08.00.00	5.2469e-02	1.7953e+01	9.6561e-01		2.3505e-02	2.7808e+02
2021-04-01_09.00.00	5.1688e-02	1.7800e+01	9.3965e-01		1.5047e-02	2.7932e+02
2021-04-01_10.00.00	5.2449e-02	1.8023e+01	9.5416e-01		1.8691e-03	2.8063e+02
2021-04-01_11.00.00	4.9197e-02	1.7182e+01	8.7924e-01		9.7738e-04	2.8116e+02
2021-04-01_12.00.00	4.4874e-02	1.6043e+01	7.7936e-01		4.9379e-03	2.8091e+02
2021-04-01_13.00.00	4.1566e-02	1.5231e+01	6.9051e-01		1.1792e-03	2.8162e+02
2021-04-01_14.00.00	4.1198e-02	1.5164e+01	6.7555e-01			2.8191e+02
2021-04-01_15.00.00	4.2427e-02	1.5491e+01	7.0262e-01			2.8127e+02
2021-04-01_16.00.00	4.2946e-02	1.5620e+01	7.1643e-01			2.8004e+02
2021-04-01_17.00.00	4.5588e-02	1.6292e+01	7.8324e-01			2.8121e+02
2021-04-01_18.00.00	4.9407e-02	1.7279e+01	8.7808e-01			2.8122e+02
2021-04-01_19.00.00	5.3863e-02	1.8411e+01	9.8276e-01			2.8130e+02
2021-04-01_20.00.00	5.4863e-02	1.8656e+01	1.0089e+00			2.8213e+02
2021-04-01_21.00.00	5.7211e-02	1.9253e+01	1.0603e+00			2.8389e+02
2021-04-01_22.00.00	6.0263e-02	2.0028e+01	1.1220e+00	1.1100e-04		2.8439e+02
2021-04-01_23.00.00	6.4304e-02	2.1053e+01	1.1808e+00	7.6320e-04	5.0940e-07	2.8411e+02
2021-04-02_00.00.00	6.9877e-02	2.2411e+01	1.3548e+00	1.0310e-04	2.6960e-05	2.8464e+02
2021-04-02_01.00.00	7.6810e-02	2.4170e+01	1.4091e+00	1.9280e-03		2.8382e+02
2021-04-02_02.00.00	8.1747e-02	2.5430e+01	1.3675e+00	4.7120e-03		2.8451e+02
2021-04-02_03.00.00	7.1535e-02	2.2853e+01	1.3702e+00	5.0826e-04		2.8636e+02
2021-04-02_04.00.00	7.4251e-02	2.3464e+01	1.4762e+00	4.3580e-05		2.8665e+02
2021-04-02_05.00.00	7.5512e-02	2.3700e+01	1.5351e+00	2.1430e-06		2.8537e+02
2021-04-02_06.00.00	7.8415e-02	2.4372e+01	1.6096e+00			2.8473e+02
2021-04-02_07.00.00	8.0238e-02	2.4784e+01	1.6611e+00			2.8433e+02
2021-04-02_08.00.00	8.0983e-02	2.4933e+01	1.6897e+00			2.8501e+02
2021-04-02_09.00.00	8.8930e-02	2.6802e+01	1.8915e+00			2.8511e+02
2021-04-02_10.00.00	1.0064e-01	2.9532e+01	2.1924e+00			2.8669e+02
2021-04-02_11.00.00	1.0449e-01	3.0421e+01	2.2900e+00			2.8756e+02
2021-04-02_12.00.00	1.0246e-01	2.9926e+01	2.2448e+00			2.8627e+02
2021-04-02_13.00.00	1.0223e-01	2.9868e+01	2.2378e+00			2.8630e+02
2021-04-02_14.00.00	1.0355e-01	3.0146e+01	2.2745e+00			2.8783e+02
2021-04-02_15.00.00	1.0812e-01	3.1157e+01	2.3910e+00			2.8930e+02
2021-04-02_16.00.00	1.1101e-01	3.1826e+01	2.4610e+00			2.8904e+02
2021-04-02_17.00.00	1.1479e-01	3.2710e+01	2.5488e+00			2.8854e+02
2021-04-02_18.00.00	1.1727e-01	3.3262e+01	2.6081e+00		2.4020e-04	2.8685e+02
2021-04-02_19.00.00	1.1873e-01	3.3563e+01	2.6490e+00		5.2834e-04	2.8686e+02
2021-04-02_20.00.00	1.1788e-01	3.3322e+01	2.6393e+00		1.0829e-03	2.8760e+02
2021-04-02_21.00.00	1.1750e-01	3.3197e+01	2.6338e+00		1.5160e-03	2.8798e+02
2021-04-02_22.00.00	1.1937e-01	3.3593e+01	2.6869e+00		2.0460e-03	2.8880e+02
2021-04-02_23.00.00	1.1825e-01	3.3317e+01	2.6636e+00		4.2782e-03	2.8981e+02
2021-04-03_00.00.00	1.2288e-01	3.4371e+01	2.7792e+00		2.7962e-03	2.9193e+02
2021-04-03_01.00.00	1.2679e-01	3.5247e+01	2.8758e+00		3.6514e-03	2.9324e+02
2021-04-03_02.00.00	1.3042e-01	3.6018e+01	2.9675e+00		1.1462e-02	2.9499e+02
2021-04-03_03.00.00	1.3942e-01	3.8030e+01	3.1855e+00		1.5764e-02	2.9464e+02
2021-04-03_04.00.00	1.5078e-01	4.0518e+01	3.4499e+00		3.2421e-02	2.9264e+02
2021-04-03_05.00.00	1.5915e-01	4.2322e+01	3.6399e+00		5.4569e-02	2.9450e+02
2021-04-03_06.00.00	1.6285e-01	4.3138e+01	3.7290e+00		4.0498e-02	2.9536e+02
2021-04-03_07.00.00	1.6991e-01	4.4715e+01	3.8866e+00		3.1916e-02	2.9643e+02
2021-04-03_08.00.00	1.8007e-01	4.6969e+01	4.1156e+00		2.1521e-02	2.9684e+02
2021-04-03_09.00.00	1.8345e-01	4.7767e+01	4.1834e+00		9.0806e-03	2.9609e+02
2021-04-03_10.00.00	1.8329e-01	4.7753e+01	4.1733e+00		3.8464e-03	2.9387e+02
2021-04-03_11.00.00	1.8364e-01	4.7857e+01	4.1723e+00		1.7829e-03	2.9242e+02
