date	tau	Tb	pwv	lwp	iwp	o3
2021-04-02_00.00.00	4.2118e-01	9.8573e+01	8.3701e+00		6.9300e-04	3.0520e+02
2021-04-02_01.00.00	3.9149e-01	9.3178e+01	7.7518e+00		9.9060e-06	3.0645e+02
2021-04-02_02.00.00	3.8126e-01	9.1249e+01	7.5260e+00			3.0800e+02
2021-04-02_03.00.00	3.7726e-01	9.0426e+01	7.4205e+00			3.1037e+02
2021-04-02_04.00.00	3.7297e-01	8.9531e+01	7.3132e+00			3.1092e+02
2021-04-02_05.00.00	4.0452e-01	9.5301e+01	7.8794e+00		1.0039e-04	3.0976e+02
2021-04-02_06.00.00	4.9056e-01	1.1050e+02	9.3364e+00		7.9901e-05	3.0825e+02
2021-04-02_07.00.00	5.7718e-01	1.2462e+02	1.0696e+01			3.0655e+02
2021-04-02_08.00.00	5.6861e-01	1.2324e+02	1.0482e+01			3.0637e+02
2021-04-02_09.00.00	5.4583e-01	1.1968e+02	1.0027e+01		6.7220e-06	3.0398e+02
2021-04-02_10.00.00	4.9936e-01	1.1234e+02	9.1177e+00			3.0348e+02
2021-04-02_11.00.00	4.9995e-01	1.1239e+02	9.0636e+00			3.0461e+02
2021-04-02_12.00.00	4.6814e-01	1.0728e+02	8.4094e+00			3.0636e+02
2021-04-02_13.00.00	4.3993e-01	1.0255e+02	7.8581e+00			3.0881e+02
2021-04-02_14.00.00	4.2304e-01	9.9563e+01	7.5191e+00			3.1074e+02
2021-04-02_15.00.00	4.1066e-01	9.7274e+01	7.2884e+00			3.1058e+02
2021-04-02_16.00.00	4.0195e-01	9.5709e+01	7.1080e+00			3.1071e+02
2021-04-02_17.00.00	3.7053e-01	8.9840e+01	6.5666e+00			3.0957e+02
2021-04-02_18.00.00	3.3824e-01	8.3489e+01	6.0574e+00			3.0860e+02
2021-04-02_19.00.00	3.4649e-01	8.4990e+01	6.2813e+00			3.0807e+02
2021-04-02_20.00.00	3.6897e-01	8.9228e+01	6.7544e+00			3.0751e+02
2021-04-02_21.00.00	3.8699e-01	9.2546e+01	7.1283e+00			3.0553e+02
2021-04-02_22.00.00	3.9470e-01	9.4006e+01	7.2980e+00			3.0518e+02
2021-04-02_23.00.00	3.9542e-01	9.4161e+01	7.3192e+00			3.0480e+02
2021-04-03_00.00.00	3.9509e-01	9.4130e+01	7.3022e+00			3.0414e+02
2021-04-03_01.00.00	3.8441e-01	9.2162e+01	7.0878e+00			3.0417e+02
2021-04-03_02.00.00	3.7149e-01	8.9759e+01	6.8477e+00			3.0456e+02
2021-04-03_03.00.00	3.5903e-01	8.7508e+01	6.6054e+00			3.0495e+02
2021-04-03_04.00.00	3.4897e-01	8.5656e+01	6.3897e+00			3.0597e+02
2021-04-03_05.00.00	3.4965e-01	8.5788e+01	6.3921e+00			3.0595e+02
2021-04-03_06.00.00	3.5255e-01	8.6349e+01	6.4643e+00			3.0558e+02
2021-04-03_07.00.00	3.5966e-01	8.7693e+01	6.6161e+00			3.0630e+02
2021-04-03_08.00.00	3.7515e-01	9.0667e+01	6.8900e+00			3.0664e+02
2021-04-03_09.00.00	3.8814e-01	9.3112e+01	7.1225e+00			3.0554e+02
