date	tau	Tb	pwv	lwp	iwp	o3
2021-04-04_12.00.00	2.4297e-01	6.4530e+01	4.4826e+00			2.9606e+02
2021-04-04_13.00.00	2.3188e-01	6.2096e+01	4.2815e+00			2.9542e+02
2021-04-04_14.00.00	2.2954e-01	6.1577e+01	4.2441e+00			2.9484e+02
2021-04-04_15.00.00	2.1923e-01	5.9312e+01	4.0474e+00			2.9471e+02
2021-04-04_16.00.00	2.0761e-01	5.6744e+01	3.8221e+00			2.9359e+02
2021-04-04_17.00.00	2.0552e-01	5.6213e+01	3.8007e+00		6.6200e-06	2.9439e+02
2021-04-04_18.00.00	2.0512e-01	5.6125e+01	3.8107e+00			2.9508e+02
2021-04-04_19.00.00	2.1709e-01	5.8754e+01	4.0875e+00			2.9403e+02
2021-04-04_20.00.00	2.3360e-01	6.2377e+01	4.4419e+00			2.9282e+02
2021-04-04_21.00.00	2.3858e-01	6.3474e+01	4.5690e+00			2.9136e+02
2021-04-04_22.00.00	2.4422e-01	6.4666e+01	4.7156e+00			2.9052e+02
2021-04-04_23.00.00	2.5208e-01	6.6314e+01	4.9088e+00			2.8950e+02
2021-04-05_00.00.00	2.6175e-01	6.8200e+01	5.1663e+00		2.8380e-04	2.8764e+02
2021-04-05_01.00.00	2.5969e-01	6.7639e+01	5.1726e+00		2.9176e-03	2.8689e+02
2021-04-05_02.00.00	2.6659e-01	6.8975e+01	5.3372e+00		1.0494e-03	2.8859e+02
2021-04-05_03.00.00	2.7433e-01	7.0495e+01	5.5174e+00		2.8146e-03	2.9003e+02
2021-04-05_04.00.00	2.8202e-01	7.1947e+01	5.6912e+00		1.2732e-02	2.9198e+02
2021-04-05_05.00.00	2.8622e-01	7.2559e+01	5.8198e+00		1.8219e-02	2.9242e+02
2021-04-05_06.00.00	2.7811e-01	7.0754e+01	5.7020e+00		4.6696e-03	2.9197e+02
2021-04-05_07.00.00	2.7452e-01	7.0102e+01	5.6107e+00		1.3914e-05	2.9023e+02
2021-04-05_08.00.00	2.6667e-01	6.8501e+01	5.4400e+00			2.9275e+02
2021-04-05_09.00.00	2.6704e-01	6.8605e+01	5.4319e+00		7.5280e-06	2.9241e+02
2021-04-05_10.00.00	2.6317e-01	6.7765e+01	5.3474e+00		2.2580e-05	2.9351e+02
2021-04-05_11.00.00	2.5785e-01	6.6595e+01	5.2457e+00		2.1202e-03	2.9139e+02
2021-04-05_12.00.00	2.4923e-01	6.4602e+01	5.1079e+00		2.9179e-03	2.9134e+02
2021-04-05_13.00.00	2.3322e-01	6.1003e+01	4.7915e+00		2.6563e-03	2.9238e+02
2021-04-05_14.00.00	2.0959e-01	5.5649e+01	4.3177e+00		3.1008e-03	2.9575e+02
2021-04-05_15.00.00	2.0475e-01	5.4433e+01	4.2346e+00		1.2040e-03	2.9681e+02
2021-04-05_16.00.00	1.9857e-01	5.3047e+01	4.0878e+00		3.3869e-04	2.9753e+02
2021-04-05_17.00.00	1.9171e-01	5.1503e+01	3.9351e+00		9.6529e-04	2.9860e+02
2021-04-05_18.00.00	2.0515e-01	5.4510e+01	4.2116e+00		2.3462e-04	2.9906e+02
2021-04-05_19.00.00	2.1123e-01	5.5798e+01	4.3481e+00		2.6297e-03	3.0011e+02
2021-04-05_20.00.00	2.2552e-01	5.8873e+01	4.6743e+00		3.9756e-04	3.0043e+02
2021-04-05_21.00.00	2.5253e-01	6.4801e+01	5.2279e+00		1.4937e-03	3.0128e+02
2021-04-05_22.00.00	2.7672e-01	6.9929e+01	5.7466e+00		3.1300e-03	3.0164e+02
2021-04-05_23.00.00	2.9843e-01	7.4506e+01	6.1920e+00		8.8479e-03	2.9967e+02
2021-04-06_00.00.00	3.0592e-01	7.6215e+01	6.3102e+00		6.0607e-03	2.9965e+02
2021-04-06_01.00.00	3.4867e-01	8.4570e+01	7.1915e+00		2.6320e-03	2.9997e+02
2021-04-06_02.00.00	4.2188e-01	9.8258e+01	8.6349e+00		3.1541e-03	2.9929e+02
2021-04-06_03.00.00	4.5902e-01	1.0508e+02	9.3125e+00		4.5566e-03	2.9868e+02
2021-04-06_04.00.00	4.3211e-01	1.0032e+02	8.8029e+00		4.1347e-04	2.9933e+02
2021-04-06_05.00.00	3.9880e-01	9.4090e+01	8.1870e+00		2.2977e-03	2.9914e+02
