date	tau	Tb	pwv	lwp	iwp	o3
2021-04-07_12.00.00	1.8310e-01	4.8978e+01	3.8072e+00		2.1512e-03	2.9521e+02
2021-04-07_13.00.00	1.8600e-01	4.9630e+01	3.8626e+00		1.1822e-03	2.9748e+02
2021-04-07_14.00.00	1.8843e-01	5.0282e+01	3.8891e+00		7.9260e-06	2.9933e+02
2021-04-07_15.00.00	1.8760e-01	5.0246e+01	3.8373e+00		2.7860e-06	3.0029e+02
2021-04-07_16.00.00	1.9875e-01	5.2784e+01	4.0664e+00			3.0000e+02
2021-04-07_17.00.00	2.0147e-01	5.3427e+01	4.1040e+00			2.9983e+02
2021-04-07_18.00.00	2.0947e-01	5.5169e+01	4.2840e+00			2.9858e+02
2021-04-07_19.00.00	2.2732e-01	5.9163e+01	4.6366e+00		4.5680e-06	2.9659e+02
2021-04-07_20.00.00	2.3806e-01	6.1506e+01	4.8523e+00		5.7964e-05	2.9387e+02
2021-04-07_21.00.00	2.5857e-01	6.5854e+01	5.2867e+00		5.8326e-05	2.9400e+02
2021-04-07_22.00.00	2.8112e-01	7.0557e+01	5.7369e+00		9.9060e-07	2.9387e+02
2021-04-07_23.00.00	3.2201e-01	7.8764e+01	6.5733e+00			2.9295e+02
2021-04-08_00.00.00	3.6068e-01	8.6324e+01	7.3349e+00			2.9254e+02
2021-04-08_01.00.00	3.7717e-01	8.9663e+01	7.6216e+00			2.9123e+02
2021-04-08_02.00.00	3.7375e-01	8.9100e+01	7.5596e+00			2.9086e+02
2021-04-08_03.00.00	4.0127e-01	9.4087e+01	8.1256e+00		2.2440e-05	2.9210e+02
2021-04-08_04.00.00	3.8044e-01	9.0440e+01	7.6928e+00			2.9273e+02
2021-04-08_05.00.00	3.5609e-01	8.5858e+01	7.2311e+00			2.9415e+02
2021-04-08_06.00.00	3.6077e-01	8.6564e+01	7.3495e+00		8.5560e-05	2.9611e+02
2021-04-08_07.00.00	3.8711e-01	9.1533e+01	7.8599e+00		4.0600e-05	2.9776e+02
2021-04-08_08.00.00	3.8593e-01	9.1372e+01	7.8092e+00		9.3620e-05	2.9321e+02
2021-04-08_09.00.00	3.9155e-01	9.2169e+01	7.9652e+00			2.8835e+02
2021-04-08_10.00.00	4.0687e-01	9.4673e+01	8.2943e+00		1.4470e-04	2.8558e+02
2021-04-08_11.00.00	3.9242e-01	9.1987e+01	8.0170e+00		1.2646e-03	2.8413e+02
2021-04-08_12.00.00	3.6630e-01	8.7374e+01	7.4416e+00		3.0536e-04	2.8664e+02
2021-04-08_13.00.00	3.9559e-01	9.2819e+01	8.0142e+00		4.6380e-06	2.8916e+02
2021-04-08_14.00.00	4.1561e-01	9.6688e+01	8.3389e+00			2.9035e+02
2021-04-08_15.00.00	4.0228e-01	9.4654e+01	7.9324e+00		7.5280e-06	2.8966e+02
2021-04-08_16.00.00	4.1391e-01	9.7041e+01	8.1057e+00		2.8389e-03	2.9188e+02
2021-04-08_17.00.00	3.4752e-01	8.4485e+01	6.8723e+00		6.6981e-04	2.9388e+02
2021-04-08_18.00.00	3.3169e-01	8.1608e+01	6.5050e+00			2.9406e+02
2021-04-08_19.00.00	3.2434e-01	8.0291e+01	6.3374e+00		8.9430e-04	2.9438e+02
2021-04-08_20.00.00	3.2962e-01	8.1282e+01	6.4597e+00		3.2742e-03	2.9068e+02
2021-04-08_21.00.00	2.9723e-01	7.5026e+01	5.7698e+00			2.8997e+02
2021-04-08_22.00.00	2.7664e-01	7.0893e+01	5.3519e+00			2.9002e+02
2021-04-08_23.00.00	2.8100e-01	7.1620e+01	5.4978e+00			2.9014e+02
2021-04-09_00.00.00	2.8499e-01	7.2544e+01	5.5374e+00		5.5600e-06	2.9285e+02
2021-04-09_01.00.00	2.8295e-01	7.2138e+01	5.4786e+00		2.7154e-04	2.9454e+02
2021-04-09_02.00.00	2.7656e-01	7.0813e+01	5.3425e+00			2.9640e+02
2021-04-09_03.00.00	2.8661e-01	7.2909e+01	5.5063e+00			2.9749e+02
2021-04-09_04.00.00	2.7837e-01	7.1171e+01	5.3612e+00			2.9678e+02
2021-04-09_05.00.00	2.7648e-01	7.0785e+01	5.3247e+00			2.9864e+02
2021-04-09_06.00.00	2.9644e-01	7.4968e+01	5.6746e+00			2.9981e+02
2021-04-09_07.00.00	2.9445e-01	7.4589e+01	5.6153e+00			3.0015e+02
2021-04-09_08.00.00	2.9206e-01	7.4085e+01	5.5722e+00		8.0400e-07	3.0142e+02
2021-04-09_09.00.00	2.9079e-01	7.3766e+01	5.5446e+00		6.4880e-05	3.0350e+02
2021-04-09_10.00.00	2.9280e-01	7.4076e+01	5.5923e+00		4.5723e-05	3.0356e+02
2021-04-09_11.00.00	2.9337e-01	7.4152e+01	5.6004e+00		4.2800e-04	3.0258e+02
2021-04-09_12.00.00	2.9009e-01	7.3431e+01	5.5276e+00		2.7106e-04	3.0358e+02
2021-04-09_13.00.00	2.8040e-01	7.1368e+01	5.3347e+00		1.8281e-04	3.0162e+02
2021-04-09_14.00.00	2.6505e-01	6.8232e+01	5.0160e+00		3.8220e-05	2.9919e+02
2021-04-09_15.00.00	2.5935e-01	6.7108e+01	4.8833e+00			2.9713e+02
2021-04-09_16.00.00	2.5456e-01	6.6105e+01	4.7964e+00		5.3554e-04	2.9633e+02
2021-04-09_17.00.00	2.6808e-01	6.8837e+01	5.0997e+00		1.6070e-03	2.9483e+02
2021-04-09_18.00.00	2.9547e-01	7.4429e+01	5.6567e+00		1.0716e-03	2.9523e+02
2021-04-09_19.00.00	3.1427e-01	7.8263e+01	6.0320e+00		8.0080e-04	2.9670e+02
