date	tau	Tb	pwv	lwp	iwp	o3
2021-04-03_18.00.00	3.0049e-02	1.1238e+01	1.8187e-01		2.0619e-03	4.5309e+02
2021-04-03_19.00.00	3.0001e-02	1.1221e+01	1.7957e-01		2.0483e-03	4.5755e+02
2021-04-03_20.00.00	2.9846e-02	1.1180e+01	1.7563e-01		2.0350e-03	4.5341e+02
2021-04-03_21.00.00	2.9666e-02	1.1135e+01	1.7163e-01		1.1755e-03	4.5257e+02
2021-04-03_22.00.00	2.9316e-02	1.1053e+01	1.6477e-01		6.4749e-04	4.4882e+02
2021-04-03_23.00.00	2.8757e-02	1.0923e+01	1.5352e-01		5.4247e-04	4.5089e+02
2021-04-04_00.00.00	2.8240e-02	1.0801e+01	1.4321e-01		8.7929e-05	4.4722e+02
2021-04-04_01.00.00	2.7701e-02	1.0678e+01	1.3378e-01		1.4684e-05	4.4208e+02
2021-04-04_02.00.00	2.7493e-02	1.0634e+01	1.3027e-01		5.1840e-06	4.3559e+02
2021-04-04_03.00.00	2.7543e-02	1.0651e+01	1.3156e-01		5.2550e-06	4.3227e+02
2021-04-04_04.00.00	2.7821e-02	1.0720e+01	1.3691e-01		5.3200e-06	4.2730e+02
2021-04-04_05.00.00	2.8316e-02	1.0841e+01	1.4566e-01		5.3930e-06	4.2512e+02
2021-04-04_06.00.00	2.8828e-02	1.0966e+01	1.5419e-01		5.9412e-06	4.2579e+02
2021-04-04_07.00.00	2.9245e-02	1.1070e+01	1.6038e-01		6.0232e-06	4.2705e+02
2021-04-04_08.00.00	2.9584e-02	1.1157e+01	1.6604e-01		8.2130e-06	4.2613e+02
2021-04-04_09.00.00	2.9741e-02	1.1208e+01	1.7034e-01		6.1472e-06	4.2216e+02
2021-04-04_10.00.00	2.9827e-02	1.1239e+01	1.7285e-01		5.7270e-06	4.1890e+02
2021-04-04_11.00.00	2.9956e-02	1.1280e+01	1.7582e-01		5.7810e-06	4.1617e+02
2021-04-04_12.00.00	2.9898e-02	1.1281e+01	1.7635e-01		5.8050e-06	4.1016e+02
2021-04-04_13.00.00	2.9789e-02	1.1272e+01	1.7676e-01		2.5672e-06	4.0389e+02
2021-04-04_14.00.00	2.9572e-02	1.1235e+01	1.7469e-01		3.3830e-07	3.9925e+02
2021-04-04_15.00.00	2.9192e-02	1.1159e+01	1.7011e-01			3.8988e+02
2021-04-04_16.00.00	2.8785e-02	1.1072e+01	1.6430e-01			3.8709e+02
