date	tau	Tb	pwv	lwp	iwp	o3
2021-04-06_06.00.00	9.7023e-02	2.6997e+01	1.4247e+00		8.3936e-02	3.6455e+02
2021-04-06_07.00.00	9.3799e-02	2.6281e+01	1.3650e+00		6.4039e-02	3.5902e+02
2021-04-06_08.00.00	9.0148e-02	2.5466e+01	1.2952e+00		5.0978e-02	3.5276e+02
2021-04-06_09.00.00	8.7605e-02	2.4896e+01	1.2568e+00		2.5319e-02	3.5192e+02
2021-04-06_10.00.00	8.5300e-02	2.4367e+01	1.2127e+00		2.1686e-02	3.5154e+02
2021-04-06_11.00.00	8.1846e-02	2.3584e+01	1.1489e+00		1.4239e-02	3.5015e+02
2021-04-06_12.00.00	7.9683e-02	2.3080e+01	1.1077e+00		1.4760e-02	3.5041e+02
2021-04-06_13.00.00	7.7115e-02	2.2494e+01	1.0631e+00		1.0504e-02	3.5134e+02
2021-04-06_14.00.00	7.5239e-02	2.2068e+01	1.0291e+00		7.5159e-03	3.5255e+02
2021-04-06_15.00.00	7.4059e-02	2.1793e+01	1.0075e+00		7.6305e-03	3.3574e+02
2021-04-06_16.00.00	7.3005e-02	2.1543e+01	9.9043e-01		5.5386e-03	3.2895e+02
2021-04-06_17.00.00	7.2796e-02	2.1471e+01	9.8742e-01		7.0157e-03	3.2985e+02
2021-04-06_18.00.00	7.3820e-02	2.1675e+01	1.0052e+00		9.2815e-03	3.3558e+02
2021-04-06_19.00.00	7.2599e-02	2.1378e+01	9.7776e-01		1.5671e-02	3.4335e+02
2021-04-06_20.00.00	7.2246e-02	2.1281e+01	9.6412e-01		2.6963e-02	3.4668e+02
2021-04-06_21.00.00	7.1115e-02	2.1012e+01	9.4085e-01		2.7401e-02	3.5670e+02
2021-04-06_22.00.00	6.9917e-02	2.0730e+01	9.2034e-01		1.9593e-02	3.5841e+02
2021-04-06_23.00.00	6.8589e-02	2.0415e+01	8.9556e-01		1.6375e-02	3.6579e+02
2021-04-07_00.00.00	6.7422e-02	2.0139e+01	8.7276e-01		1.5126e-02	3.6637e+02
2021-04-07_01.00.00	6.6218e-02	1.9854e+01	8.5103e-01		1.2536e-02	3.6489e+02
2021-04-07_02.00.00	6.5040e-02	1.9576e+01	8.2857e-01		1.2767e-02	3.6386e+02
2021-04-07_03.00.00	6.3510e-02	1.9215e+01	7.9981e-01		1.0587e-02	3.6671e+02
2021-04-07_04.00.00	6.1682e-02	1.8780e+01	7.6390e-01		1.1813e-02	3.6748e+02
2021-04-07_05.00.00	5.7362e-02	1.7783e+01	6.8393e-01		1.5147e-02	3.6829e+02
2021-04-07_06.00.00	5.6507e-02	1.7577e+01	6.6814e-01		1.3851e-02	3.7367e+02
2021-04-07_07.00.00	5.5831e-02	1.7414e+01	6.5669e-01		1.0329e-02	3.7706e+02
2021-04-07_08.00.00	5.5081e-02	1.7234e+01	6.4236e-01		9.4174e-03	3.8178e+02
2021-04-07_09.00.00	5.4555e-02	1.7111e+01	6.3193e-01		1.1674e-02	3.7690e+02
2021-04-07_10.00.00	5.4297e-02	1.7047e+01	6.2683e-01		1.0834e-02	3.8530e+02
2021-04-07_11.00.00	5.4243e-02	1.7035e+01	6.2725e-01		6.9408e-03	3.8635e+02
2021-04-07_12.00.00	5.4406e-02	1.7070e+01	6.3011e-01		6.1541e-03	3.9225e+02
2021-04-07_13.00.00	5.4566e-02	1.7109e+01	6.3257e-01		5.5907e-03	3.9874e+02
2021-04-07_14.00.00	5.4545e-02	1.7104e+01	6.3181e-01		5.1949e-03	4.0345e+02
2021-04-07_15.00.00	5.4797e-02	1.7168e+01	6.3678e-01		3.5940e-03	4.0906e+02
2021-04-07_16.00.00	5.4952e-02	1.7208e+01	6.3958e-01		2.6197e-03	4.1398e+02
2021-04-07_17.00.00	5.5232e-02	1.7274e+01	6.4362e-01		3.7204e-03	4.1616e+02
2021-04-07_18.00.00	5.5365e-02	1.7305e+01	6.4498e-01		3.5853e-03	4.1843e+02
2021-04-07_19.00.00	5.5027e-02	1.7226e+01	6.3867e-01		1.9093e-03	4.2246e+02
2021-04-07_20.00.00	5.4370e-02	1.7078e+01	6.2722e-01		2.0443e-04	4.2496e+02
2021-04-07_21.00.00	5.6102e-02	1.7470e+01	6.5740e-01		5.4200e-05	4.2195e+02
2021-04-07_22.00.00	5.5535e-02	1.7342e+01	6.4719e-01		3.8725e-05	4.1565e+02
2021-04-07_23.00.00	5.5104e-02	1.7242e+01	6.3945e-01		2.4661e-05	4.1176e+02
2021-04-08_00.00.00	5.4847e-02	1.7186e+01	6.3537e-01		2.7246e-05	4.1130e+02
2021-04-08_01.00.00	5.4896e-02	1.7195e+01	6.3647e-01		3.2839e-05	4.0903e+02
2021-04-08_02.00.00	5.4928e-02	1.7201e+01	6.3641e-01		2.4690e-05	4.0920e+02
2021-04-08_03.00.00	5.4680e-02	1.7144e+01	6.3086e-01		3.1827e-05	4.1040e+02
2021-04-08_04.00.00	5.4363e-02	1.7076e+01	6.2539e-01		2.4474e-05	4.0936e+02
2021-04-08_05.00.00	5.3553e-02	1.6893e+01	6.1173e-01		2.4474e-05	4.0995e+02
2021-04-08_06.00.00	5.2435e-02	1.6641e+01	5.9328e-01		1.6316e-05	4.1348e+02
2021-04-08_07.00.00	5.1153e-02	1.6351e+01	5.7163e-01		2.4474e-05	4.1233e+02
2021-04-08_08.00.00	4.9986e-02	1.6086e+01	5.5266e-01		2.4474e-05	4.1066e+02
2021-04-08_09.00.00	4.8786e-02	1.5815e+01	5.3321e-01		1.5842e-05	4.1147e+02
2021-04-08_10.00.00	4.7724e-02	1.5576e+01	5.1607e-01		2.1896e-05	4.1358e+02
2021-04-08_11.00.00	4.6396e-02	1.5280e+01	4.9362e-01		2.1896e-05	4.1586e+02
2021-04-08_12.00.00	4.4928e-02	1.4950e+01	4.6840e-01		9.7100e-06	4.1913e+02
2021-04-08_13.00.00	4.3651e-02	1.4665e+01	4.4679e-01			4.1894e+02
2021-04-08_14.00.00	4.2592e-02	1.4429e+01	4.2876e-01			4.1512e+02
2021-04-08_15.00.00	4.1950e-02	1.4289e+01	4.1767e-01			4.0726e+02
2021-04-08_16.00.00	4.1438e-02	1.4185e+01	4.0931e-01			4.0285e+02
2021-04-08_17.00.00	4.1028e-02	1.4104e+01	4.0267e-01			3.9992e+02
2021-04-08_18.00.00	4.0987e-02	1.4105e+01	4.0096e-01			3.9771e+02
2021-04-08_19.00.00	4.1104e-02	1.4147e+01	4.0259e-01			3.9241e+02
2021-04-08_20.00.00	4.0613e-02	1.4046e+01	3.9438e-01			3.8920e+02
2021-04-08_21.00.00	4.0218e-02	1.3959e+01	3.9033e-01			3.7845e+02
2021-04-08_22.00.00	3.9158e-02	1.3712e+01	3.7289e-01			3.7898e+02
2021-04-08_23.00.00	3.8092e-02	1.3460e+01	3.5575e-01			3.7961e+02
2021-04-09_00.00.00	3.7053e-02	1.3212e+01	3.3908e-01			3.7977e+02
2021-04-09_01.00.00	3.6097e-02	1.2982e+01	3.2477e-01			3.8077e+02
2021-04-09_02.00.00	3.5462e-02	1.2823e+01	3.1715e-01		1.8358e-05	3.8038e+02
2021-04-09_03.00.00	3.4758e-02	1.2649e+01	3.0956e-01		5.0659e-05	3.7734e+02
2021-04-09_04.00.00	3.4803e-02	1.2649e+01	3.1735e-01		4.4140e-04	3.7917e+02
2021-04-09_05.00.00	3.6012e-02	1.2928e+01	3.4670e-01		2.8693e-04	3.7735e+02
2021-04-09_06.00.00	4.0359e-02	1.3968e+01	4.3391e-01		8.0289e-04	3.8016e+02
2021-04-09_07.00.00	5.8108e-02	1.8163e+01	7.6357e-01		3.1737e-03	3.8485e+02
2021-04-09_08.00.00	8.0060e-02	2.3200e+01	1.1656e+00		8.2881e-03	3.8582e+02
2021-04-09_09.00.00	9.3582e-02	2.6239e+01	1.4094e+00		1.7237e-02	3.8587e+02
2021-04-09_10.00.00	9.7715e-02	2.7162e+01	1.4819e+00		2.2988e-02	3.8787e+02
2021-04-09_11.00.00	9.8954e-02	2.7455e+01	1.5017e+00		2.6459e-02	3.9418e+02
2021-04-09_12.00.00	9.9826e-02	2.7658e+01	1.5149e+00		3.1502e-02	3.9574e+02
2021-04-09_13.00.00	1.0077e-01	2.7877e+01	1.5286e+00		3.7378e-02	3.9559e+02
2021-04-09_14.00.00	1.0060e-01	2.7840e+01	1.5247e+00		3.6767e-02	3.8970e+02
2021-04-09_15.00.00	1.0153e-01	2.8061e+01	1.5427e+00		3.3166e-02	3.8809e+02
2021-04-09_16.00.00	1.0214e-01	2.8221e+01	1.5548e+00		2.8227e-02	3.9069e+02
2021-04-09_17.00.00	1.0178e-01	2.8168e+01	1.5510e+00		2.0099e-02	3.9117e+02
2021-04-09_18.00.00	1.0238e-01	2.8297e+01	1.5621e+00		1.8777e-02	3.9143e+02
2021-04-09_19.00.00	1.0381e-01	2.8610e+01	1.5851e+00		2.2961e-02	3.9928e+02
2021-04-09_20.00.00	1.0385e-01	2.8634e+01	1.5870e+00		1.2993e-02	4.0967e+02
2021-04-09_21.00.00	1.0318e-01	2.8488e+01	1.5723e+00		1.0240e-02	4.1278e+02
2021-04-09_22.00.00	1.0278e-01	2.8398e+01	1.5622e+00		1.0035e-02	4.1169e+02
2021-04-09_23.00.00	1.0136e-01	2.8072e+01	1.5331e+00		9.6793e-03	4.1107e+02
2021-04-10_00.00.00	1.0031e-01	2.7831e+01	1.5109e+00		1.0462e-02	4.1286e+02
2021-04-10_01.00.00	9.8904e-02	2.7500e+01	1.4813e+00		1.2682e-02	4.1100e+02
2021-04-10_02.00.00	9.7594e-02	2.7196e+01	1.4523e+00		1.6092e-02	4.1211e+02
2021-04-10_03.00.00	9.5839e-02	2.6787e+01	1.4146e+00		1.9583e-02	4.0911e+02
2021-04-10_04.00.00	9.4080e-02	2.6377e+01	1.3806e+00		1.8367e-02	4.0395e+02
2021-04-10_05.00.00	9.2221e-02	2.5946e+01	1.3442e+00		1.5523e-02	4.0179e+02
2021-04-10_06.00.00	9.0328e-02	2.5512e+01	1.3074e+00		1.1043e-02	3.9736e+02
2021-04-10_07.00.00	8.7900e-02	2.4962e+01	1.2592e+00		7.1678e-03	3.9820e+02
2021-04-10_08.00.00	8.5854e-02	2.4503e+01	1.2205e+00		2.8641e-03	3.9878e+02
2021-04-10_09.00.00	8.3366e-02	2.3960e+01	1.1754e+00		7.3115e-04	3.9089e+02
2021-04-10_10.00.00	8.0856e-02	2.3403e+01	1.1296e+00		2.4710e-04	3.8360e+02
2021-04-10_11.00.00	8.0123e-02	2.3244e+01	1.1180e+00		3.2952e-04	3.8244e+02
2021-04-10_12.00.00	8.1125e-02	2.3477e+01	1.1391e+00		3.3674e-05	3.8185e+02
2021-04-10_13.00.00	8.1170e-02	2.3506e+01	1.1439e+00		2.1191e-05	3.7921e+02
2021-04-10_14.00.00	8.1435e-02	2.3567e+01	1.1544e+00		3.0410e-05	3.7640e+02
2021-04-10_15.00.00	8.2853e-02	2.3887e+01	1.1850e+00		2.0179e-05	3.7444e+02
2021-04-10_16.00.00	8.1801e-02	2.3666e+01	1.1699e+00		2.9564e-05	3.7580e+02
2021-04-10_17.00.00	8.3285e-02	2.4017e+01	1.2007e+00		3.2993e-05	3.7463e+02
2021-04-10_18.00.00	8.5751e-02	2.4588e+01	1.2493e+00		2.1212e-05	3.7182e+02
2021-04-10_19.00.00	8.8530e-02	2.5213e+01	1.3009e+00		3.1331e-05	3.7121e+02
2021-04-10_20.00.00	9.0598e-02	2.5674e+01	1.3413e+00		3.1437e-05	3.7364e+02
2021-04-10_21.00.00	9.2027e-02	2.5966e+01	1.3761e+00		1.9952e-04	3.7471e+02
