date	tau	Tb	pwv	lwp	iwp	o3
2021-04-06_18.00.00	1.2282e-01	3.5161e+01	2.8066e+00			2.4979e+02
2021-04-06_19.00.00	1.2912e-01	3.6588e+01	2.9670e+00			2.4911e+02
2021-04-06_20.00.00	1.3528e-01	3.7943e+01	3.1290e+00			2.4848e+02
2021-04-06_21.00.00	1.4302e-01	3.9650e+01	3.3255e+00			2.5070e+02
2021-04-06_22.00.00	1.4065e-01	3.9159e+01	3.2386e+00			2.5051e+02
2021-04-06_23.00.00	1.4142e-01	3.9306e+01	3.2496e+00			2.5046e+02
2021-04-07_00.00.00	1.3369e-01	3.7573e+01	3.0623e+00			2.5253e+02
2021-04-07_01.00.00	1.3142e-01	3.7091e+01	3.0305e+00			2.5323e+02
2021-04-07_02.00.00	1.3293e-01	3.7447e+01	3.0760e+00			2.5308e+02
2021-04-07_03.00.00	1.2341e-01	3.5315e+01	2.8454e+00			2.5301e+02
2021-04-07_04.00.00	1.1407e-01	3.3215e+01	2.6047e+00			2.5299e+02
2021-04-07_05.00.00	1.1966e-01	3.4535e+01	2.7437e+00			2.5288e+02
2021-04-07_06.00.00	1.2058e-01	3.4713e+01	2.7562e+00			2.5209e+02
2021-04-07_07.00.00	1.1267e-01	3.2862e+01	2.5565e+00			2.5129e+02
2021-04-07_08.00.00	1.0913e-01	3.2015e+01	2.4758e+00		8.8340e-06	2.5196e+02
2021-04-07_09.00.00	1.0793e-01	3.1689e+01	2.4449e+00		5.3720e-05	2.5320e+02
2021-04-07_10.00.00	1.0220e-01	3.0319e+01	2.3082e+00		4.5830e-05	2.5419e+02
2021-04-07_11.00.00	9.4643e-02	2.8488e+01	2.1354e+00		1.4590e-03	2.5423e+02
2021-04-07_12.00.00	8.6705e-02	2.6572e+01	1.9435e+00		6.6680e-03	2.5217e+02
2021-04-07_13.00.00	7.3153e-02	2.3250e+01	1.6239e+00		3.5940e-03	2.4919e+02
2021-04-07_14.00.00	6.9977e-02	2.2470e+01	1.5461e+00		3.1760e-03	2.4816e+02
2021-04-07_15.00.00	7.2132e-02	2.3009e+01	1.6037e+00		4.1760e-03	2.4819e+02
2021-04-07_16.00.00	7.2024e-02	2.2971e+01	1.6069e+00		6.5178e-03	2.4911e+02
2021-04-07_17.00.00	6.6937e-02	2.1646e+01	1.4917e+00		1.1034e-02	2.4909e+02
2021-04-07_18.00.00	6.4421e-02	2.0991e+01	1.4364e+00		8.6953e-03	2.4758e+02
2021-04-07_19.00.00	7.0503e-02	2.2507e+01	1.5849e+00		4.1125e-03	2.4594e+02
2021-04-07_20.00.00	8.3875e-02	2.5778e+01	1.9121e+00		3.4890e-03	2.4554e+02
2021-04-07_21.00.00	8.9061e-02	2.7020e+01	2.0388e+00		4.9800e-03	2.4600e+02
2021-04-07_22.00.00	8.7724e-02	2.6681e+01	2.0083e+00		8.4197e-03	2.4671e+02
2021-04-07_23.00.00	8.2373e-02	2.5388e+01	1.8822e+00		9.2105e-03	2.4857e+02
2021-04-08_00.00.00	7.6080e-02	2.3858e+01	1.7343e+00		8.4484e-04	2.4836e+02
2021-04-08_01.00.00	6.9455e-02	2.2238e+01	1.5731e+00		7.1846e-04	2.4764e+02
2021-04-08_02.00.00	6.0552e-02	1.9996e+01	1.3649e+00		1.4788e-04	2.4660e+02
2021-04-08_03.00.00	5.8873e-02	1.9552e+01	1.3268e+00		3.6500e-05	2.4686e+02
2021-04-08_04.00.00	5.7679e-02	1.9253e+01	1.2938e+00		3.9980e-05	2.4799e+02
2021-04-08_05.00.00	5.8724e-02	1.9522e+01	1.3153e+00		1.2300e-04	2.4955e+02
2021-04-08_06.00.00	6.0665e-02	1.9965e+01	1.3759e+00		1.3264e-03	2.4925e+02
2021-04-08_07.00.00	6.0367e-02	1.9888e+01	1.3653e+00		5.9622e-04	2.4823e+02
2021-04-08_08.00.00	5.7994e-02	1.9300e+01	1.2988e+00		2.8283e-03	2.4838e+02
2021-04-08_09.00.00	5.2948e-02	1.7997e+01	1.1779e+00		1.3469e-03	2.5029e+02
2021-04-08_10.00.00	5.1209e-02	1.7535e+01	1.1351e+00		2.4452e-03	2.5204e+02
2021-04-08_11.00.00	4.6387e-02	1.6278e+01	1.0156e+00		5.0226e-03	2.5247e+02
2021-04-08_12.00.00	4.4828e-02	1.5871e+01	9.7190e-01		1.2706e-02	2.5198e+02
2021-04-08_13.00.00	4.5193e-02	1.5927e+01	9.9548e-01		7.9367e-03	2.5041e+02
2021-04-08_14.00.00	4.8086e-02	1.6707e+01	1.0668e+00		5.3445e-03	2.5011e+02
2021-04-08_15.00.00	4.8000e-02	1.6724e+01	1.0525e+00		1.3148e-02	2.5047e+02
2021-04-08_16.00.00	4.9790e-02	1.7210e+01	1.0967e+00		1.2439e-02	2.5027e+02
2021-04-08_17.00.00	5.7077e-02	1.9050e+01	1.2969e+00		4.9179e-03	2.5062e+02
2021-04-08_18.00.00	6.0070e-02	1.9780e+01	1.3739e+00		1.1124e-02	2.5003e+02
2021-04-08_19.00.00	6.1754e-02	2.0129e+01	1.4222e+00		3.0505e-02	2.4923e+02
2021-04-08_20.00.00	6.4902e-02	2.0877e+01	1.5197e+00		2.4065e-02	2.4916e+02
2021-04-08_21.00.00	7.3904e-02	2.3030e+01	1.7850e+00		1.2900e-03	2.5012e+02
2021-04-08_22.00.00	7.1534e-02	2.2548e+01	1.6965e+00		6.6175e-04	2.5163e+02
2021-04-08_23.00.00	7.0586e-02	2.2384e+01	1.6556e+00		9.8513e-04	2.5194e+02
2021-04-09_00.00.00	6.6573e-02	2.1416e+01	1.5551e+00		2.3398e-04	2.5007e+02
2021-04-09_01.00.00	6.8979e-02	2.1949e+01	1.6431e+00		4.2882e-05	2.4970e+02
2021-04-09_02.00.00	6.7627e-02	2.1627e+01	1.6084e+00		1.6596e-04	2.4921e+02
2021-04-09_03.00.00	6.9829e-02	2.2162e+01	1.6715e+00		3.2016e-04	2.4920e+02
2021-04-09_04.00.00	7.3813e-02	2.3174e+01	1.7698e+00		3.3709e-05	2.4906e+02
2021-04-09_05.00.00	6.9564e-02	2.2149e+01	1.6529e+00		4.7583e-04	2.4900e+02
2021-04-09_06.00.00	6.7275e-02	2.1527e+01	1.6009e+00		1.4201e-03	2.4943e+02
2021-04-09_07.00.00	7.0851e-02	2.2294e+01	1.7196e+00		9.2676e-04	2.4917e+02
2021-04-09_08.00.00	6.9047e-02	2.1811e+01	1.6765e+00		2.8614e-03	2.4778e+02
2021-04-09_09.00.00	6.6119e-02	2.1068e+01	1.5968e+00		1.0032e-02	2.4748e+02
2021-04-09_10.00.00	6.7402e-02	2.1339e+01	1.6382e+00		1.3979e-02	2.4816e+02
2021-04-09_11.00.00	6.7571e-02	2.1378e+01	1.6504e+00		6.5641e-03	2.4852e+02
2021-04-09_12.00.00	6.6326e-02	2.1086e+01	1.6182e+00		2.4577e-03	2.4870e+02
2021-04-09_13.00.00	6.3599e-02	2.0462e+01	1.5366e+00		1.1964e-04	2.5055e+02
2021-04-09_14.00.00	6.4990e-02	2.0813e+01	1.5720e+00		1.0994e-04	2.5241e+02
2021-04-09_15.00.00	7.1007e-02	2.2278e+01	1.7379e+00		1.9588e-03	2.5320e+02
2021-04-09_16.00.00	7.7786e-02	2.3877e+01	1.9321e+00		6.3030e-03	2.5376e+02
2021-04-09_17.00.00	8.3139e-02	2.5172e+01	2.0743e+00		4.0217e-03	2.5306e+02
2021-04-09_18.00.00	8.1936e-02	2.4885e+01	2.0360e+00		1.1168e-02	2.5202e+02
2021-04-09_19.00.00	7.7689e-02	2.3886e+01	1.9143e+00		6.9818e-03	2.5142e+02
2021-04-09_20.00.00	7.5872e-02	2.3418e+01	1.8500e+00		3.9649e-02	2.5059e+02
2021-04-09_21.00.00	8.1343e-02	2.4715e+01	1.9638e+00		1.0487e-01	2.5142e+02
2021-04-09_22.00.00	9.8014e-02	2.8592e+01	2.4068e+00		1.2822e-01	2.5119e+02
2021-04-09_23.00.00	1.0283e-01	2.9810e+01	2.5772e+00		4.7041e-02	2.5041e+02
2021-04-10_00.00.00	9.8965e-02	2.9024e+01	2.4694e+00		2.1008e-02	2.4950e+02
2021-04-10_01.00.00	1.0537e-01	3.0496e+01	2.6504e+00		2.5935e-02	2.4924e+02
2021-04-10_02.00.00	1.0372e-01	3.0116e+01	2.6144e+00		1.1653e-02	2.5036e+02
2021-04-10_03.00.00	1.0387e-01	3.0129e+01	2.6231e+00		2.6830e-03	2.5102e+02
2021-04-10_04.00.00	1.0404e-01	3.0217e+01	2.6149e+00		3.0036e-04	2.5166e+02
2021-04-10_05.00.00	1.0432e-01	3.0317e+01	2.6095e+00		6.5082e-04	2.5257e+02
2021-04-10_06.00.00	1.0429e-01	3.0314e+01	2.6055e+00		5.8061e-03	2.5267e+02
2021-04-10_07.00.00	9.9652e-02	2.9227e+01	2.4694e+00		1.6575e-02	2.5242e+02
2021-04-10_08.00.00	8.7543e-02	2.6394e+01	2.1394e+00		1.1410e-02	2.5310e+02
2021-04-10_09.00.00	7.8767e-02	2.4286e+01	1.9089e+00		3.4460e-03	2.5392e+02
2021-04-10_10.00.00	7.3642e-02	2.2994e+01	1.7822e+00		3.0106e-03	2.5423e+02
2021-04-10_11.00.00	7.7706e-02	2.3872e+01	1.9191e+00		3.0137e-04	2.5395e+02
2021-04-10_12.00.00	8.2549e-02	2.4999e+01	2.0608e+00		4.1773e-05	2.5419e+02
2021-04-10_13.00.00	9.0147e-02	2.6770e+01	2.2753e+00		2.2164e-03	2.5516e+02
2021-04-10_14.00.00	9.5229e-02	2.7994e+01	2.4091e+00		1.4059e-03	2.5565e+02
2021-04-10_15.00.00	9.8319e-02	2.8671e+01	2.4803e+00		4.5183e-02	2.5529e+02
2021-04-10_16.00.00	9.5716e-02	2.8133e+01	2.4045e+00		2.9729e-02	2.5429e+02
2021-04-10_17.00.00	9.9060e-02	2.8948e+01	2.5013e+00		1.5583e-03	2.5346e+02
2021-04-10_18.00.00	1.0871e-01	3.1142e+01	2.7630e+00		4.4047e-03	2.5267e+02
2021-04-10_19.00.00	1.2245e-01	3.4149e+01	3.1097e+00		6.8602e-02	2.5273e+02
