date	tau	Tb	pwv	lwp	iwp	o3
2021-04-05_06.00.00	1.3749e-01	3.7678e+01	3.2926e+00		4.6186e-03	2.5627e+02
2021-04-05_07.00.00	1.3358e-01	3.6823e+01	3.1803e+00		1.3789e-03	2.5622e+02
2021-04-05_08.00.00	1.3118e-01	3.6295e+01	3.1053e+00		3.5902e-03	2.5600e+02
2021-04-05_09.00.00	1.1168e-01	3.2071e+01	2.5516e+00		2.1500e-03	2.5634e+02
2021-04-05_10.00.00	1.2374e-01	3.4770e+01	2.8672e+00			2.5659e+02
2021-04-05_11.00.00	1.2500e-01	3.5034e+01	2.8953e+00		2.6559e-04	2.5634e+02
2021-04-05_12.00.00	1.2168e-01	3.4241e+01	2.8321e+00		4.6720e-03	2.5450e+02
2021-04-05_13.00.00	1.1628e-01	3.3012e+01	2.6964e+00		5.3464e-03	2.5251e+02
2021-04-05_14.00.00	1.2084e-01	3.4079e+01	2.7884e+00		9.6505e-03	2.5019e+02
2021-04-05_15.00.00	1.2450e-01	3.4939e+01	2.8672e+00		9.6801e-03	2.5343e+02
2021-04-05_16.00.00	1.2682e-01	3.5535e+01	2.8955e+00		1.4490e-02	2.5711e+02
2021-04-05_17.00.00	1.3008e-01	3.6301e+01	2.9571e+00		1.7738e-02	2.5922e+02
2021-04-05_18.00.00	1.3530e-01	3.7457e+01	3.0807e+00		2.5543e-02	2.5717e+02
2021-04-05_19.00.00	1.2411e-01	3.5067e+01	2.7804e+00		1.1152e-05	2.5732e+02
2021-04-05_20.00.00	1.2403e-01	3.5050e+01	2.7663e+00		7.0680e-06	2.5812e+02
2021-04-05_21.00.00	1.3277e-01	3.7021e+01	2.9603e+00		7.1260e-06	2.5891e+02
2021-04-05_22.00.00	1.4089e-01	3.8821e+01	3.1332e+00		1.0952e-03	2.5820e+02
2021-04-05_23.00.00	1.6315e-01	4.3748e+01	3.5532e+00	1.5937e-05	2.9925e-02	2.5824e+02
2021-04-06_00.00.00	1.4149e-01	3.9053e+01	3.0567e+00		3.0141e-04	2.5675e+02
2021-04-06_01.00.00	1.1150e-01	3.2265e+01	2.3930e+00			2.5466e+02
2021-04-06_02.00.00	9.2709e-02	2.7856e+01	1.9681e+00			2.5482e+02
2021-04-06_03.00.00	8.8080e-02	2.6723e+01	1.8817e+00			2.5576e+02
2021-04-06_04.00.00	8.3490e-02	2.5612e+01	1.7844e+00			2.5617e+02
2021-04-06_05.00.00	8.1095e-02	2.5005e+01	1.7479e+00			2.5586e+02
2021-04-06_06.00.00	8.7494e-02	2.6595e+01	1.8935e+00			2.5605e+02
2021-04-06_07.00.00	1.0205e-01	3.0046e+01	2.2380e+00			2.5432e+02
2021-04-06_08.00.00	1.1060e-01	3.2032e+01	2.4459e+00			2.5356e+02
2021-04-06_09.00.00	1.0860e-01	3.1595e+01	2.4074e+00			2.5422e+02
2021-04-06_10.00.00	1.0623e-01	3.1072e+01	2.3482e+00			2.5479e+02
2021-04-06_11.00.00	1.0610e-01	3.1057e+01	2.3461e+00			2.5384e+02
2021-04-06_12.00.00	1.0629e-01	3.1136e+01	2.3442e+00			2.5209e+02
