date	tau	Tb	pwv	lwp	iwp	o3
2021-04-02_18.00.00	4.4854e-02	1.5979e+01	9.1737e-01			2.5922e+02
2021-04-02_19.00.00	4.8469e-02	1.6910e+01	1.0094e+00		3.6060e-07	2.6033e+02
2021-04-02_20.00.00	5.2234e-02	1.7868e+01	1.1047e+00		1.4676e-03	2.6062e+02
2021-04-02_21.00.00	5.4763e-02	1.8533e+01	1.1605e+00			2.5999e+02
2021-04-02_22.00.00	5.7992e-02	1.9377e+01	1.2293e+00			2.5936e+02
2021-04-02_23.00.00	6.1243e-02	2.0191e+01	1.3052e+00			2.5805e+02
2021-04-03_00.00.00	5.0713e-02	1.7524e+01	1.0511e+00			2.5744e+02
2021-04-03_01.00.00	4.4128e-02	1.5833e+01	8.9045e-01			2.5713e+02
2021-04-03_02.00.00	3.9351e-02	1.4568e+01	7.7591e-01			2.5702e+02
2021-04-03_03.00.00	3.9335e-02	1.4546e+01	7.7569e-01			2.5831e+02
2021-04-03_04.00.00	3.9311e-02	1.4518e+01	7.7618e-01			2.5788e+02
2021-04-03_05.00.00	3.8755e-02	1.4370e+01	7.6038e-01			2.5813e+02
2021-04-03_06.00.00	3.9503e-02	1.4547e+01	7.8013e-01			2.5729e+02
2021-04-03_07.00.00	3.8144e-02	1.4188e+01	7.4649e-01		2.6500e-05	2.5588e+02
2021-04-03_08.00.00	3.7854e-02	1.4110e+01	7.3828e-01		3.5338e-05	2.5567e+02
2021-04-03_09.00.00	3.6852e-02	1.3844e+01	7.1320e-01		8.8340e-06	2.5518e+02
2021-04-03_10.00.00	3.6635e-02	1.3773e+01	7.1100e-01		1.7668e-05	2.5462e+02
2021-04-03_11.00.00	3.5471e-02	1.3468e+01	6.8203e-01		1.8028e-07	2.5681e+02
2021-04-03_12.00.00	3.4931e-02	1.3325e+01	6.6799e-01			2.5899e+02
2021-04-03_13.00.00	3.6034e-02	1.3638e+01	6.9154e-01			2.5801e+02
2021-04-03_14.00.00	3.6723e-02	1.3848e+01	7.0477e-01			2.5863e+02
2021-04-03_15.00.00	4.1512e-02	1.5089e+01	8.3158e-01			2.6226e+02
2021-04-03_16.00.00	4.7464e-02	1.6625e+01	9.8808e-01			2.6385e+02
2021-04-03_17.00.00	5.4108e-02	1.8334e+01	1.1583e+00			2.6178e+02
2021-04-03_18.00.00	5.9192e-02	1.9626e+01	1.2890e+00			2.5807e+02
2021-04-03_19.00.00	6.4819e-02	2.1060e+01	1.4296e+00			2.5709e+02
2021-04-03_20.00.00	7.2049e-02	2.2844e+01	1.6079e+00		2.3660e-07	2.5628e+02
2021-04-03_21.00.00	7.5648e-02	2.3713e+01	1.7010e+00		1.3478e-04	2.5696e+02
2021-04-03_22.00.00	8.4039e-02	2.5715e+01	1.9212e+00		7.7742e-04	2.5818e+02
2021-04-03_23.00.00	8.7465e-02	2.6522e+01	2.0061e+00		1.0837e-03	2.5817e+02
2021-04-04_00.00.00	8.7555e-02	2.6493e+01	2.0329e+00		5.1945e-03	2.5773e+02
2021-04-04_01.00.00	8.9923e-02	2.6955e+01	2.1265e+00		1.7491e-02	2.5747e+02
2021-04-04_02.00.00	1.1453e-01	3.2462e+01	2.7838e+00		5.4241e-02	2.5743e+02
2021-04-04_03.00.00	1.2105e-01	3.3969e+01	2.9436e+00		3.2969e-02	2.5650e+02
2021-04-04_04.00.00	1.2649e-01	3.5282e+01	3.0640e+00		3.0568e-02	2.5661e+02
2021-04-04_05.00.00	1.4300e-01	3.8984e+01	3.4361e+00		9.3153e-02	2.5535e+02
2021-04-04_06.00.00	1.3461e-01	3.7193e+01	3.2506e+00		3.1868e-02	2.5586e+02
2021-04-04_07.00.00	1.2913e-01	3.5953e+01	3.0982e+00		3.4904e-02	2.5541e+02
2021-04-04_08.00.00	1.2865e-01	3.5840e+01	3.0852e+00		1.0741e-02	2.5518e+02
2021-04-04_09.00.00	1.3026e-01	3.6142e+01	3.0960e+00		7.4818e-02	2.5398e+02
2021-04-04_10.00.00	1.3129e-01	3.6356e+01	3.1150e+00		8.8924e-02	2.5495e+02
2021-04-04_11.00.00	1.3238e-01	3.6598e+01	3.1513e+00		6.8118e-02	2.5582e+02
2021-04-04_12.00.00	1.3207e-01	3.6541e+01	3.1572e+00		3.3549e-02	2.5587e+02
2021-04-04_13.00.00	1.3004e-01	3.6133e+01	3.0922e+00		3.4329e-02	2.5525e+02
2021-04-04_14.00.00	1.3232e-01	3.6652e+01	3.1532e+00		1.7691e-02	2.5474e+02
2021-04-04_15.00.00	1.4096e-01	3.8501e+01	3.3289e+00		1.1164e-01	2.5595e+02
2021-04-04_16.00.00	1.3625e-01	3.7506e+01	3.2283e+00		5.5117e-02	2.5762e+02
2021-04-04_17.00.00	1.4556e-01	3.9526e+01	3.4680e+00		3.7194e-02	2.5837e+02
2021-04-04_18.00.00	1.4172e-01	3.8673e+01	3.3621e+00		3.8972e-02	2.5816e+02
2021-04-04_19.00.00	1.3899e-01	3.8103e+01	3.2925e+00		2.3305e-02	2.5753e+02
2021-04-04_20.00.00	1.4940e-01	4.0414e+01	3.5341e+00		2.3506e-02	2.5735e+02
2021-04-04_21.00.00	1.5970e-01	4.2572e+01	3.7883e+00		4.3555e-02	2.5789e+02
2021-04-04_22.00.00	1.6033e-01	4.2680e+01	3.7647e+00		1.3560e-01	2.5787e+02
2021-04-04_23.00.00	1.5440e-01	4.1458e+01	3.6191e+00		9.2243e-02	2.5857e+02
2021-04-05_00.00.00	1.4624e-01	3.9720e+01	3.4290e+00		5.0173e-02	2.5880e+02
2021-04-05_01.00.00	1.3906e-01	3.8156e+01	3.2835e+00		2.0714e-02	2.5742e+02
2021-04-05_02.00.00	1.3350e-01	3.6938e+01	3.1360e+00		6.7438e-03	2.5711e+02
2021-04-05_03.00.00	1.2324e-01	3.4629e+01	2.8832e+00		8.5764e-03	2.5929e+02
2021-04-05_04.00.00	1.0764e-01	3.1139e+01	2.4629e+00		6.6854e-03	2.5973e+02
2021-04-05_05.00.00	9.7811e-02	2.8861e+01	2.2234e+00		6.6488e-03	2.5925e+02
2021-04-05_06.00.00	8.9932e-02	2.7011e+01	2.0261e+00		2.4079e-03	2.5878e+02
2021-04-05_07.00.00	8.4068e-02	2.5600e+01	1.8812e+00		3.9396e-03	2.5805e+02
2021-04-05_08.00.00	7.9342e-02	2.4429e+01	1.7743e+00		4.6992e-03	2.5798e+02
2021-04-05_09.00.00	7.2739e-02	2.2807e+01	1.6182e+00		5.0621e-03	2.5843e+02
2021-04-05_10.00.00	7.2786e-02	2.2768e+01	1.6353e+00		5.3731e-03	2.5894e+02
2021-04-05_11.00.00	6.9845e-02	2.2051e+01	1.5618e+00		5.8220e-03	2.5823e+02
2021-04-05_12.00.00	6.7358e-02	2.1457e+01	1.4915e+00		1.1129e-02	2.5671e+02
2021-04-05_13.00.00	6.7776e-02	2.1539e+01	1.5087e+00		1.4017e-02	2.5670e+02
2021-04-05_14.00.00	6.6856e-02	2.1307e+01	1.4944e+00		1.3892e-02	2.5632e+02
2021-04-05_15.00.00	6.9982e-02	2.2050e+01	1.5826e+00		2.4338e-02	2.5511e+02
2021-04-05_16.00.00	7.3085e-02	2.2831e+01	1.6652e+00		1.9665e-02	2.5473e+02
2021-04-05_17.00.00	7.4817e-02	2.3276e+01	1.7070e+00		1.5266e-02	2.5440e+02
2021-04-05_18.00.00	7.4895e-02	2.3288e+01	1.7086e+00		2.2935e-02	2.5277e+02
2021-04-05_19.00.00	7.8417e-02	2.4120e+01	1.7962e+00		3.3993e-02	2.5153e+02
2021-04-05_20.00.00	8.2794e-02	2.5142e+01	1.9072e+00		3.4597e-02	2.5175e+02
2021-04-05_21.00.00	8.4775e-02	2.5586e+01	1.9799e+00		5.5431e-03	2.5267e+02
2021-04-05_22.00.00	8.9440e-02	2.6649e+01	2.0882e+00		3.3419e-02	2.5344e+02
2021-04-05_23.00.00	8.5910e-02	2.5864e+01	1.9952e+00		1.3478e-02	2.5357e+02
2021-04-06_00.00.00	9.2341e-02	2.7391e+01	2.1506e+00		9.8983e-03	2.5361e+02
2021-04-06_01.00.00	8.3526e-02	2.5419e+01	1.9172e+00		1.7848e-05	2.5490e+02
2021-04-06_02.00.00	1.0410e-01	3.0216e+01	2.4467e+00		2.4361e-04	2.5571e+02
2021-04-06_03.00.00	1.0587e-01	3.0752e+01	2.4563e+00			2.5457e+02
2021-04-06_04.00.00	1.0394e-01	3.0320e+01	2.3968e+00			2.5390e+02
2021-04-06_05.00.00	1.0606e-01	3.0789e+01	2.4458e+00			2.5466e+02
2021-04-06_06.00.00	1.1045e-01	3.1739e+01	2.5559e+00			2.5478e+02
2021-04-06_07.00.00	1.1367e-01	3.2468e+01	2.6279e+00			2.5462e+02
2021-04-06_08.00.00	1.1385e-01	3.2534e+01	2.6209e+00			2.5443e+02
2021-04-06_09.00.00	1.1084e-01	3.1882e+01	2.5379e+00			2.5520e+02
2021-04-06_10.00.00	1.0877e-01	3.1435e+01	2.4794e+00			2.5640e+02
2021-04-06_11.00.00	1.0825e-01	3.1349e+01	2.4636e+00			2.5585e+02
2021-04-06_12.00.00	1.0660e-01	3.1029e+01	2.4083e+00			2.5623e+02
2021-04-06_13.00.00	1.0581e-01	3.0954e+01	2.3598e+00			2.5517e+02
2021-04-06_14.00.00	1.0617e-01	3.1118e+01	2.3546e+00			2.5483e+02
2021-04-06_15.00.00	1.0431e-01	3.0682e+01	2.3256e+00			2.5297e+02
