date	tau	Tb	pwv	lwp	iwp	o3
2021-04-05_18.00.00	1.2778e-01	3.5881e+01	2.8926e+00		1.2900e-03	2.5729e+02
2021-04-05_19.00.00	1.1239e-01	3.2484e+01	2.4868e+00			2.5698e+02
2021-04-05_20.00.00	1.0594e-01	3.0989e+01	2.3263e+00			2.5678e+02
2021-04-05_21.00.00	1.1269e-01	3.2526e+01	2.4828e+00		4.3260e-07	2.5864e+02
2021-04-05_22.00.00	1.2212e-01	3.4658e+01	2.6988e+00		1.9349e-04	2.5959e+02
2021-04-05_23.00.00	1.3936e-01	3.8564e+01	3.0431e+00		1.2592e-04	2.5744e+02
2021-04-06_00.00.00	1.2351e-01	3.5010e+01	2.6750e+00			2.5632e+02
2021-04-06_01.00.00	9.9836e-02	2.9520e+01	2.1464e+00			2.5554e+02
2021-04-06_02.00.00	9.3046e-02	2.7864e+01	2.0112e+00			2.5637e+02
2021-04-06_03.00.00	8.6198e-02	2.6248e+01	1.8558e+00			2.5688e+02
2021-04-06_04.00.00	8.1643e-02	2.5159e+01	1.7514e+00			2.5591e+02
2021-04-06_05.00.00	7.2286e-02	2.2935e+01	1.5253e+00			2.5518e+02
2021-04-06_06.00.00	7.6923e-02	2.4046e+01	1.6439e+00			2.5457e+02
2021-04-06_07.00.00	9.6011e-02	2.8590e+01	2.1137e+00			2.5308e+02
2021-04-06_08.00.00	1.0525e-01	3.0768e+01	2.3356e+00			2.5310e+02
2021-04-06_09.00.00	1.1038e-01	3.1985e+01	2.4625e+00			2.5193e+02
2021-04-06_10.00.00	1.1364e-01	3.2782e+01	2.5358e+00			2.5285e+02
2021-04-06_11.00.00	1.1320e-01	3.2705e+01	2.5211e+00			2.5180e+02
2021-04-06_12.00.00	1.0757e-01	3.1467e+01	2.3728e+00			2.5102e+02
2021-04-06_13.00.00	1.0313e-01	3.0485e+01	2.2506e+00			2.5099e+02
2021-04-06_14.00.00	9.9606e-02	2.9703e+01	2.1690e+00			2.5164e+02
2021-04-06_15.00.00	1.0243e-01	3.0403e+01	2.2546e+00			2.5212e+02
2021-04-06_16.00.00	1.3056e-01	3.6883e+01	2.9663e+00			2.5176e+02
2021-04-06_17.00.00	1.3703e-01	3.8408e+01	3.1299e+00			2.5032e+02
2021-04-06_18.00.00	1.4269e-01	3.9696e+01	3.2614e+00			2.4936e+02
2021-04-06_19.00.00	1.4586e-01	4.0385e+01	3.3416e+00			2.4857e+02
2021-04-06_20.00.00	1.4932e-01	4.1126e+01	3.4360e+00			2.4766e+02
2021-04-06_21.00.00	1.4798e-01	4.0815e+01	3.3965e+00			2.4871e+02
2021-04-06_22.00.00	1.4633e-01	4.0425e+01	3.3605e+00			2.5160e+02
2021-04-06_23.00.00	1.4298e-01	3.9651e+01	3.2805e+00			2.5190e+02
2021-04-07_00.00.00	1.3020e-01	3.6776e+01	2.9865e+00		1.5594e-04	2.5166e+02
2021-04-07_01.00.00	1.2823e-01	3.6310e+01	2.9742e+00		1.0516e-03	2.5274e+02
2021-04-07_02.00.00	1.3177e-01	3.7123e+01	3.0760e+00		1.4206e-04	2.5245e+02
2021-04-07_03.00.00	1.2406e-01	3.5405e+01	2.8800e+00			2.5136e+02
2021-04-07_04.00.00	1.2516e-01	3.5701e+01	2.8982e+00			2.5153e+02
