date	tau	Tb	pwv	lwp	iwp	o3
2021-04-06_18.00.00	3.5852e-02	1.2702e+01	3.0290e-01		2.6990e-05	2.5797e+02
2021-04-06_19.00.00	3.5121e-02	1.2531e+01	2.8881e-01		2.9493e-05	2.6118e+02
2021-04-06_20.00.00	3.4543e-02	1.2394e+01	2.7871e-01		2.1314e-05	2.6361e+02
2021-04-06_21.00.00	3.3818e-02	1.2224e+01	2.6633e-01		1.3139e-05	2.6295e+02
2021-04-06_22.00.00	3.3156e-02	1.2067e+01	2.5509e-01		2.3089e-05	2.6244e+02
2021-04-06_23.00.00	3.2719e-02	1.1964e+01	2.4803e-01		3.2982e-05	2.6297e+02
2021-04-07_00.00.00	3.2459e-02	1.1900e+01	2.4369e-01		3.7888e-05	2.6378e+02
2021-04-07_01.00.00	3.2535e-02	1.1911e+01	2.4574e-01		5.7725e-05	2.6382e+02
2021-04-07_02.00.00	3.2438e-02	1.1886e+01	2.4413e-01		1.2320e-04	2.6347e+02
2021-04-07_03.00.00	3.2134e-02	1.1813e+01	2.3821e-01		1.3191e-04	2.6398e+02
2021-04-07_04.00.00	3.2036e-02	1.1787e+01	2.3609e-01		1.5725e-04	2.6456e+02
2021-04-07_05.00.00	3.2318e-02	1.1851e+01	2.4169e-01		1.4652e-04	2.6258e+02
2021-04-07_06.00.00	3.3126e-02	1.2037e+01	2.5746e-01		1.2681e-04	2.6095e+02
2021-04-07_07.00.00	3.4222e-02	1.2286e+01	2.7842e-01		1.5178e-04	2.6036e+02
2021-04-07_08.00.00	3.4987e-02	1.2460e+01	2.9247e-01		1.9664e-04	2.6128e+02
2021-04-07_09.00.00	3.5056e-02	1.2473e+01	2.9323e-01		2.7954e-04	2.6282e+02
2021-04-07_10.00.00	3.4894e-02	1.2431e+01	2.8903e-01		4.1892e-04	2.6437e+02
2021-04-07_11.00.00	3.4600e-02	1.2360e+01	2.8331e-01		4.1769e-04	2.6574e+02
2021-04-07_12.00.00	3.4357e-02	1.2300e+01	2.7817e-01		4.8987e-04	2.6604e+02
2021-04-07_13.00.00	3.4274e-02	1.2279e+01	2.7638e-01		5.0894e-04	2.6670e+02
2021-04-07_14.00.00	3.4235e-02	1.2266e+01	2.7521e-01		6.7216e-04	2.6877e+02
2021-04-07_15.00.00	3.4205e-02	1.2256e+01	2.7436e-01		4.8591e-04	2.7046e+02
2021-04-07_16.00.00	3.4210e-02	1.2255e+01	2.7406e-01		7.1788e-04	2.7016e+02
2021-04-07_17.00.00	3.4229e-02	1.2257e+01	2.7416e-01		7.8270e-04	2.6828e+02
2021-04-07_18.00.00	3.4334e-02	1.2282e+01	2.7626e-01		5.9468e-04	2.6575e+02
2021-04-07_19.00.00	3.4338e-02	1.2281e+01	2.7586e-01		8.4760e-04	2.6424e+02
2021-04-07_20.00.00	3.4397e-02	1.2293e+01	2.7610e-01		1.1700e-03	2.6564e+02
2021-04-07_21.00.00	3.4480e-02	1.2308e+01	2.7681e-01		1.0377e-03	2.7173e+02
2021-04-07_22.00.00	3.4566e-02	1.2329e+01	2.7802e-01		8.3864e-04	2.7550e+02
2021-04-07_23.00.00	3.4524e-02	1.2318e+01	2.7670e-01		1.0136e-03	2.7683e+02
2021-04-08_00.00.00	3.4517e-02	1.2316e+01	2.7617e-01		9.7620e-04	2.7646e+02
2021-04-08_01.00.00	3.4630e-02	1.2344e+01	2.7825e-01		7.3914e-04	2.7256e+02
2021-04-08_02.00.00	3.4634e-02	1.2341e+01	2.7836e-01		1.0773e-03	2.6850e+02
2021-04-08_03.00.00	3.4751e-02	1.2367e+01	2.8102e-01		1.0061e-03	2.6578e+02
2021-04-08_04.00.00	3.4890e-02	1.2397e+01	2.8428e-01		1.1278e-03	2.6230e+02
2021-04-08_05.00.00	3.5120e-02	1.2447e+01	2.8844e-01		1.6345e-03	2.6099e+02
2021-04-08_06.00.00	3.5391e-02	1.2510e+01	2.9355e-01		1.5383e-03	2.6192e+02
2021-04-08_07.00.00	3.5702e-02	1.2583e+01	2.9890e-01		1.4849e-03	2.6472e+02
2021-04-08_08.00.00	3.6066e-02	1.2668e+01	3.0473e-01		1.8228e-03	2.6589e+02
2021-04-08_09.00.00	3.6450e-02	1.2758e+01	3.1079e-01		2.8738e-03	2.6692e+02
2021-04-08_10.00.00	3.6652e-02	1.2804e+01	3.1335e-01		3.5175e-03	2.6891e+02
2021-04-08_11.00.00	3.6777e-02	1.2833e+01	3.1442e-01		3.9410e-03	2.6916e+02
2021-04-08_12.00.00	3.6936e-02	1.2872e+01	3.1599e-01		3.5020e-03	2.6990e+02
2021-04-08_13.00.00	3.7171e-02	1.2930e+01	3.1906e-01		3.8502e-03	2.7048e+02
2021-04-08_14.00.00	3.7527e-02	1.3015e+01	3.2529e-01		3.6080e-03	2.7015e+02
2021-04-08_15.00.00	3.7731e-02	1.3062e+01	3.2811e-01		4.8476e-03	2.6903e+02
2021-04-08_16.00.00	3.8133e-02	1.3159e+01	3.3549e-01		4.6655e-03	2.6697e+02
2021-04-08_17.00.00	3.8226e-02	1.3179e+01	3.3660e-01		5.7634e-03	2.6404e+02
2021-04-08_18.00.00	3.8483e-02	1.3241e+01	3.4114e-01		5.7823e-03	2.6552e+02
2021-04-08_19.00.00	3.8546e-02	1.3256e+01	3.4173e-01		5.6345e-03	2.6816e+02
2021-04-08_20.00.00	3.8532e-02	1.3252e+01	3.4063e-01		5.7746e-03	2.6756e+02
2021-04-08_21.00.00	3.8678e-02	1.3287e+01	3.4321e-01		5.4780e-03	2.6693e+02
2021-04-08_22.00.00	3.8889e-02	1.3334e+01	3.4739e-01		5.4530e-03	2.6613e+02
2021-04-08_23.00.00	3.9081e-02	1.3378e+01	3.5201e-01		4.1089e-03	2.6475e+02
2021-04-09_00.00.00	3.8962e-02	1.3351e+01	3.5015e-01		3.2158e-03	2.6446e+02
2021-04-09_01.00.00	3.8906e-02	1.3336e+01	3.4769e-01		4.8245e-03	2.6554e+02
2021-04-09_02.00.00	3.8876e-02	1.3331e+01	3.4774e-01		3.6935e-03	2.6617e+02
2021-04-09_03.00.00	3.8742e-02	1.3302e+01	3.4584e-01		2.8607e-03	2.6701e+02
2021-04-09_04.00.00	3.8521e-02	1.3248e+01	3.4149e-01		3.3359e-03	2.6829e+02
2021-04-09_05.00.00	3.8357e-02	1.3211e+01	3.3834e-01		3.6347e-03	2.6847e+02
2021-04-09_06.00.00	3.8291e-02	1.3195e+01	3.3596e-01		5.5165e-03	2.6780e+02
2021-04-09_07.00.00	3.8293e-02	1.3193e+01	3.3524e-01		6.3487e-03	2.6695e+02
2021-04-09_08.00.00	3.8392e-02	1.3213e+01	3.3632e-01		6.4507e-03	2.6694e+02
2021-04-09_09.00.00	3.8693e-02	1.3281e+01	3.4106e-01		6.9948e-03	2.6754e+02
2021-04-09_10.00.00	3.9056e-02	1.3367e+01	3.4720e-01		7.5965e-03	2.6728e+02
2021-04-09_11.00.00	3.9337e-02	1.3431e+01	3.5212e-01		7.8569e-03	2.6762e+02
2021-04-09_12.00.00	3.9504e-02	1.3469e+01	3.5507e-01		7.5167e-03	2.6846e+02
2021-04-09_13.00.00	3.9517e-02	1.3471e+01	3.5474e-01		7.2623e-03	2.6974e+02
2021-04-09_14.00.00	3.9474e-02	1.3461e+01	3.5350e-01		7.3232e-03	2.7053e+02
2021-04-09_15.00.00	3.9416e-02	1.3447e+01	3.5239e-01		7.0265e-03	2.7067e+02
2021-04-09_16.00.00	3.9311e-02	1.3419e+01	3.4966e-01		7.2362e-03	2.7174e+02
2021-04-09_17.00.00	3.9270e-02	1.3410e+01	3.4804e-01		7.8214e-03	2.7298e+02
2021-04-09_18.00.00	3.9173e-02	1.3386e+01	3.4502e-01		9.2429e-03	2.7382e+02
2021-04-09_19.00.00	3.9073e-02	1.3362e+01	3.4245e-01		9.6366e-03	2.7406e+02
2021-04-09_20.00.00	3.8980e-02	1.3340e+01	3.4036e-01		9.7283e-03	2.7326e+02
2021-04-09_21.00.00	3.8782e-02	1.3290e+01	3.3543e-01		1.0689e-02	2.7253e+02
2021-04-09_22.00.00	3.8726e-02	1.3276e+01	3.3426e-01		1.0214e-02	2.7136e+02
2021-04-09_23.00.00	3.8683e-02	1.3265e+01	3.3312e-01		9.4429e-03	2.7049e+02
2021-04-10_00.00.00	3.8622e-02	1.3250e+01	3.3150e-01		9.2524e-03	2.6935e+02
2021-04-10_01.00.00	3.8417e-02	1.3199e+01	3.2737e-01		9.2796e-03	2.7040e+02
2021-04-10_02.00.00	3.8260e-02	1.3162e+01	3.2486e-01		8.4265e-03	2.6953e+02
2021-04-10_03.00.00	3.8164e-02	1.3140e+01	3.2383e-01		7.2538e-03	2.6755e+02
2021-04-10_04.00.00	3.7980e-02	1.3097e+01	3.2107e-01		6.1789e-03	2.6628e+02
2021-04-10_05.00.00	3.7868e-02	1.3070e+01	3.1879e-01		5.9349e-03	2.6575e+02
2021-04-10_06.00.00	3.7653e-02	1.3019e+01	3.1483e-01		4.5300e-03	2.6628e+02
2021-04-10_07.00.00	3.7524e-02	1.2987e+01	3.1234e-01		3.5604e-03	2.6666e+02
2021-04-10_08.00.00	3.7317e-02	1.2938e+01	3.0903e-01		2.1653e-03	2.6601e+02
2021-04-10_09.00.00	3.7024e-02	1.2871e+01	3.0470e-01		1.3030e-03	2.6509e+02
2021-04-10_10.00.00	3.6678e-02	1.2789e+01	2.9856e-01		1.3113e-03	2.6465e+02
2021-04-10_11.00.00	3.6355e-02	1.2714e+01	2.9327e-01		9.3596e-04	2.6551e+02
2021-04-10_12.00.00	3.5989e-02	1.2629e+01	2.8737e-01		5.8119e-04	2.6835e+02
2021-04-10_13.00.00	3.5644e-02	1.2550e+01	2.8179e-01		4.1818e-04	2.7009e+02
2021-04-10_14.00.00	3.5289e-02	1.2464e+01	2.7538e-01		6.3429e-04	2.6912e+02
2021-04-10_15.00.00	3.4949e-02	1.2389e+01	2.7040e-01		2.1210e-04	2.7017e+02
2021-04-10_16.00.00	3.4586e-02	1.2306e+01	2.6479e-01		4.0798e-05	2.7251e+02
2021-04-10_17.00.00	3.4243e-02	1.2225e+01	2.5900e-01		1.6316e-05	2.7463e+02
2021-04-10_18.00.00	3.3993e-02	1.2167e+01	2.5491e-01		1.7131e-04	2.7620e+02
2021-04-10_19.00.00	3.3678e-02	1.2093e+01	2.4956e-01		2.6918e-04	2.7575e+02
2021-04-10_20.00.00	3.3453e-02	1.2041e+01	2.4613e-01		4.5074e-04	2.7541e+02
2021-04-10_21.00.00	3.3199e-02	1.1983e+01	2.4226e-01		2.8756e-04	2.7580e+02
2021-04-10_22.00.00	3.2984e-02	1.1934e+01	2.3916e-01		1.6928e-04	2.7460e+02
2021-04-10_23.00.00	3.2752e-02	1.1881e+01	2.3564e-01		2.3049e-04	2.7312e+02
2021-04-11_00.00.00	3.2580e-02	1.1842e+01	2.3288e-01		4.1201e-04	2.7262e+02
2021-04-11_01.00.00	3.2307e-02	1.1781e+01	2.2868e-01		1.8560e-04	2.7189e+02
2021-04-11_02.00.00	3.2157e-02	1.1747e+01	2.2646e-01		2.7736e-04	2.7180e+02
2021-04-11_03.00.00	3.2015e-02	1.1716e+01	2.2450e-01		2.0598e-04	2.7225e+02
2021-04-11_04.00.00	3.1980e-02	1.1710e+01	2.2457e-01		2.6716e-04	2.7310e+02
2021-04-11_05.00.00	3.2262e-02	1.1780e+01	2.3035e-01		2.2847e-04	2.7480e+02
2021-04-11_06.00.00	3.3574e-02	1.2088e+01	2.5377e-01		4.4252e-04	2.7499e+02
2021-04-11_07.00.00	3.5627e-02	1.2570e+01	2.8961e-01		1.4427e-03	2.7442e+02
2021-04-11_08.00.00	3.7253e-02	1.2952e+01	3.1678e-01		4.5415e-03	2.7492e+02
2021-04-11_09.00.00	3.7972e-02	1.3122e+01	3.2879e-01		8.9380e-03	2.7466e+02
2021-04-11_10.00.00	3.8478e-02	1.3244e+01	3.3813e-01		1.0911e-02	2.7488e+02
2021-04-11_11.00.00	3.8880e-02	1.3342e+01	3.4497e-01		1.3448e-02	2.7442e+02
2021-04-11_12.00.00	3.9256e-02	1.3434e+01	3.5142e-01		1.6829e-02	2.7283e+02
2021-04-11_13.00.00	3.9630e-02	1.3524e+01	3.5796e-01		1.9296e-02	2.7128e+02
2021-04-11_14.00.00	3.9949e-02	1.3602e+01	3.6440e-01		2.0310e-02	2.7063e+02
2021-04-11_15.00.00	4.0093e-02	1.3637e+01	3.6757e-01		1.9675e-02	2.7076e+02
2021-04-11_16.00.00	4.0222e-02	1.3669e+01	3.7082e-01		1.7661e-02	2.7111e+02
2021-04-11_17.00.00	4.0277e-02	1.3682e+01	3.7116e-01		1.7831e-02	2.7164e+02
2021-04-11_18.00.00	4.0355e-02	1.3701e+01	3.7150e-01		1.8387e-02	2.7133e+02
2021-04-11_21.00.00	4.0853e-02	1.3823e+01	3.7848e-01		1.5152e-02	2.6800e+02
2021-04-12_00.00.00	4.1340e-02	1.3942e+01	3.8404e-01		1.6498e-02	2.6599e+02
2021-04-12_03.00.00	4.2228e-02	1.4156e+01	4.0011e-01		1.4467e-02	2.6507e+02
2021-04-12_06.00.00	4.2860e-02	1.4309e+01	4.0854e-01		1.7848e-02	2.6579e+02
2021-04-12_09.00.00	4.3687e-02	1.4509e+01	4.2066e-01		2.0444e-02	2.6451e+02
2021-04-12_12.00.00	4.5353e-02	1.4899e+01	4.4622e-01		2.0463e-02	2.6396e+02
2021-04-12_15.00.00	4.4105e-02	1.4603e+01	4.2487e-01		2.5622e-02	2.6340e+02
2021-04-12_18.00.00	4.4141e-02	1.4609e+01	4.2790e-01		2.2924e-02	2.6347e+02
2021-04-12_21.00.00	4.3988e-02	1.4566e+01	4.2696e-01		2.2349e-02	2.6216e+02
2021-04-13_00.00.00	4.3345e-02	1.4407e+01	4.1650e-01		2.0739e-02	2.6120e+02
2021-04-13_03.00.00	4.2228e-02	1.4133e+01	3.9774e-01		1.3312e-02	2.6145e+02
2021-04-13_06.00.00	4.1256e-02	1.3898e+01	3.7855e-01		9.8542e-03	2.6257e+02
2021-04-13_09.00.00	4.0467e-02	1.3706e+01	3.6286e-01		6.9622e-03	2.6283e+02
2021-04-13_12.00.00	3.9839e-02	1.3554e+01	3.5020e-01		6.7564e-03	2.6349e+02
2021-04-13_15.00.00	3.9282e-02	1.3421e+01	3.3936e-01		6.4492e-03	2.6336e+02
2021-04-13_18.00.00	3.8904e-02	1.3328e+01	3.3143e-01		7.3204e-03	2.6397e+02
2021-04-13_21.00.00	3.8229e-02	1.3163e+01	3.1894e-01		7.4029e-03	2.6417e+02
2021-04-14_00.00.00	3.7645e-02	1.3019e+01	3.0700e-01		8.9665e-03	2.6507e+02
2021-04-14_03.00.00	3.6760e-02	1.2803e+01	2.9039e-01		8.6928e-03	2.6547e+02
2021-04-14_06.00.00	3.6119e-02	1.2645e+01	2.7888e-01		7.0073e-03	2.6796e+02
2021-04-14_09.00.00	3.5936e-02	1.2597e+01	2.7675e-01		5.1414e-03	2.7283e+02
2021-04-14_12.00.00	3.5916e-02	1.2592e+01	2.7665e-01		2.9972e-03	2.7220e+02
2021-04-14_15.00.00	3.5957e-02	1.2601e+01	2.7637e-01		2.9210e-03	2.7126e+02
2021-04-14_18.00.00	3.6028e-02	1.2615e+01	2.7651e-01		2.5928e-03	2.7040e+02
2021-04-14_21.00.00	3.6202e-02	1.2656e+01	2.7955e-01		1.7281e-03	2.7235e+02
2021-04-15_00.00.00	3.6285e-02	1.2675e+01	2.8016e-01		2.0810e-03	2.7158e+02
2021-04-15_03.00.00	3.6260e-02	1.2672e+01	2.8019e-01		8.6610e-04	2.7195e+02
2021-04-15_06.00.00	3.6229e-02	1.2663e+01	2.7928e-01		7.6539e-04	2.7074e+02
2021-04-15_09.00.00	3.6180e-02	1.2651e+01	2.7878e-01		8.1386e-04	2.7144e+02
2021-04-15_12.00.00	3.6088e-02	1.2629e+01	2.7750e-01		1.2696e-03	2.7164e+02
2021-04-15_15.00.00	3.5804e-02	1.2560e+01	2.7356e-01		1.0141e-03	2.7350e+02
2021-04-15_18.00.00	3.5480e-02	1.2479e+01	2.6734e-01		3.4399e-03	2.7233e+02
2021-04-15_21.00.00	3.5078e-02	1.2387e+01	2.6233e-01		9.3657e-04	2.7094e+02
2021-04-16_00.00.00	3.4745e-02	1.2307e+01	2.5723e-01		1.1934e-03	2.6860e+02
2021-04-16_03.00.00	3.4402e-02	1.2226e+01	2.5183e-01		1.2030e-03	2.6729e+02
2021-04-16_06.00.00	3.3960e-02	1.2126e+01	2.4429e-01		9.1369e-04	2.6879e+02
2021-04-16_09.00.00	3.3361e-02	1.1992e+01	2.3427e-01		7.4994e-04	2.7202e+02
2021-04-16_12.00.00	3.3670e-02	1.2063e+01	2.4104e-01		7.1413e-04	2.7141e+02
2021-04-16_15.00.00	3.4364e-02	1.2232e+01	2.5519e-01		1.0519e-03	2.7140e+02
2021-04-16_18.00.00	3.6017e-02	1.2623e+01	2.8614e-01		2.4417e-03	2.6872e+02
2021-04-16_21.00.00	3.7279e-02	1.2925e+01	3.0710e-01		6.8421e-03	2.6879e+02
2021-04-17_00.00.00	3.8342e-02	1.3175e+01	3.2548e-01		7.9303e-03	2.6826e+02
2021-04-17_03.00.00	3.8595e-02	1.3235e+01	3.2972e-01		9.0874e-03	2.6608e+02
2021-04-17_06.00.00	3.8810e-02	1.3288e+01	3.3197e-01		1.1016e-02	2.6525e+02
2021-04-17_09.00.00	3.8868e-02	1.3307e+01	3.3422e-01		6.6715e-03	2.6425e+02
2021-04-17_12.00.00	3.8734e-02	1.3280e+01	3.3237e-01		4.7206e-03	2.6466e+02
2021-04-17_15.00.00	3.7851e-02	1.3080e+01	3.1916e-01		6.0693e-05	2.6434e+02
2021-04-17_18.00.00	3.7337e-02	1.2962e+01	3.0971e-01		2.9370e-04	2.6459e+02
2021-04-17_21.00.00	3.6477e-02	1.2769e+01	2.9493e-01		3.2632e-05	2.6373e+02
