date	tau	Tb	pwv	lwp	iwp	o3
2021-04-02_18.00.00	3.4585e-02	1.2500e+01	3.0122e-01		4.7845e-06	2.6089e+02
2021-04-02_19.00.00	3.5212e-02	1.2654e+01	3.0916e-01		2.3793e-06	2.6137e+02
2021-04-02_20.00.00	3.7305e-02	1.3149e+01	3.4658e-01			2.6146e+02
2021-04-02_21.00.00	3.9241e-02	1.3597e+01	3.8227e-01		1.8916e-05	2.6112e+02
2021-04-02_22.00.00	3.6643e-02	1.2978e+01	3.3518e-01		2.6038e-04	2.6199e+02
2021-04-02_23.00.00	3.7739e-02	1.3233e+01	3.5229e-01		5.8775e-04	2.6326e+02
2021-04-03_00.00.00	4.2406e-02	1.4311e+01	4.3676e-01		2.8527e-03	2.6586e+02
2021-04-03_01.00.00	4.3624e-02	1.4583e+01	4.5835e-01		4.9593e-03	2.6686e+02
2021-04-03_02.00.00	4.2906e-02	1.4415e+01	4.4458e-01		3.2652e-03	2.6879e+02
2021-04-03_03.00.00	4.2178e-02	1.4242e+01	4.3056e-01		1.9784e-03	2.7066e+02
2021-04-03_04.00.00	4.1270e-02	1.4023e+01	4.1211e-01		1.6433e-03	2.7176e+02
2021-04-03_05.00.00	4.0371e-02	1.3808e+01	3.9419e-01		1.1159e-03	2.7210e+02
2021-04-03_06.00.00	3.9682e-02	1.3638e+01	3.8037e-01		7.4207e-04	2.7269e+02
2021-04-03_07.00.00	3.9050e-02	1.3478e+01	3.6802e-01		6.7559e-04	2.7320e+02
2021-04-03_08.00.00	3.8494e-02	1.3336e+01	3.5735e-01		7.0327e-04	2.7379e+02
2021-04-03_09.00.00	3.8002e-02	1.3209e+01	3.4779e-01		8.1512e-04	2.7324e+02
2021-04-03_10.00.00	3.7511e-02	1.3085e+01	3.3813e-01		1.2757e-03	2.7253e+02
2021-04-03_11.00.00	3.7006e-02	1.2960e+01	3.2796e-01		2.4143e-03	2.7189e+02
2021-04-03_12.00.00	3.6599e-02	1.2860e+01	3.1994e-01		2.8153e-03	2.7084e+02
2021-04-03_13.00.00	3.6411e-02	1.2810e+01	3.1573e-01		3.4350e-03	2.7019e+02
2021-04-03_14.00.00	3.6424e-02	1.2805e+01	3.1513e-01		4.3027e-03	2.6943e+02
2021-04-03_15.00.00	3.6331e-02	1.2779e+01	3.1305e-01		5.1405e-03	2.6935e+02
2021-04-03_16.00.00	3.6326e-02	1.2776e+01	3.1287e-01		5.3718e-03	2.6953e+02
2021-04-03_17.00.00	3.6371e-02	1.2784e+01	3.1369e-01		5.2738e-03	2.6970e+02
2021-04-03_18.00.00	3.6335e-02	1.2774e+01	3.1283e-01		5.4854e-03	2.7020e+02
2021-04-03_19.00.00	3.6399e-02	1.2788e+01	3.1406e-01		5.3204e-03	2.7033e+02
2021-04-03_20.00.00	3.6308e-02	1.2766e+01	3.1251e-01		4.9459e-03	2.6948e+02
2021-04-03_21.00.00	3.6268e-02	1.2756e+01	3.1134e-01		4.9502e-03	2.6874e+02
2021-04-03_22.00.00	3.6165e-02	1.2730e+01	3.0932e-01		4.8434e-03	2.6833e+02
2021-04-03_23.00.00	3.6007e-02	1.2694e+01	3.0660e-01		5.1683e-03	2.6842e+02
2021-04-04_00.00.00	3.6092e-02	1.2713e+01	3.0862e-01		5.3799e-03	2.6789e+02
2021-04-04_01.00.00	3.6179e-02	1.2732e+01	3.1090e-01		5.3166e-03	2.6753e+02
2021-04-04_02.00.00	3.6310e-02	1.2763e+01	3.1388e-01		5.4837e-03	2.6778e+02
2021-04-04_03.00.00	3.6514e-02	1.2809e+01	3.1726e-01		6.6912e-03	2.6882e+02
2021-04-04_04.00.00	3.6782e-02	1.2874e+01	3.2151e-01		8.4407e-03	2.6952e+02
2021-04-04_05.00.00	3.6643e-02	1.2845e+01	3.1910e-01		6.0317e-03	2.7002e+02
2021-04-04_06.00.00	3.6359e-02	1.2782e+01	3.1345e-01		4.2671e-03	2.6909e+02
2021-04-04_07.00.00	3.5922e-02	1.2683e+01	3.0477e-01		2.8270e-03	2.6834e+02
2021-04-04_08.00.00	3.5669e-02	1.2628e+01	3.0024e-01		1.9380e-03	2.6731e+02
2021-04-04_09.00.00	3.6543e-02	1.2833e+01	3.1739e-01		2.5279e-03	2.6606e+02
2021-04-04_10.00.00	3.7716e-02	1.3105e+01	3.3680e-01		8.8700e-03	2.6430e+02
2021-04-04_11.00.00	3.7809e-02	1.3125e+01	3.3681e-01		1.1519e-02	2.6323e+02
2021-04-04_12.00.00	3.8011e-02	1.3173e+01	3.3966e-01		1.1778e-02	2.6361e+02
2021-04-04_13.00.00	3.8140e-02	1.3203e+01	3.4133e-01		1.1844e-02	2.6550e+02
2021-04-04_14.00.00	3.8287e-02	1.3239e+01	3.4427e-01		1.0198e-02	2.6610e+02
2021-04-04_15.00.00	3.8421e-02	1.3271e+01	3.4744e-01		8.1222e-03	2.6635e+02
2021-04-04_16.00.00	3.8495e-02	1.3287e+01	3.4816e-01		7.4905e-03	2.6682e+02
2021-04-04_17.00.00	3.8603e-02	1.3313e+01	3.5009e-01		6.5255e-03	2.6681e+02
2021-04-04_18.00.00	3.8578e-02	1.3308e+01	3.4943e-01		5.4393e-03	2.6658e+02
2021-04-04_19.00.00	3.8589e-02	1.3313e+01	3.4905e-01		4.5098e-03	2.6715e+02
2021-04-04_20.00.00	3.8538e-02	1.3303e+01	3.4716e-01		4.4594e-03	2.6803e+02
2021-04-04_21.00.00	3.8729e-02	1.3352e+01	3.4976e-01		4.6341e-03	2.6813e+02
2021-04-04_22.00.00	3.8769e-02	1.3367e+01	3.5084e-01		3.1422e-03	2.6859e+02
2021-04-04_23.00.00	3.8683e-02	1.3349e+01	3.4872e-01		3.3558e-03	2.7007e+02
2021-04-05_00.00.00	3.8740e-02	1.3362e+01	3.4953e-01		3.2353e-03	2.7159e+02
2021-04-05_01.00.00	3.8788e-02	1.3376e+01	3.5016e-01		3.3094e-03	2.7145e+02
2021-04-05_02.00.00	3.8717e-02	1.3359e+01	3.4841e-01		3.1810e-03	2.7155e+02
2021-04-05_03.00.00	3.8708e-02	1.3360e+01	3.4816e-01		2.5217e-03	2.7139e+02
2021-04-05_04.00.00	3.8602e-02	1.3342e+01	3.4658e-01		1.8598e-03	2.7005e+02
2021-04-05_05.00.00	3.8585e-02	1.3339e+01	3.4542e-01		1.9330e-03	2.6738e+02
2021-04-05_06.00.00	3.8400e-02	1.3298e+01	3.4226e-01		1.4712e-03	2.6631e+02
2021-04-05_07.00.00	3.8281e-02	1.3272e+01	3.4044e-01		1.3779e-03	2.6701e+02
2021-04-05_08.00.00	3.8268e-02	1.3268e+01	3.4101e-01		1.5258e-03	2.6844e+02
2021-04-05_09.00.00	3.8316e-02	1.3275e+01	3.4316e-01		1.3231e-03	2.6934e+02
2021-04-05_10.00.00	3.8388e-02	1.3291e+01	3.4632e-01		1.2456e-03	2.6750e+02
2021-04-05_11.00.00	3.8391e-02	1.3289e+01	3.4772e-01		1.2998e-03	2.6415e+02
2021-04-05_12.00.00	3.8429e-02	1.3296e+01	3.4934e-01		1.4260e-03	2.6154e+02
