date	tau	Tb	pwv	lwp	iwp	o3
2021-04-05_12.00.00	3.9318e-02	1.3497e+01	3.6221e-01		1.9914e-03	2.5702e+02
2021-04-05_13.00.00	3.9290e-02	1.3491e+01	3.6156e-01		1.6921e-03	2.5987e+02
2021-04-05_14.00.00	3.9252e-02	1.3483e+01	3.6144e-01		1.0522e-03	2.6159e+02
2021-04-05_15.00.00	3.9323e-02	1.3499e+01	3.6293e-01		9.0364e-04	2.6213e+02
2021-04-05_16.00.00	3.9397e-02	1.3515e+01	3.6424e-01		1.1702e-03	2.6304e+02
2021-04-05_17.00.00	3.9481e-02	1.3534e+01	3.6590e-01		1.1405e-03	2.6478e+02
2021-04-05_18.00.00	3.9448e-02	1.3523e+01	3.6522e-01		9.6999e-04	2.6682e+02
2021-04-05_19.00.00	3.9373e-02	1.3505e+01	3.6402e-01		6.7929e-04	2.6849e+02
2021-04-05_20.00.00	3.9125e-02	1.3445e+01	3.5932e-01		6.7076e-04	2.6927e+02
2021-04-05_21.00.00	3.8930e-02	1.3398e+01	3.5521e-01		6.5648e-04	2.7067e+02
2021-04-05_22.00.00	3.8844e-02	1.3378e+01	3.5362e-01		2.7353e-04	2.7155e+02
2021-04-05_23.00.00	3.8709e-02	1.3349e+01	3.5146e-01		1.3258e-04	2.7174e+02
2021-04-06_00.00.00	3.8627e-02	1.3333e+01	3.5022e-01		1.6470e-04	2.7234e+02
2021-04-06_01.00.00	3.8486e-02	1.3299e+01	3.4816e-01		1.7774e-04	2.7253e+02
2021-04-06_02.00.00	3.8529e-02	1.3306e+01	3.4941e-01		1.7718e-04	2.7286e+02
2021-04-06_03.00.00	3.8556e-02	1.3314e+01	3.5144e-01		1.3630e-04	2.7190e+02
2021-04-06_04.00.00	3.8565e-02	1.3313e+01	3.5188e-01		1.5733e-04	2.7033e+02
2021-04-06_05.00.00	3.8498e-02	1.3298e+01	3.5106e-01		1.2798e-04	2.6988e+02
2021-04-06_06.00.00	3.8462e-02	1.3290e+01	3.5076e-01		9.6083e-05	2.6979e+02
2021-04-06_07.00.00	3.8367e-02	1.3271e+01	3.4953e-01		8.2375e-05	2.6933e+02
2021-04-06_08.00.00	3.8182e-02	1.3226e+01	3.4646e-01		1.3730e-04	2.6960e+02
2021-04-06_09.00.00	3.8032e-02	1.3191e+01	3.4406e-01		1.1818e-04	2.6892e+02
2021-04-06_10.00.00	3.7956e-02	1.3174e+01	3.4297e-01		8.2281e-05	2.6736e+02
2021-04-06_11.00.00	3.7866e-02	1.3155e+01	3.4190e-01		8.4171e-05	2.6534e+02
2021-04-06_12.00.00	3.7703e-02	1.3118e+01	3.3930e-01		1.1484e-04	2.6565e+02
2021-04-06_13.00.00	3.7549e-02	1.3079e+01	3.3647e-01		1.2790e-04	2.6563e+02
2021-04-06_14.00.00	3.7390e-02	1.3040e+01	3.3397e-01		1.5821e-04	2.6615e+02
2021-04-06_15.00.00	3.7488e-02	1.3061e+01	3.3637e-01		7.9536e-05	2.6715e+02
2021-04-06_16.00.00	3.7529e-02	1.3070e+01	3.3769e-01		4.8401e-05	2.6861e+02
2021-04-06_17.00.00	3.7662e-02	1.3103e+01	3.4099e-01		8.0991e-05	2.6910e+02
2021-04-06_18.00.00	3.7838e-02	1.3140e+01	3.4322e-01		5.0666e-04	2.6927e+02
2021-04-06_19.00.00	3.7821e-02	1.3136e+01	3.4228e-01		6.9439e-04	2.6861e+02
2021-04-06_20.00.00	3.7665e-02	1.3102e+01	3.3953e-01		3.9754e-04	2.6848e+02
2021-04-06_21.00.00	3.7691e-02	1.3107e+01	3.3999e-01		1.3552e-04	2.6535e+02
2021-04-06_22.00.00	3.7711e-02	1.3110e+01	3.4084e-01		2.6085e-04	2.5907e+02
2021-04-06_23.00.00	3.7722e-02	1.3111e+01	3.4114e-01		6.1162e-04	2.5773e+02
2021-04-07_00.00.00	3.7789e-02	1.3127e+01	3.4225e-01		4.3101e-04	2.6029e+02
2021-04-07_01.00.00	3.7933e-02	1.3156e+01	3.4381e-01		8.1735e-04	2.6498e+02
2021-04-07_02.00.00	3.7923e-02	1.3153e+01	3.4335e-01		1.2270e-03	2.6787e+02
2021-04-07_03.00.00	3.7905e-02	1.3149e+01	3.4335e-01		6.3727e-04	2.7005e+02
2021-04-07_04.00.00	3.7801e-02	1.3120e+01	3.4125e-01		2.7864e-04	2.7332e+02
2021-04-07_05.00.00	3.7720e-02	1.3100e+01	3.3991e-01		2.0820e-04	2.7500e+02
2021-04-07_06.00.00	3.7689e-02	1.3091e+01	3.3969e-01		2.1137e-04	2.7532e+02
2021-04-07_07.00.00	3.7662e-02	1.3080e+01	3.3947e-01		2.0109e-04	2.7564e+02
2021-04-07_08.00.00	3.7794e-02	1.3107e+01	3.4237e-01		2.3480e-04	2.7663e+02
2021-04-07_09.00.00	3.7875e-02	1.3121e+01	3.4416e-01		5.2829e-04	2.7745e+02
2021-04-07_10.00.00	3.7820e-02	1.3103e+01	3.4311e-01		1.2096e-03	2.7884e+02
2021-04-07_11.00.00	3.7893e-02	1.3118e+01	3.4479e-01		7.8213e-04	2.8040e+02
2021-04-07_12.00.00	3.7855e-02	1.3104e+01	3.4359e-01		2.2495e-03	2.8173e+02
2021-04-07_13.00.00	3.7683e-02	1.3061e+01	3.4038e-01		2.5584e-03	2.8241e+02
2021-04-07_14.00.00	3.7627e-02	1.3044e+01	3.3911e-01		3.2804e-03	2.8238e+02
2021-04-07_15.00.00	3.7496e-02	1.3011e+01	3.3589e-01		4.1795e-03	2.8186e+02
2021-04-07_16.00.00	3.7480e-02	1.3005e+01	3.3516e-01		4.2104e-03	2.8070e+02
2021-04-07_17.00.00	3.7447e-02	1.2997e+01	3.3479e-01		3.3636e-03	2.7933e+02
2021-04-07_18.00.00	3.7372e-02	1.2979e+01	3.3399e-01		1.6514e-03	2.7762e+02
2021-04-07_19.00.00	3.7204e-02	1.2935e+01	3.2973e-01		3.3719e-03	2.7458e+02
2021-04-07_20.00.00	3.7223e-02	1.2940e+01	3.2938e-01		3.9219e-03	2.7142e+02
2021-04-07_21.00.00	3.7265e-02	1.2950e+01	3.2978e-01		3.9909e-03	2.7046e+02
2021-04-07_22.00.00	3.7239e-02	1.2942e+01	3.2877e-01		4.0372e-03	2.6910e+02
2021-04-07_23.00.00	3.7312e-02	1.2959e+01	3.2943e-01		4.6004e-03	2.6772e+02
2021-04-08_00.00.00	3.7279e-02	1.2951e+01	3.2828e-01		4.7871e-03	2.6833e+02
2021-04-08_01.00.00	3.7329e-02	1.2963e+01	3.2871e-01		4.4924e-03	2.6970e+02
2021-04-08_02.00.00	3.7329e-02	1.2961e+01	3.2727e-01		5.7421e-03	2.6976e+02
2021-04-08_03.00.00	3.7350e-02	1.2966e+01	3.2732e-01		5.2531e-03	2.6958e+02
2021-04-08_04.00.00	3.7367e-02	1.2970e+01	3.2738e-01		4.9482e-03	2.6954e+02
2021-04-08_05.00.00	3.7437e-02	1.2987e+01	3.2775e-01		5.2978e-03	2.6970e+02
2021-04-08_06.00.00	3.7445e-02	1.2988e+01	3.2696e-01		5.4072e-03	2.7034e+02
2021-04-08_07.00.00	3.7525e-02	1.3007e+01	3.2758e-01		6.1915e-03	2.7083e+02
2021-04-08_08.00.00	3.7570e-02	1.3018e+01	3.2770e-01		6.2377e-03	2.7230e+02
2021-04-08_09.00.00	3.7623e-02	1.3030e+01	3.2857e-01		5.2547e-03	2.7376e+02
2021-04-08_10.00.00	3.7623e-02	1.3027e+01	3.2697e-01		6.6426e-03	2.7380e+02
2021-04-08_11.00.00	3.7734e-02	1.3054e+01	3.2874e-01		6.4522e-03	2.7351e+02
2021-04-08_12.00.00	3.7821e-02	1.3074e+01	3.2963e-01		6.0296e-03	2.7393e+02
