date	tau	Tb	pwv	lwp	iwp	o3
2021-04-06_00.00.00	1.4750e-01	4.0839e+01	3.0945e+00		1.4564e-05	3.0594e+02
2021-04-06_01.00.00	1.4267e-01	3.9749e+01	2.9807e+00		1.4775e-03	3.0387e+02
2021-04-06_02.00.00	1.1649e-01	3.3727e+01	2.3778e+00		8.6503e-03	3.0330e+02
2021-04-06_03.00.00	9.2118e-02	2.7714e+01	1.8524e+00		1.0351e-02	3.0271e+02
2021-04-06_04.00.00	1.0049e-01	2.9462e+01	2.1007e+00		1.5100e-03	3.0266e+02
2021-04-06_05.00.00	1.1814e-01	3.3592e+01	2.5184e+00		5.3174e-05	3.0133e+02
2021-04-06_06.00.00	1.4572e-01	4.0031e+01	3.1297e+00		6.9772e-06	2.9995e+02
2021-04-06_07.00.00	1.6997e-01	4.5576e+01	3.6534e+00		3.3240e-04	2.9890e+02
2021-04-06_08.00.00	1.5727e-01	4.2650e+01	3.3993e+00		5.4557e-03	2.9742e+02
2021-04-06_09.00.00	1.5507e-01	4.1918e+01	3.3956e+00		1.9562e-02	2.9765e+02
2021-04-06_10.00.00	1.5000e-01	4.0685e+01	3.3096e+00		8.0176e-03	2.9815e+02
2021-04-06_11.00.00	1.4794e-01	4.0203e+01	3.2639e+00		1.3056e-03	2.9990e+02
2021-04-06_12.00.00	1.4696e-01	3.9991e+01	3.2492e+00		1.2170e-03	2.9956e+02
2021-04-06_13.00.00	1.3710e-01	3.7718e+01	3.0186e+00		3.0990e-03	2.9642e+02
2021-04-06_14.00.00	1.2282e-01	3.4491e+01	2.6687e+00		8.9947e-04	2.9530e+02
2021-04-06_15.00.00	1.1666e-01	3.3062e+01	2.5225e+00		2.3381e-03	2.9552e+02
2021-04-06_16.00.00	1.3187e-01	3.6620e+01	2.8510e+00		4.0261e-04	2.9816e+02
2021-04-06_17.00.00	1.2034e-01	3.3985e+01	2.5848e+00		2.6913e-03	2.9839e+02
2021-04-06_18.00.00	1.1887e-01	3.3676e+01	2.5336e+00		1.6806e-03	2.9805e+02
2021-04-06_19.00.00	1.3577e-01	3.7576e+01	2.9206e+00		4.4079e-03	2.9566e+02
2021-04-06_20.00.00	1.5756e-01	4.2548e+01	3.4136e+00		1.1605e-02	2.9446e+02
2021-04-06_21.00.00	1.5806e-01	4.2730e+01	3.4319e+00		8.1932e-03	2.9292e+02
2021-04-06_22.00.00	1.6134e-01	4.3378e+01	3.5361e+00		4.3129e-03	2.9096e+02
2021-04-06_23.00.00	1.5674e-01	4.2411e+01	3.4306e+00		1.1862e-03	2.9016e+02
2021-04-07_00.00.00	1.5504e-01	4.2061e+01	3.3801e+00		3.7577e-03	2.9041e+02
2021-04-07_01.00.00	1.4190e-01	3.9107e+01	3.0836e+00		2.1315e-03	2.9227e+02
2021-04-07_02.00.00	1.2636e-01	3.5543e+01	2.7250e+00		3.0800e-03	2.9069e+02
2021-04-07_03.00.00	1.3806e-01	3.8308e+01	2.9721e+00		7.5594e-03	2.8857e+02
2021-04-07_04.00.00	1.4573e-01	4.0157e+01	3.1139e+00		6.1759e-03	2.8731e+02
2021-04-07_05.00.00	1.4275e-01	3.9442e+01	3.0500e+00		4.1312e-03	2.8750e+02
2021-04-07_06.00.00	1.4262e-01	3.9354e+01	3.0533e+00		3.8279e-03	2.8742e+02
2021-04-07_07.00.00	1.3834e-01	3.8402e+01	2.9508e+00		6.1398e-04	2.8848e+02
2021-04-07_08.00.00	1.2691e-01	3.5829e+01	2.6794e+00		1.5414e-04	2.8906e+02
2021-04-07_09.00.00	1.1368e-01	3.2799e+01	2.3587e+00		5.8461e-05	2.8995e+02
2021-04-07_10.00.00	1.1285e-01	3.2566e+01	2.3521e+00		7.6675e-04	2.9072e+02
2021-04-07_11.00.00	1.1524e-01	3.3107e+01	2.4111e+00		4.9006e-05	2.9249e+02
2021-04-07_12.00.00	1.1963e-01	3.4097e+01	2.5293e+00		1.4534e-03	2.9230e+02
2021-04-07_13.00.00	1.2477e-01	3.5305e+01	2.6530e+00		1.7288e-03	2.9021e+02
2021-04-07_14.00.00	1.3114e-01	3.6799e+01	2.7935e+00		1.7132e-05	2.8911e+02
2021-04-07_15.00.00	1.3439e-01	3.7634e+01	2.8386e+00		5.8140e-05	2.8832e+02
2021-04-07_16.00.00	1.4028e-01	3.9025e+01	2.9658e+00			2.8767e+02
2021-04-07_17.00.00	1.4560e-01	4.0225e+01	3.0894e+00			2.8783e+02
2021-04-07_18.00.00	1.5090e-01	4.1441e+01	3.1961e+00			2.8913e+02
2021-04-07_19.00.00	1.6588e-01	4.4786e+01	3.5347e+00			2.9156e+02
2021-04-07_20.00.00	1.7860e-01	4.7628e+01	3.8167e+00		4.4380e-05	2.9091e+02
2021-04-07_21.00.00	1.8368e-01	4.8800e+01	3.9114e+00			2.9111e+02
2021-04-07_22.00.00	1.9096e-01	5.0413e+01	4.0752e+00		1.7072e-06	2.9069e+02
2021-04-07_23.00.00	1.9412e-01	5.1222e+01	4.1087e+00		2.5460e-05	2.9143e+02
2021-04-08_00.00.00	1.9521e-01	5.1562e+01	4.1227e+00		5.2120e-05	2.9308e+02
2021-04-08_01.00.00	2.0284e-01	5.3187e+01	4.2958e+00			2.9428e+02
2021-04-08_02.00.00	2.0826e-01	5.4298e+01	4.4296e+00			2.9469e+02
2021-04-08_03.00.00	2.0834e-01	5.4282e+01	4.4336e+00			2.9479e+02
2021-04-08_04.00.00	2.1489e-01	5.5735e+01	4.5387e+00			2.9538e+02
2021-04-08_05.00.00	2.3760e-01	6.0478e+01	5.0311e+00			2.9507e+02
2021-04-08_06.00.00	2.5080e-01	6.3305e+01	5.2884e+00			2.9648e+02
2021-04-08_07.00.00	2.6880e-01	6.6898e+01	5.6536e+00		8.3320e-06	2.9489e+02
2021-04-08_08.00.00	2.5460e-01	6.4110e+01	5.3103e+00		8.4060e-05	2.9051e+02
2021-04-08_09.00.00	2.4139e-01	6.1490e+01	4.9936e+00		1.0600e-05	2.8849e+02
2021-04-08_10.00.00	2.3145e-01	5.9564e+01	4.7219e+00			2.8716e+02
2021-04-08_11.00.00	2.3317e-01	5.9816e+01	4.7855e+00			2.8718e+02
2021-04-08_12.00.00	2.3735e-01	6.0678e+01	4.8740e+00			2.8707e+02
2021-04-08_13.00.00	2.3239e-01	5.9686e+01	4.7423e+00			2.8679e+02
2021-04-08_14.00.00	2.3583e-01	6.0371e+01	4.8135e+00			2.8352e+02
2021-04-08_15.00.00	2.3805e-01	6.0803e+01	4.8596e+00			2.8262e+02
2021-04-08_16.00.00	2.3068e-01	5.9265e+01	4.6989e+00			2.8253e+02
2021-04-08_17.00.00	2.1900e-01	5.6823e+01	4.4392e+00			2.8392e+02
2021-04-08_18.00.00	2.0545e-01	5.3995e+01	4.1276e+00			2.8407e+02
2021-04-08_19.00.00	1.9702e-01	5.2234e+01	3.9193e+00			2.8634e+02
2021-04-08_20.00.00	1.9623e-01	5.2015e+01	3.9302e+00			2.8800e+02
2021-04-08_21.00.00	1.8537e-01	4.9644e+01	3.7195e+00			2.8574e+02
2021-04-08_22.00.00	1.8269e-01	4.8996e+01	3.6901e+00		3.8182e-03	2.8686e+02
2021-04-08_23.00.00	1.7312e-01	4.6965e+01	3.4615e+00		1.6478e-05	2.8772e+02
2021-04-09_00.00.00	1.7124e-01	4.6559e+01	3.4107e+00		7.1840e-06	2.9110e+02
2021-04-09_01.00.00	1.5131e-01	4.2043e+01	3.0138e+00			2.9257e+02
2021-04-09_02.00.00	1.3061e-01	3.7290e+01	2.5664e+00			2.9679e+02
2021-04-09_03.00.00	1.2122e-01	3.5115e+01	2.3580e+00			2.9630e+02
2021-04-09_04.00.00	1.1651e-01	3.4023e+01	2.2445e+00			2.9473e+02
2021-04-09_05.00.00	1.1404e-01	3.3440e+01	2.1751e+00			2.9385e+02
2021-04-09_06.00.00	1.0826e-01	3.1993e+01	2.0617e+00			2.9384e+02
2021-04-09_07.00.00	1.0973e-01	3.2308e+01	2.0979e+00			2.9454e+02
2021-04-09_08.00.00	1.1056e-01	3.2417e+01	2.1360e+00			2.9601e+02
2021-04-09_09.00.00	1.0968e-01	3.2212e+01	2.1168e+00			2.9614e+02
2021-04-09_10.00.00	1.1874e-01	3.4462e+01	2.2759e+00			2.9456e+02
2021-04-09_11.00.00	1.1883e-01	3.4511e+01	2.2712e+00			2.9377e+02
2021-04-09_12.00.00	1.1640e-01	3.3933e+01	2.2208e+00			2.9209e+02
2021-04-09_13.00.00	1.1768e-01	3.4271e+01	2.2351e+00			2.9015e+02
2021-04-09_14.00.00	1.2622e-01	3.6273e+01	2.4098e+00			2.8869e+02
2021-04-09_15.00.00	1.3220e-01	3.7655e+01	2.5247e+00			2.8987e+02
2021-04-09_16.00.00	1.3082e-01	3.7281e+01	2.5118e+00			2.9022e+02
2021-04-09_17.00.00	1.3247e-01	3.7562e+01	2.5663e+00		9.1900e-05	2.9088e+02
2021-04-09_18.00.00	1.3436e-01	3.7965e+01	2.6212e+00			2.9140e+02
2021-04-09_19.00.00	1.3964e-01	3.9254e+01	2.7268e+00			2.9188e+02
2021-04-09_20.00.00	1.4817e-01	4.1245e+01	2.9162e+00			2.9138e+02
2021-04-09_21.00.00	1.5139e-01	4.1896e+01	3.0314e+00		6.1240e-06	2.9008e+02
2021-04-09_22.00.00	1.4955e-01	4.1383e+01	3.0380e+00		2.2080e-06	2.8747e+02
2021-04-09_23.00.00	1.5571e-01	4.2717e+01	3.1944e+00		6.8280e-06	2.8738e+02
2021-04-10_00.00.00	1.6052e-01	4.3782e+01	3.3043e+00		1.0542e-05	2.8702e+02
2021-04-10_01.00.00	1.5298e-01	4.2040e+01	3.1652e+00		1.9786e-04	2.8658e+02
2021-04-10_02.00.00	1.5288e-01	4.2027e+01	3.1587e+00		7.1300e-04	2.8571e+02
2021-04-10_03.00.00	1.4604e-01	4.0581e+01	2.9867e+00		3.7420e-04	2.8833e+02
2021-04-10_04.00.00	1.4180e-01	3.9735e+01	2.8486e+00		1.3076e-03	2.9054e+02
2021-04-10_05.00.00	1.4109e-01	3.9631e+01	2.8125e+00		7.7784e-04	2.9034e+02
2021-04-10_06.00.00	1.4196e-01	3.9874e+01	2.8048e+00		2.9936e-03	2.9269e+02
2021-04-10_07.00.00	1.4219e-01	3.9971e+01	2.7913e+00		4.9900e-03	2.9383e+02
2021-04-10_08.00.00	1.4549e-01	4.0702e+01	2.8607e+00		5.9270e-03	2.9454e+02
2021-04-10_09.00.00	1.4657e-01	4.0906e+01	2.8807e+00		1.2786e-02	2.9544e+02
2021-04-10_10.00.00	1.4208e-01	3.9848e+01	2.8023e+00		1.1658e-03	2.9507e+02
2021-04-10_11.00.00	1.3442e-01	3.8095e+01	2.6393e+00		6.2160e-04	2.9654e+02
2021-04-10_12.00.00	1.3388e-01	3.7933e+01	2.6273e+00		7.8180e-05	2.9508e+02
2021-04-10_13.00.00	1.3164e-01	3.7396e+01	2.5902e+00			2.9462e+02
2021-04-10_14.00.00	1.3515e-01	3.8194e+01	2.6630e+00			2.9522e+02
2021-04-10_15.00.00	1.3544e-01	3.8228e+01	2.6822e+00			2.9425e+02
2021-04-10_16.00.00	1.3473e-01	3.8069e+01	2.6665e+00			2.9192e+02
2021-04-10_17.00.00	1.3919e-01	3.9108e+01	2.7608e+00			2.9128e+02
2021-04-10_18.00.00	1.4928e-01	4.1497e+01	2.9504e+00			2.9168e+02
2021-04-10_19.00.00	1.5343e-01	4.2514e+01	3.0334e+00			2.9210e+02
2021-04-10_20.00.00	1.6297e-01	4.4699e+01	3.2364e+00			2.9220e+02
2021-04-10_21.00.00	1.7036e-01	4.6372e+01	3.3952e+00		2.7000e-04	2.9280e+02
2021-04-10_22.00.00	1.5599e-01	4.3220e+01	3.0916e+00		3.5920e-06	2.9351e+02
2021-04-10_23.00.00	1.5645e-01	4.3294e+01	3.1143e+00		4.4160e-06	2.9410e+02
2021-04-11_00.00.00	1.5242e-01	4.2289e+01	3.0577e+00		1.5272e-04	2.9388e+02
2021-04-11_03.00.00	1.4162e-01	3.9580e+01	2.9029e+00		2.1835e-03	2.9425e+02
2021-04-11_06.00.00	1.5904e-01	4.3242e+01	3.3484e+00		1.8588e-02	2.9007e+02
2021-04-11_09.00.00	1.8097e-01	4.7788e+01	3.8909e+00		6.8528e-02	2.8542e+02
2021-04-11_12.00.00	1.9614e-01	5.0885e+01	4.2109e+00		1.3277e-01	2.8780e+02
2021-04-11_15.00.00	1.8365e-01	4.8265e+01	3.9010e+00		4.7473e-02	2.8626e+02
2021-04-11_18.00.00	2.4193e-01	6.0614e+01	5.0882e+00		6.1985e-02	2.9251e+02
2021-04-11_21.00.00	3.0800e-01	7.4061e+01	6.4095e+00		4.7257e-02	2.9422e+02
2021-04-12_00.00.00	2.8316e-01	6.9599e+01	5.8415e+00		5.6650e-03	2.9290e+02
2021-04-12_03.00.00	2.7655e-01	6.8664e+01	5.5924e+00		3.3121e-06	2.9141e+02
2021-04-12_06.00.00	2.5916e-01	6.5419e+01	5.1340e+00			2.9337e+02
2021-04-12_09.00.00	2.4551e-01	6.2580e+01	4.8434e+00			2.8953e+02
2021-04-12_12.00.00	2.3257e-01	5.9996e+01	4.5148e+00			2.8985e+02
2021-04-12_15.00.00	2.2173e-01	5.7686e+01	4.2848e+00			2.9570e+02
2021-04-12_18.00.00	2.0773e-01	5.4721e+01	3.9968e+00		3.5920e-06	2.9565e+02
2021-04-12_21.00.00	2.1857e-01	5.7094e+01	4.2926e+00			2.9448e+02
2021-04-13_00.00.00	2.3256e-01	6.0093e+01	4.6443e+00			2.9264e+02
2021-04-13_03.00.00	2.2084e-01	5.7632e+01	4.4104e+00			2.9054e+02
2021-04-13_06.00.00	1.9897e-01	5.2590e+01	4.0650e+00		2.8720e-04	2.8901e+02
2021-04-13_09.00.00	1.8647e-01	4.9695e+01	3.8276e+00		4.5656e-04	2.8563e+02
2021-04-13_12.00.00	1.4866e-01	4.0875e+01	3.1344e+00		2.3660e-05	2.8741e+02
2021-04-13_15.00.00	1.6215e-01	4.3719e+01	3.5102e+00		1.6604e-04	2.8904e+02
2021-04-13_18.00.00	2.0255e-01	5.2671e+01	4.3796e+00		1.0996e-02	2.9126e+02
2021-04-13_21.00.00	2.4671e-01	6.1833e+01	5.3587e+00		3.8513e-02	2.9290e+02
2021-04-14_00.00.00	2.5879e-01	6.4345e+01	5.6032e+00		3.6729e-02	2.9178e+02
2021-04-14_03.00.00	2.4360e-01	6.1055e+01	5.3413e+00		1.6514e-02	2.9205e+02
2021-04-14_06.00.00	2.2646e-01	5.7411e+01	4.9958e+00		1.4029e-02	2.9376e+02
2021-04-14_09.00.00	2.3275e-01	5.8657e+01	5.1330e+00		7.3103e-03	2.9033e+02
2021-04-14_12.00.00	2.4482e-01	6.1024e+01	5.4164e+00		9.5032e-03	2.8953e+02
2021-04-14_15.00.00	2.6140e-01	6.4379e+01	5.7467e+00		4.3079e-02	2.8948e+02
2021-04-14_18.00.00	2.8001e-01	6.8082e+01	6.0735e+00		9.5335e-02	2.8855e+02
2021-04-14_21.00.00	2.4315e-01	6.0994e+01	5.2107e+00		2.8583e-02	2.8934e+02
2021-04-15_00.00.00	2.0350e-01	5.3065e+01	4.2314e+00		1.5555e-02	2.9126e+02
2021-04-15_03.00.00	1.8367e-01	4.8814e+01	3.7916e+00		6.3000e-03	2.9428e+02
2021-04-15_06.00.00	1.8552e-01	4.9329e+01	3.8513e+00			2.9164e+02
2021-04-15_09.00.00	1.7911e-01	4.7857e+01	3.7215e+00			2.8909e+02
2021-04-15_12.00.00	2.0267e-01	5.2982e+01	4.2158e+00			2.8725e+02
2021-04-15_15.00.00	2.1275e-01	5.5140e+01	4.4212e+00			2.8665e+02
2021-04-15_18.00.00	2.2385e-01	5.7502e+01	4.6446e+00		1.8456e-03	2.8896e+02
2021-04-15_21.00.00	2.6292e-01	6.5138e+01	5.5448e+00		3.7448e-02	2.9159e+02
2021-04-16_00.00.00	3.2198e-01	7.6588e+01	6.7089e+00		5.5686e-02	2.9115e+02
2021-04-16_03.00.00	3.1974e-01	7.5987e+01	6.5683e+00		2.5134e-02	2.9328e+02
2021-04-16_06.00.00	3.1825e-01	7.5808e+01	6.2411e+00	6.0430e-04	2.1944e-02	3.0247e+02
2021-04-16_09.00.00	3.4534e-01	8.0671e+01	6.7990e+00		6.2251e-03	3.0364e+02
2021-04-16_12.00.00	3.5187e-01	8.2189e+01	6.6966e+00	3.8960e-05	1.5941e-02	3.1096e+02
2021-04-16_15.00.00	3.0022e-01	7.2605e+01	5.7799e+00			2.9900e+02
2021-04-16_18.00.00	2.8245e-01	6.9390e+01	5.4470e+00			2.9734e+02
2021-04-16_21.00.00	2.9972e-01	7.3001e+01	5.7437e+00	1.3414e-04	1.6294e-03	2.9504e+02
2021-04-17_00.00.00	2.4967e-01	6.3312e+01	4.7651e+00			2.9181e+02
2021-04-17_03.00.00	2.2422e-01	5.7964e+01	4.2773e+00			2.8992e+02
2021-04-17_06.00.00	1.9418e-01	5.1410e+01	3.7794e+00			2.9235e+02
2021-04-17_09.00.00	1.7644e-01	4.7280e+01	3.4990e+00		4.4681e-05	2.9330e+02
2021-04-17_12.00.00	1.7378e-01	4.6523e+01	3.4656e+00		1.4308e-03	2.9092e+02
2021-04-17_15.00.00	1.3974e-01	3.9163e+01	2.5814e+00			2.9182e+02
2021-04-17_18.00.00	1.4060e-01	3.9352e+01	2.5254e+00			2.9271e+02
2021-04-17_21.00.00	1.6909e-01	4.5801e+01	3.1344e+00			2.9268e+02
2021-04-18_00.00.00	1.4555e-01	4.0380e+01	2.7078e+00			2.9103e+02
2021-04-18_03.00.00	9.0345e-02	2.7071e+01	1.7421e+00			2.9369e+02
2021-04-18_06.00.00	1.1536e-01	3.3014e+01	2.2702e+00	1.3230e-06	5.2910e-06	2.9448e+02
2021-04-18_09.00.00	9.7453e-02	2.8787e+01	1.8944e+00			2.9495e+02
2021-04-18_12.00.00	7.2018e-02	2.2783e+01	1.2535e+00			2.9679e+02
2021-04-18_15.00.00	6.2051e-02	2.0390e+01	1.0101e+00		1.6666e-05	2.9923e+02
2021-04-18_18.00.00	7.6019e-02	2.3861e+01	1.2852e+00			3.0033e+02
2021-04-18_21.00.00	1.2106e-01	3.4766e+01	2.1550e+00			3.0159e+02
2021-04-19_00.00.00	9.2771e-02	2.8100e+01	1.6037e+00			2.9871e+02
2021-04-19_03.00.00	6.6354e-02	2.1590e+01	1.1056e+00			2.9979e+02
2021-04-19_06.00.00	7.4191e-02	2.3439e+01	1.3274e+00			3.0065e+02
2021-04-19_09.00.00	7.3340e-02	2.3195e+01	1.3243e+00			3.0085e+02
2021-04-19_12.00.00	7.7002e-02	2.4143e+01	1.4096e+00			2.9893e+02
2021-04-19_15.00.00	7.3326e-02	2.3346e+01	1.3032e+00			2.9721e+02
2021-04-19_18.00.00	8.0272e-02	2.5101e+01	1.4420e+00			2.9584e+02
2021-04-19_21.00.00	9.9779e-02	2.9942e+01	1.8413e+00			3.0237e+02
2021-04-20_00.00.00	1.0035e-01	3.0100e+01	1.8703e+00			2.9858e+02
2021-04-20_03.00.00	9.2569e-02	2.8163e+01	1.7192e+00			2.9764e+02
2021-04-20_06.00.00	9.2657e-02	2.8145e+01	1.7306e+00		3.4140e-06	3.0029e+02
2021-04-20_09.00.00	8.8832e-02	2.7243e+01	1.6447e+00			3.0415e+02
2021-04-20_12.00.00	9.0007e-02	2.7502e+01	1.6696e+00			3.0196e+02
2021-04-20_15.00.00	1.0176e-01	3.0214e+01	1.9444e+00			3.0664e+02
2021-04-20_18.00.00	1.1125e-01	3.2400e+01	2.1975e+00			3.0681e+02
2021-04-20_21.00.00	1.4613e-01	4.0607e+01	2.9431e+00			3.0217e+02
2021-04-21_00.00.00	1.8147e-01	4.8614e+01	3.6955e+00		4.3576e-03	2.9835e+02
2021-04-21_03.00.00	1.9281e-01	5.1317e+01	3.8963e+00			2.9742e+02
2021-04-21_06.00.00	1.8867e-01	5.0509e+01	3.7722e+00			2.9962e+02
2021-04-21_09.00.00	1.4382e-01	4.0376e+01	2.8721e+00			2.9801e+02
2021-04-21_12.00.00	1.2443e-01	3.5966e+01	2.4212e+00		9.2940e-06	2.9787e+02
2021-04-21_15.00.00	1.1114e-01	3.2775e+01	2.1469e+00			2.9956e+02
2021-04-21_18.00.00	1.0658e-01	3.1669e+01	2.0509e+00			2.9916e+02
2021-04-21_21.00.00	1.2159e-01	3.5268e+01	2.3696e+00		1.3790e-05	2.9656e+02
2021-04-22_00.00.00	2.2543e-01	5.8860e+01	4.4496e+00		3.9080e-05	2.9863e+02
