date	tau	Tb	pwv	lwp	iwp	o3
2021-04-03_12.00.00	1.5977e-01	4.4274e+01	3.0157e+00			2.9881e+02
2021-04-03_13.00.00	1.5972e-01	4.4258e+01	3.0167e+00			2.9987e+02
2021-04-03_14.00.00	1.5811e-01	4.3909e+01	2.9852e+00			2.9865e+02
2021-04-03_15.00.00	1.6518e-01	4.5553e+01	3.1162e+00			2.9804e+02
2021-04-03_16.00.00	1.7444e-01	4.7705e+01	3.2825e+00			2.9793e+02
2021-04-03_17.00.00	1.8530e-01	5.0186e+01	3.4759e+00			2.9845e+02
2021-04-03_18.00.00	1.9799e-01	5.3044e+01	3.7063e+00			2.9792e+02
2021-04-03_19.00.00	2.0693e-01	5.5020e+01	3.8961e+00			2.9792e+02
2021-04-03_20.00.00	2.2219e-01	5.8238e+01	4.2554e+00			2.9719e+02
2021-04-03_21.00.00	2.4141e-01	6.2323e+01	4.6678e+00			2.9623e+02
2021-04-03_22.00.00	2.4522e-01	6.3206e+01	4.7566e+00			2.9446e+02
2021-04-03_23.00.00	2.5156e-01	6.4576e+01	4.8943e+00			2.9321e+02
2021-04-04_00.00.00	2.6670e-01	6.7700e+01	5.1952e+00			2.9357e+02
2021-04-04_01.00.00	2.6167e-01	6.6671e+01	5.1075e+00			2.9448e+02
2021-04-04_02.00.00	2.6389e-01	6.7052e+01	5.2165e+00			2.9458e+02
2021-04-04_03.00.00	2.8517e-01	7.1263e+01	5.6695e+00		5.5211e-06	2.9294e+02
2021-04-04_04.00.00	3.0051e-01	7.4325e+01	5.9636e+00		2.6298e-04	2.9297e+02
2021-04-04_05.00.00	3.1092e-01	7.6461e+01	6.1042e+00		1.7072e-06	2.9424e+02
2021-04-04_06.00.00	3.1985e-01	7.8198e+01	6.2388e+00		1.7072e-06	2.9426e+02
2021-04-04_07.00.00	3.1791e-01	7.7839e+01	6.1842e+00			2.9350e+02
2021-04-04_08.00.00	3.1561e-01	7.7366e+01	6.1323e+00			2.9538e+02
2021-04-04_09.00.00	3.0605e-01	7.5490e+01	5.9304e+00			2.9632e+02
2021-04-04_10.00.00	2.9289e-01	7.2912e+01	5.6465e+00			2.9648e+02
2021-04-04_11.00.00	2.8006e-01	7.0372e+01	5.3722e+00			2.9554e+02
2021-04-04_12.00.00	2.6688e-01	6.7701e+01	5.1132e+00			2.9444e+02
2021-04-04_13.00.00	2.4363e-01	6.2909e+01	4.6750e+00			2.9414e+02
2021-04-04_14.00.00	2.2213e-01	5.8381e+01	4.2641e+00			2.9197e+02
2021-04-04_15.00.00	2.0848e-01	5.5428e+01	4.0086e+00			2.9048e+02
2021-04-04_16.00.00	1.9856e-01	5.3273e+01	3.8030e+00			2.9121e+02
2021-04-04_17.00.00	1.9612e-01	5.2755e+01	3.7452e+00			2.9105e+02
2021-04-04_18.00.00	2.0911e-01	5.5578e+01	3.9950e+00			2.8751e+02
2021-04-04_19.00.00	2.2519e-01	5.9078e+01	4.3065e+00			2.8573e+02
2021-04-04_20.00.00	2.4409e-01	6.3122e+01	4.6811e+00			2.8768e+02
2021-04-04_21.00.00	2.7125e-01	6.8739e+01	5.2474e+00			2.8887e+02
2021-04-04_22.00.00	2.9497e-01	7.3426e+01	5.7988e+00		1.3658e-06	2.8823e+02
