date	tau	Tb	pwv	lwp	iwp	o3	RHs	Ts
2021-05-17_18.00.00	0.2267875	57.88683	4.374015017799982			333.7125204704481	43.603017837086206	1.358194778632651
2021-05-17_19.00.00	0.242305	61.18226	4.652538367188201			334.02140092303114	40.6360186270651	2.253718607847702
2021-05-17_20.00.00	0.2464002	62.12246	4.730789481556825		0.00014355700481646572	334.2486601161233	38.75738666288274	3.0061267546063846
2021-05-17_21.00.00	0.2491162	62.74069	4.805869506686212		0.00023640000598318723	334.39467023969036	37.717776033928274	3.5198815027732735
2021-05-17_22.00.00	0.2451278	61.92687	4.749433093008645			335.8603171058508	37.409154980215426	3.7688383978564843
2021-05-17_23.00.00	0.2375511	60.42899	4.594549316420857			334.7759416406134	36.92244232039418	3.940290241132061
2021-05-18_00.00.00	0.2303176	59.08427	4.387462231130523			335.3913205299985	39.03948039532015	3.709897785457315
2021-05-18_01.00.00	0.23265	59.69875	4.36537529541987			336.2413279737978	46.089562975265856	3.2351036796196126
2021-05-18_02.00.00	0.2166616	56.36039	4.040640799353816			336.7811150811374	51.784611268417976	2.6263082846775205
2021-05-18_03.00.00	0.2099577	54.83621	3.961561013551919			335.2945139199047	51.42671620148629	2.3604285966783323
2021-05-18_04.00.00	0.232246	59.47784	4.42010650073294			337.4070269465535	52.16752449496143	2.3639070396599777
2021-05-18_05.00.00	0.2671403	66.45443	5.181814102372334			335.4772219740956	51.69081512589064	2.5409582703509273
2021-05-18_06.00.00	0.335313	79.48451	6.516178538307356		4.885499745714542e-05	331.30344647908294	54.363789527094724	2.528864574409795
2021-05-18_07.00.00	0.3222334	77.05932	6.279286205761809		0.0008159619469291291	327.5615230013399	62.026475963752254	2.3026267950220927
2021-05-18_08.00.00	0.3184196	76.31609	6.2208125168277135		5.433999461513147e-06	325.23060890278396	59.27538718474319	2.379028217630662
2021-05-18_09.00.00	0.2847959	70.01084	5.509716696084004			325.33083966056273	58.14104300069158	2.5995516116332738
2021-05-18_10.00.00	0.2731168	67.68717	5.288482364555598			327.6156394223612	58.0740746989455	2.763118571089194
2021-05-18_11.00.00	0.2606582	65.20808	5.048831782690639			326.5225174929284	57.00603666136994	2.8511403097048174
2021-05-18_12.00.00	0.2535635	63.84184	4.893319771442247			326.92883727854695	55.55283490196737	3.0029823419710624
2021-05-18_13.00.00	0.2487852	62.92374	4.778364794926257			328.64839213934795	56.54793025006261	2.9514213137908314
2021-05-18_14.00.00	0.2565813	64.43952	4.9463128608609805			328.66938365341673	55.130656830149626	2.8871128349065884
2021-05-18_15.00.00	0.2596758	64.98478	5.055108146109432			331.25807652225694	51.295173260942754	3.053295723151848
2021-05-18_16.00.00	0.2648642	65.97456	5.182771412331348			334.48574512431145	50.90293397790549	3.2435297919689674
2021-05-18_17.00.00	0.2658641	66.23693	5.185454871810213			340.41681554265296	54.55015699565679	3.262871910049512
2021-05-18_18.00.00	0.2841556	70.0841	5.465569749005295			342.292913503052	54.21114978384952	3.7851885925394413
2021-05-18_19.00.00	0.3201613	77.1549	6.120779609297873		0.00016177999820504382	341.3161009379187	51.51739195591967	4.377887280355253
2021-05-18_20.00.00	0.3385373	80.64233	6.498887127172644	0.0002665999940168127	0.0008514799413647649	340.2339958314724	48.055017256873036	4.983707575257711
2021-05-18_21.00.00	0.315423	76.4173	6.109202141981033		0.0002484020103509139	338.89191603394374	45.67754884149165	5.474250928355161
2021-05-18_22.00.00	0.3643367	85.36144	7.157202261644778	0.000539579980255482	0.003756861219971879	332.7462781003424	45.15142503936001	5.7484034231208625
2021-05-18_23.00.00	0.4232111	95.49683	8.435680737128667	0.00025140000598318724	0.027687489155473116	329.81390501712076	45.9806209932997	5.848111000941287
2021-05-19_00.00.00	0.4339459	97.27708	8.741056630867263		0.0150384689023843	329.03867053744233	46.77508826710441	5.816905162145019
2021-05-19_01.00.00	0.4390868	98.31952	8.778218206838782		0.0006625628982559009	327.4699270507667	50.27936431628128	5.620813803266287
2021-05-19_02.00.00	0.4096804	93.14255	8.385927543602476		0.03009279923415203	327.7675301473872	54.840159907805926	5.389040411447809
2021-05-19_03.00.00	0.3902147	90.01412	7.964890657253118		0.005310820594130493	330.7658925115379	51.063514231478834	5.98867832205093
2021-05-19_04.00.00	0.4014305	92.4672	8.050991713285667		0.0001452830945044425	333.2872562155724	48.649235479812184	6.309258293406742
2021-05-19_05.00.00	0.3594083	85.03735	7.22973943219553		1.7370000299159362e-06	332.96665177906806	49.79567656947663	6.480135099895392
2021-05-19_06.00.00	0.3755884	88.08682	7.4729769348131745			329.42284502009824	53.3641434745976	6.269626419073916
2021-05-19_07.00.00	0.3889612	90.60335	7.687725491369252			327.5272443054935	57.38448831843137	6.275316623440233
2021-05-19_08.00.00	0.3641377	86.05652	7.2652227241451515			326.23451689742444	56.1760141390551	6.1828342700109715
2021-05-19_09.00.00	0.3772494	88.4065	7.524249857899303			324.0903305046896	52.56357156711073	6.427485222316193
2021-05-19_10.00.00	0.3648456	86.23124	7.283638974481706			323.3498957868096	47.79021696550021	6.872670570592106
2021-05-19_11.00.00	0.3727877	87.72235	7.426215334908906			325.61601161232693	48.5693850545628	6.782766711836871
2021-05-19_12.00.00	0.3861122	90.12514	7.6672360666527055			326.4389608456156	47.82327879573109	6.7091022520864385
2021-05-19_13.00.00	0.3722208	87.68229	7.3830795464744075			327.295630489802	48.088602971724995	6.606823417336443
2021-05-19_14.00.00	0.3632162	86.11818	7.178520357794596			323.9356483549204	49.38992260153497	6.5387103458775755
