date	tau	Tb	pwv	lwp	iwp	o3
2021-04-01_00.00.00	9.6350e-02	2.8697e+01	2.0475e+00		2.4109e-03	2.7732e+02
2021-04-01_01.00.00	8.6803e-02	2.6402e+01	1.8216e+00		1.2872e-03	2.7802e+02
2021-04-01_02.00.00	7.6101e-02	2.3786e+01	1.5682e+00		5.5090e-03	2.7779e+02
2021-04-01_03.00.00	6.7461e-02	2.1660e+01	1.3491e+00		1.7243e-02	2.7688e+02
2021-04-01_04.00.00	5.7474e-02	1.9166e+01	1.1062e+00		1.4706e-02	2.7855e+02
2021-04-01_05.00.00	5.6427e-02	1.8860e+01	1.0906e+00		1.5040e-02	2.7662e+02
2021-04-01_06.00.00	5.5898e-02	1.8714e+01	1.0748e+00		2.4290e-02	2.7741e+02
2021-04-01_07.00.00	5.5528e-02	1.8668e+01	1.0496e+00		3.1332e-02	2.7696e+02
2021-04-01_08.00.00	5.2072e-02	1.7849e+01	9.5744e-01		2.3434e-02	2.7803e+02
2021-04-01_09.00.00	5.1229e-02	1.7679e+01	9.3021e-01		1.5034e-02	2.7927e+02
2021-04-01_10.00.00	5.1932e-02	1.7888e+01	9.4343e-01		1.8540e-03	2.8059e+02
2021-04-01_11.00.00	4.8710e-02	1.7053e+01	8.6914e-01		9.8009e-04	2.8113e+02
2021-04-01_12.00.00	4.4508e-02	1.5946e+01	7.7181e-01		4.9340e-03	2.8088e+02
2021-04-01_13.00.00	4.1178e-02	1.5126e+01	6.8259e-01		1.1693e-03	2.8158e+02
2021-04-01_14.00.00	4.0735e-02	1.5038e+01	6.6578e-01			2.8189e+02
2021-04-01_15.00.00	4.2058e-02	1.5392e+01	6.9510e-01			2.8123e+02
2021-04-01_16.00.00	4.2504e-02	1.5501e+01	7.0733e-01			2.7999e+02
2021-04-01_17.00.00	4.5177e-02	1.6183e+01	7.7498e-01			2.8117e+02
2021-04-01_18.00.00	4.8963e-02	1.7161e+01	8.6898e-01			2.8119e+02
2021-04-01_19.00.00	5.3428e-02	1.8297e+01	9.7387e-01			2.8126e+02
2021-04-01_20.00.00	5.4327e-02	1.8515e+01	9.9790e-01			2.8207e+02
2021-04-01_21.00.00	5.6520e-02	1.9073e+01	1.0460e+00			2.8384e+02
2021-04-01_22.00.00	5.9403e-02	1.9805e+01	1.1050e+00	9.9090e-05		2.8434e+02
2021-04-01_23.00.00	6.3236e-02	2.0778e+01	1.1633e+00	6.7920e-04	4.5330e-07	2.8408e+02
2021-04-02_00.00.00	6.8954e-02	2.2176e+01	1.3365e+00	9.1540e-05	2.6880e-05	2.8462e+02
2021-04-02_01.00.00	7.5330e-02	2.3795e+01	1.3897e+00	1.7080e-03		2.8379e+02
2021-04-02_02.00.00	7.9372e-02	2.4832e+01	1.3459e+00	4.1690e-03		2.8448e+02
2021-04-02_03.00.00	7.0364e-02	2.2554e+01	1.3490e+00	4.5036e-04		2.8633e+02
2021-04-02_04.00.00	7.3460e-02	2.3262e+01	1.4604e+00	3.6820e-05		2.8663e+02
2021-04-02_05.00.00	7.4808e-02	2.3521e+01	1.5205e+00	1.8140e-06		2.8533e+02
2021-04-02_06.00.00	7.7863e-02	2.4232e+01	1.5983e+00			2.8470e+02
2021-04-02_07.00.00	7.9640e-02	2.4632e+01	1.6488e+00			2.8430e+02
2021-04-02_08.00.00	8.0366e-02	2.4777e+01	1.6770e+00			2.8497e+02
2021-04-02_09.00.00	8.8333e-02	2.6651e+01	1.8795e+00			2.8508e+02
2021-04-02_10.00.00	1.0014e-01	2.9407e+01	2.1824e+00			2.8665e+02
2021-04-02_11.00.00	1.0387e-01	3.0267e+01	2.2771e+00			2.8752e+02
2021-04-02_12.00.00	1.0191e-01	2.9790e+01	2.2334e+00			2.8628e+02
2021-04-02_13.00.00	1.0167e-01	2.9729e+01	2.2263e+00			2.8631e+02
2021-04-02_14.00.00	1.0305e-01	3.0023e+01	2.2644e+00			2.8781e+02
2021-04-02_15.00.00	1.0768e-01	3.1049e+01	2.3821e+00			2.8929e+02
2021-04-02_16.00.00	1.1051e-01	3.1706e+01	2.4510e+00			2.8900e+02
2021-04-02_17.00.00	1.1440e-01	3.2616e+01	2.5410e+00			2.8853e+02
2021-04-02_18.00.00	1.1683e-01	3.3155e+01	2.5991e+00		2.4300e-04	2.8683e+02
2021-04-02_19.00.00	1.1825e-01	3.3448e+01	2.6394e+00		5.2814e-04	2.8686e+02
2021-04-02_20.00.00	1.1751e-01	3.3233e+01	2.6318e+00		1.0808e-03	2.8757e+02
2021-04-02_21.00.00	1.1709e-01	3.3098e+01	2.6255e+00		1.5136e-03	2.8795e+02
