date	tau	Tb	pwv	lwp	iwp	o3
2021-04-06_12.00.00	4.6609e-02	1.6317e+01	8.9463e-01			2.9043e+02
2021-04-06_13.00.00	4.7900e-02	1.6635e+01	9.3024e-01			2.8672e+02
2021-04-06_14.00.00	5.0925e-02	1.7365e+01	1.0126e+00			2.8549e+02
2021-04-06_15.00.00	5.0998e-02	1.7401e+01	1.0128e+00			2.8742e+02
2021-04-06_16.00.00	5.1662e-02	1.7584e+01	1.0292e+00			2.8854e+02
2021-04-06_17.00.00	5.4382e-02	1.8230e+01	1.1049e+00			2.8812e+02
2021-04-06_18.00.00	5.6274e-02	1.8731e+01	1.1484e+00			2.8868e+02
2021-04-06_19.00.00	5.8637e-02	1.9327e+01	1.2063e+00		1.1752e-05	2.8854e+02
2021-04-06_20.00.00	5.8771e-02	1.9388e+01	1.2057e+00		1.3284e-06	2.9088e+02
2021-04-06_21.00.00	6.0678e-02	1.9876e+01	1.2520e+00			2.9323e+02
2021-04-06_22.00.00	6.5896e-02	2.1150e+01	1.3911e+00		1.4066e-05	2.9286e+02
2021-04-06_23.00.00	7.1369e-02	2.2489e+01	1.5311e+00		2.7040e-06	2.9219e+02
2021-04-07_00.00.00	7.3272e-02	2.2956e+01	1.5773e+00		1.4440e-05	2.9015e+02
2021-04-07_01.00.00	7.7853e-02	2.4076e+01	1.6934e+00		3.7600e-05	2.8952e+02
2021-04-07_02.00.00	8.3906e-02	2.5532e+01	1.8485e+00		4.9539e-05	2.8951e+02
2021-04-07_03.00.00	8.9119e-02	2.6733e+01	1.9841e+00		2.9402e-04	2.8738e+02
2021-04-07_04.00.00	9.1331e-02	2.7314e+01	2.0317e+00		5.3890e-05	2.8779e+02
2021-04-07_05.00.00	9.4524e-02	2.8094e+01	2.1095e+00		1.3490e-04	2.9152e+02
2021-04-07_06.00.00	9.5058e-02	2.8186e+01	2.1214e+00		2.4752e-03	2.9413e+02
2021-04-07_07.00.00	9.1051e-02	2.7240e+01	2.0185e+00		4.3239e-03	2.9652e+02
2021-04-07_08.00.00	9.4746e-02	2.8108e+01	2.1144e+00		4.0160e-03	2.9619e+02
2021-04-07_09.00.00	9.4431e-02	2.8027e+01	2.1033e+00		4.1981e-03	2.9563e+02
2021-04-07_10.00.00	9.9125e-02	2.9149e+01	2.2198e+00		3.1562e-03	2.9659e+02
2021-04-07_11.00.00	1.0039e-01	2.9465e+01	2.2474e+00		2.9987e-03	2.9836e+02
2021-04-07_12.00.00	1.0381e-01	3.0306e+01	2.3247e+00		3.5189e-03	2.9545e+02
2021-04-07_13.00.00	1.0765e-01	3.1249e+01	2.4007e+00		2.1644e-03	2.9265e+02
2021-04-07_14.00.00	1.1173e-01	3.2234e+01	2.4890e+00		6.0660e-04	2.9636e+02
2021-04-07_15.00.00	1.1358e-01	3.2692e+01	2.5244e+00		8.1700e-05	3.0074e+02
2021-04-07_16.00.00	1.1620e-01	3.3349e+01	2.5758e+00		2.9700e-05	3.0417e+02
2021-04-07_17.00.00	1.1214e-01	3.2460e+01	2.4603e+00		1.6432e-05	3.0360e+02
2021-04-07_18.00.00	1.0950e-01	3.1843e+01	2.3846e+00			3.0215e+02
2021-04-07_19.00.00	1.1783e-01	3.3826e+01	2.5703e+00			3.0148e+02
2021-04-07_20.00.00	1.2957e-01	3.6568e+01	2.8313e+00		1.6770e-05	3.0173e+02
2021-04-07_21.00.00	1.4429e-01	3.9869e+01	3.1798e+00		1.2900e-05	3.0107e+02
2021-04-07_22.00.00	1.5142e-01	4.1404e+01	3.3673e+00		4.0680e-06	3.0015e+02
2021-04-07_23.00.00	1.5618e-01	4.2369e+01	3.5067e+00		5.2480e-05	2.9900e+02
2021-04-08_00.00.00	1.6764e-01	4.4819e+01	3.7908e+00		1.5051e-05	2.9812e+02
2021-04-08_01.00.00	1.7552e-01	4.6499e+01	3.9614e+00		1.2900e-05	2.9853e+02
2021-04-08_02.00.00	1.4994e-01	4.0850e+01	3.3736e+00			2.9839e+02
2021-04-08_03.00.00	1.1761e-01	3.3313e+01	2.6675e+00		8.3840e-06	2.9789e+02
2021-04-08_04.00.00	1.1101e-01	3.1616e+01	2.5477e+00		1.3174e-05	2.9841e+02
2021-04-08_05.00.00	1.0139e-01	2.9335e+01	2.3185e+00		1.1636e-05	2.9996e+02
2021-04-08_06.00.00	8.5344e-02	2.5573e+01	1.9122e+00			3.0201e+02
2021-04-08_07.00.00	7.0053e-02	2.1866e+01	1.5306e+00			3.0751e+02
2021-04-08_08.00.00	5.6222e-02	1.8532e+01	1.1625e+00			3.1191e+02
2021-04-08_09.00.00	5.3213e-02	1.7767e+01	1.0844e+00			3.1491e+02
2021-04-08_10.00.00	5.1842e-02	1.7416e+01	1.0480e+00			3.1085e+02
2021-04-08_11.00.00	4.6139e-02	1.6028e+01	8.9298e-01			3.0159e+02
2021-04-08_12.00.00	4.3047e-02	1.5274e+01	8.0359e-01			3.0187e+02
2021-04-08_13.00.00	4.1566e-02	1.4918e+01	7.5764e-01			3.0247e+02
2021-04-08_14.00.00	3.8457e-02	1.4152e+01	6.6913e-01			3.0360e+02
2021-04-08_15.00.00	3.4872e-02	1.3278e+01	5.6368e-01			3.0280e+02
2021-04-08_16.00.00	3.5350e-02	1.3421e+01	5.7147e-01			3.0154e+02
2021-04-08_17.00.00	3.5989e-02	1.3608e+01	5.8330e-01			3.0271e+02
2021-04-08_18.00.00	3.7710e-02	1.4078e+01	6.2036e-01			3.0309e+02
2021-04-08_19.00.00	3.8965e-02	1.4422e+01	6.4816e-01			3.0247e+02
2021-04-08_20.00.00	4.0507e-02	1.4849e+01	6.7976e-01			3.0219e+02
2021-04-08_21.00.00	4.0949e-02	1.4976e+01	6.8976e-01			2.9945e+02
2021-04-08_22.00.00	4.1144e-02	1.5045e+01	6.9136e-01			2.9876e+02
2021-04-08_23.00.00	4.1055e-02	1.5039e+01	6.8700e-01			2.9870e+02
2021-04-09_00.00.00	4.1589e-02	1.5175e+01	7.0279e-01			2.9642e+02
2021-04-09_01.00.00	3.9805e-02	1.4720e+01	6.5911e-01			2.9466e+02
2021-04-09_02.00.00	3.8417e-02	1.4347e+01	6.3105e-01			2.9232e+02
2021-04-09_03.00.00	3.8201e-02	1.4265e+01	6.3529e-01			2.9096e+02
2021-04-09_04.00.00	4.0773e-02	1.4894e+01	7.1259e-01			2.9026e+02
