date	tau	Tb	pwv	lwp	iwp	o3
2021-04-01_18.00.00	8.2323e-02	2.5584e+01	1.3643e+00			3.1726e+02
2021-04-01_19.00.00	8.0572e-02	2.5155e+01	1.3314e+00			3.1828e+02
2021-04-01_20.00.00	8.3982e-02	2.6010e+01	1.3929e+00			3.1904e+02
2021-04-01_21.00.00	8.6914e-02	2.6728e+01	1.4467e+00			3.1948e+02
2021-04-01_22.00.00	8.8678e-02	2.7137e+01	1.4822e+00			3.2192e+02
2021-04-01_23.00.00	8.9096e-02	2.7245e+01	1.4824e+00			3.2321e+02
2021-04-02_00.00.00	8.9202e-02	2.7259e+01	1.4803e+00			3.2325e+02
2021-04-02_01.00.00	8.9570e-02	2.7327e+01	1.4848e+00			3.2205e+02
2021-04-02_02.00.00	8.9681e-02	2.7319e+01	1.4874e+00			3.2176e+02
2021-04-02_03.00.00	9.1398e-02	2.7721e+01	1.5127e+00			3.2378e+02
2021-04-02_04.00.00	9.0551e-02	2.7486e+01	1.4929e+00			3.2756e+02
2021-04-02_05.00.00	9.5704e-02	2.8651e+01	1.5975e+00			3.2994e+02
2021-04-02_06.00.00	9.4484e-02	2.8279e+01	1.5830e+00			3.3559e+02
2021-04-02_07.00.00	9.3407e-02	2.7962e+01	1.5770e+00			3.3541e+02
2021-04-02_08.00.00	9.8326e-02	2.9051e+01	1.6970e+00			3.3429e+02
2021-04-02_09.00.00	9.7517e-02	2.8833e+01	1.6902e+00	1.0820e-07		3.3218e+02
2021-04-02_10.00.00	9.6103e-02	2.8516e+01	1.6609e+00	1.4170e-06		3.2919e+02
2021-04-02_11.00.00	9.6703e-02	2.8689e+01	1.6716e+00			3.2685e+02
2021-04-02_12.00.00	9.9645e-02	2.9410e+01	1.7291e+00	1.0361e-05	5.2494e-07	3.2581e+02
2021-04-02_13.00.00	1.0202e-01	3.0030e+01	1.7670e+00	4.1760e-05	4.0167e-06	3.2458e+02
2021-04-02_14.00.00	1.0261e-01	3.0230e+01	1.7660e+00	1.5722e-04	9.6768e-06	3.2250e+02
2021-04-02_15.00.00	1.0214e-01	3.0142e+01	1.7518e+00	2.9425e-04	4.4277e-05	3.2208e+02
2021-04-02_16.00.00	1.0332e-01	3.0440e+01	1.7803e+00	1.2698e-04	2.5772e-05	3.2256e+02
2021-04-02_17.00.00	9.7276e-02	2.9009e+01	1.6683e+00	8.1378e-05	4.5370e-06	3.2282e+02
2021-04-02_18.00.00	9.0333e-02	2.7321e+01	1.5391e+00	4.1870e-06	2.6190e-08	3.2357e+02
2021-04-02_19.00.00	8.5666e-02	2.6171e+01	1.4482e+00	1.7620e-07		3.2589e+02
2021-04-02_20.00.00	8.6225e-02	2.6302e+01	1.4597e+00			3.2788e+02
2021-04-02_21.00.00	8.8923e-02	2.6948e+01	1.5144e+00			3.2894e+02
2021-04-02_22.00.00	8.6899e-02	2.6476e+01	1.4650e+00			3.2925e+02
2021-04-02_23.00.00	8.5233e-02	2.6047e+01	1.4370e+00			3.3079e+02
2021-04-03_00.00.00	8.1918e-02	2.5214e+01	1.3764e+00			3.3179e+02
2021-04-03_01.00.00	7.9798e-02	2.4678e+01	1.3353e+00			3.3248e+02
2021-04-03_02.00.00	8.0167e-02	2.4740e+01	1.3449e+00			3.3316e+02
2021-04-03_03.00.00	7.9490e-02	2.4574e+01	1.3294e+00			3.3093e+02
2021-04-03_04.00.00	8.0023e-02	2.4718e+01	1.3316e+00			3.2915e+02
2021-04-03_05.00.00	8.1304e-02	2.5066e+01	1.3457e+00			3.2950e+02
2021-04-03_06.00.00	8.8898e-02	2.6925e+01	1.4947e+00			3.2980e+02
2021-04-03_07.00.00	1.0247e-01	3.0147e+01	1.7683e+00			3.2960e+02
2021-04-03_08.00.00	1.1568e-01	3.3238e+01	2.0254e+00			3.2903e+02
2021-04-03_09.00.00	1.2976e-01	3.6503e+01	2.2808e+00	5.7247e-05	1.4404e-06	3.2917e+02
2021-04-03_10.00.00	1.5812e-01	4.2960e+01	2.6653e+00	2.8388e-03	7.3457e-05	3.2957e+02
