date	tau	Tb	pwv	lwp	iwp	o3
2021-04-03_06.00.00	1.0075e-01	2.9708e+01	1.7191e+00			3.3304e+02
2021-04-03_07.00.00	1.1389e-01	3.2797e+01	1.9685e+00	1.9124e-05	5.7670e-09	3.3587e+02
2021-04-03_08.00.00	1.2927e-01	3.6324e+01	2.2597e+00	4.0308e-05	6.9750e-07	3.3778e+02
2021-04-03_09.00.00	1.5222e-01	4.1506e+01	2.6522e+00	5.2929e-04	1.8711e-05	3.3961e+02
2021-04-03_10.00.00	2.0114e-01	5.2197e+01	3.1640e+00	9.2319e-03	4.8841e-04	3.4172e+02
2021-04-03_11.00.00	2.0967e-01	5.3972e+01	3.4286e+00	6.7067e-03	5.4398e-03	3.4446e+02
2021-04-03_12.00.00	2.1902e-01	5.5863e+01	3.8704e+00	4.1789e-04	9.0720e-04	3.4770e+02
2021-04-03_13.00.00	2.5666e-01	6.3620e+01	4.2284e+00	7.9288e-03	2.0530e-03	3.5169e+02
2021-04-03_14.00.00	2.6068e-01	6.4525e+01	4.1611e+00	1.0829e-02	5.3699e-03	3.5666e+02
2021-04-03_15.00.00	2.5436e-01	6.3322e+01	3.9518e+00	1.3390e-02	1.0750e-02	3.5703e+02
2021-04-03_16.00.00	2.2172e-01	5.6597e+01	3.7194e+00	5.7087e-03	2.5642e-03	3.5594e+02
2021-04-03_17.00.00	2.5780e-01	6.4159e+01	3.6668e+00	2.2704e-02	1.2656e-03	3.5471e+02
2021-04-03_18.00.00	2.2714e-01	5.7867e+01	3.4935e+00	1.4336e-02	3.7937e-05	3.5500e+02
2021-04-03_19.00.00	2.1632e-01	5.5513e+01	3.5699e+00	8.6892e-03	1.6897e-05	3.5460e+02
2021-04-03_20.00.00	2.0170e-01	5.2332e+01	3.6819e+00		6.5360e-06	3.5429e+02
2021-04-03_21.00.00	2.1187e-01	5.4426e+01	3.8953e+00		1.4992e-04	3.4878e+02
2021-04-03_22.00.00	2.3530e-01	5.9244e+01	4.3308e+00		6.6782e-04	3.4957e+02
2021-04-03_23.00.00	2.4421e-01	6.1060e+01	4.4959e+00		2.0204e-03	3.5174e+02
2021-04-04_00.00.00	2.4260e-01	6.0699e+01	4.4898e+00		1.2550e-03	3.5361e+02
2021-04-04_01.00.00	2.4862e-01	6.1805e+01	4.6390e+00		8.1781e-04	3.5541e+02
2021-04-04_02.00.00	2.5655e-01	6.3316e+01	4.8067e+00		3.4687e-05	3.5901e+02
2021-04-04_03.00.00	2.5586e-01	6.3219e+01	4.7772e+00			3.6064e+02
2021-04-04_04.00.00	2.4642e-01	6.1426e+01	4.5583e+00			3.5952e+02
2021-04-04_05.00.00	2.3606e-01	5.9409e+01	4.3372e+00			3.5472e+02
2021-04-04_06.00.00	2.2940e-01	5.8092e+01	4.2005e+00			3.5148e+02
2021-04-04_07.00.00	2.2650e-01	5.7527e+01	4.1312e+00			3.4927e+02
2021-04-04_08.00.00	2.3600e-01	5.9464e+01	4.3014e+00			3.4698e+02
2021-04-04_09.00.00	2.4983e-01	6.2265e+01	4.5516e+00			3.4526e+02
2021-04-04_10.00.00	2.7051e-01	6.6486e+01	4.7441e+00	3.6001e-03	1.4402e-04	3.4447e+02
2021-04-04_11.00.00	3.4693e-01	8.1391e+01	4.9197e+00	3.0799e-02	5.5409e-03	3.4386e+02
2021-04-04_12.00.00	4.1539e-01	9.3841e+01	5.1691e+00	5.3244e-02	2.8857e-02	3.4491e+02
2021-04-04_13.00.00	6.6099e-01	1.3174e+02	5.5309e+00	1.5059e-01	5.7079e-02	3.4685e+02
2021-04-04_14.00.00	6.0120e-01	1.2339e+02	5.5024e+00	1.2564e-01	2.9539e-02	3.4738e+02
2021-04-04_15.00.00	5.2648e-01	1.1208e+02	5.4504e+00	9.5713e-02	1.0064e-02	3.4575e+02
2021-04-04_16.00.00	7.3315e-01	1.4113e+02	5.7821e+00	1.7803e-01	2.2310e-02	3.4525e+02
2021-04-04_17.00.00	6.4510e-01	1.2956e+02	5.9922e+00	1.3460e-01	2.7918e-02	3.4355e+02
2021-04-04_18.00.00	3.3757e-01	7.9706e+01	5.4761e+00	1.4816e-02	1.3748e-03	3.4413e+02
2021-04-04_19.00.00	3.2699e-01	7.7749e+01	5.2331e+00	1.5558e-02	2.2216e-03	3.4494e+02
2021-04-04_20.00.00	2.9743e-01	7.2213e+01	4.9563e+00	7.4858e-03	2.7220e-03	3.4505e+02
2021-04-04_21.00.00	2.6906e-01	6.6713e+01	4.5462e+00	4.0631e-03	1.1168e-04	3.4403e+02
2021-04-04_22.00.00	2.4505e-01	6.1854e+01	4.2251e+00	1.4146e-03	2.7014e-05	3.4408e+02
2021-04-04_23.00.00	2.2857e-01	5.8437e+01	3.9687e+00	8.6150e-04	1.8913e-05	3.4410e+02
2021-04-05_00.00.00	2.2551e-01	5.7800e+01	3.9140e+00	1.5484e-03	2.2107e-05	3.4382e+02
2021-04-05_01.00.00	2.3151e-01	5.9051e+01	4.0191e+00	1.9982e-03	3.1138e-05	3.4313e+02
2021-04-05_02.00.00	2.2785e-01	5.8312e+01	3.9596e+00	1.6550e-03	4.5212e-06	3.4505e+02
2021-04-05_03.00.00	2.1931e-01	5.6541e+01	3.8045e+00	1.2204e-03	1.0697e-06	3.4715e+02
2021-04-05_04.00.00	2.1335e-01	5.5295e+01	3.6979e+00	8.2840e-04	2.0421e-06	3.4643e+02
2021-04-05_05.00.00	2.0518e-01	5.3554e+01	3.5799e+00	6.4560e-06		3.4572e+02
2021-04-05_06.00.00	1.9351e-01	5.1083e+01	3.3595e+00		2.6014e-07	3.4566e+02
2021-04-05_07.00.00	1.8628e-01	4.9544e+01	3.2159e+00			3.4559e+02
2021-04-05_08.00.00	1.8023e-01	4.8252e+01	3.0941e+00		5.2317e-07	3.4429e+02
2021-04-05_09.00.00	1.7731e-01	4.7629e+01	3.0076e+00	5.0877e-04	1.1638e-05	3.4537e+02
2021-04-05_10.00.00	1.9741e-01	5.2084e+01	3.0164e+00	8.3628e-03	7.8792e-05	3.4686e+02
2021-04-05_11.00.00	3.5604e-01	8.3983e+01	3.2021e+00	7.1257e-02	1.4915e-03	3.4891e+02
2021-04-05_12.00.00	4.0988e-01	9.3730e+01	3.1506e+00	9.5431e-02	3.7342e-03	3.4418e+02
2021-04-05_13.00.00	3.3542e-01	8.0203e+01	3.2975e+00	5.9918e-02	9.0118e-04	3.3444e+02
2021-04-05_14.00.00	3.1585e-01	7.6532e+01	3.1814e+00	5.4312e-02	2.9652e-04	3.3299e+02
2021-04-05_15.00.00	3.0679e-01	7.4787e+01	3.0529e+00	5.3867e-02	2.5361e-04	3.3352e+02
2021-04-05_16.00.00	5.4937e-01	1.1659e+02	3.8007e+00	1.4007e-01	1.1442e-03	3.3182e+02
2021-04-05_17.00.00	2.8658e-01	7.0687e+01	3.5646e+00	3.3538e-02	2.4120e-04	3.3527e+02
2021-04-05_18.00.00	1.7796e-01	4.7981e+01	2.9890e+00	1.0235e-03	2.6434e-05	3.3936e+02
2021-04-05_19.00.00	1.5455e-01	4.2736e+01	2.5999e+00	4.2278e-04	6.8169e-04	3.4047e+02
2021-04-05_20.00.00	1.4586e-01	4.0736e+01	2.3587e+00	2.4692e-03	2.7440e-04	3.4290e+02
